   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
  1200 |    11 |      427.483400 |        0.070000 |        0.070715 |     1.021798
  1300 |    11 |      450.446548 |        0.077200 |        0.078201 |     1.297097
  1400 |    11 |      473.188104 |        0.085807 |        0.086403 |     0.694637
  1500 |    11 |      496.024303 |        0.094008 |        0.094485 |     0.507228
  1600 |    11 |      513.636799 |        0.102496 |        0.103617 |     1.093277
  1700 |    11 |      521.699369 |        0.113916 |        0.115609 |     1.485977
  1800 |    11 |      538.286267 |        0.125504 |        0.126505 |     0.797872
  1900 |    11 |      548.583485 |        0.134706 |        0.135899 |     0.884956
  2000 |    11 |      564.190063 |        0.147009 |        0.148106 |     0.746027
  2100 |    11 |      571.880971 |        0.160003 |        0.160885 |     0.551334
  2200 |    11 |      583.706738 |        0.172591 |        0.173593 |     0.580191
  2300 |    11 |      590.980337 |        0.186014 |        0.186515 |     0.269162
  2400 |    11 |      601.767381 |        0.199008 |        0.199819 |     0.407332
  2500 |    11 |      596.599122 |        0.217414 |        0.218296 |     0.405746
  2600 |    11 |      605.127482 |        0.232196 |        0.233102 |     0.390184
  2700 |    11 |      614.781333 |        0.247097 |        0.248194 |     0.443844
  2800 |    11 |      623.803759 |        0.261688 |        0.263786 |     0.801749
  2900 |    11 |      626.555205 |        0.280285 |        0.280905 |     0.221164
  3000 |    11 |      633.764780 |        0.296617 |        0.297499 |     0.297404
   500 |    12 |      196.127969 |        0.027895 |        0.029302 |     5.042735
   600 |    12 |      247.184821 |        0.030398 |        0.033998 |    11.843137
   700 |    12 |      293.212195 |        0.037193 |        0.038099 |     2.435897
   800 |    12 |      303.842579 |        0.043488 |        0.047588 |     9.429825
   900 |    12 |      332.678883 |        0.052786 |        0.054312 |     2.890696
  1000 |    12 |      375.528700 |        0.059485 |        0.059986 |     0.841683
  1100 |    12 |      415.948849 |        0.065303 |        0.066614 |     2.008032
  1200 |    12 |      449.161871 |        0.071597 |        0.073695 |     2.930403
  1300 |    12 |      471.349469 |        0.080800 |        0.081396 |     0.737681
  1400 |    12 |      499.825032 |        0.089002 |        0.089383 |     0.428610
  1500 |    12 |      519.449041 |        0.098419 |        0.098777 |     0.363372
  1600 |    12 |      540.984512 |        0.107193 |        0.108290 |     1.023132
  1700 |    12 |      544.046548 |        0.120497 |        0.121284 |     0.652948
  1800 |    12 |      559.960602 |        0.130582 |        0.131798 |     0.931167
  1900 |    12 |      578.631689 |        0.141811 |        0.142503 |     0.487559
  2000 |    12 |      590.574706 |        0.154305 |        0.155187 |     0.571693
  2100 |    12 |      597.159412 |        0.167608 |        0.168896 |     0.768137
  2200 |    12 |      604.866082 |        0.181198 |        0.182390 |     0.657895
  2300 |    12 |      618.957334 |        0.194716 |        0.195909 |     0.612220
  2400 |    12 |      627.569618 |        0.209594 |        0.210381 |     0.375384
  2500 |    12 |      624.090652 |        0.229001 |        0.230289 |     0.562207
  2600 |    12 |      633.066601 |        0.244093 |        0.245309 |     0.498144
  2700 |    12 |      638.305114 |        0.261211 |        0.261998 |     0.301205
  2800 |    12 |      647.438608 |        0.276589 |        0.278497 |     0.689596
  2900 |    12 |      651.041590 |        0.295091 |        0.296688 |     0.541327
  3000 |    12 |      656.694822 |        0.313401 |        0.314784 |     0.441232
   500 |    13 |      213.886589 |        0.026703 |        0.029707 |    11.250000
   600 |    13 |      261.184055 |        0.031400 |        0.034690 |    10.478360
   700 |    13 |      312.772021 |        0.037885 |        0.038981 |     2.894902
   800 |    13 |      326.609518 |        0.044703 |        0.049210 |    10.080000
   900 |    13 |      364.341380 |        0.054598 |        0.055408 |     1.484716
  1000 |    13 |      402.583712 |        0.061393 |        0.062108 |     1.165049
  1100 |    13 |      438.458936 |        0.068378 |        0.069094 |     1.046025
  1200 |    13 |      469.278425 |        0.075412 |        0.076103 |     0.916851
  1300 |    13 |      492.415590 |        0.083995 |        0.084686 |     0.823162
  1400 |    13 |      520.247591 |        0.092888 |        0.093412 |     0.564682
  1500 |    13 |      543.079908 |        0.101995 |        0.102901 |     0.888266
  1600 |    13 |      561.304983 |        0.112295 |        0.112820 |     0.467091
  1700 |    13 |      559.993820 |        0.126481 |        0.127196 |     0.565504
  1800 |    13 |      582.207268 |        0.136590 |        0.138187 |     1.169489
  1900 |    13 |      595.169451 |        0.148988 |        0.149798 |     0.544087
  2000 |    13 |      608.224556 |        0.162697 |        0.163007 |     0.190504
  2100 |    13 |      615.422254 |        0.177097 |        0.177908 |     0.457728
  2200 |    13 |      627.383977 |        0.190401 |        0.191617 |     0.638618
  2300 |    13 |      641.079293 |        0.204802 |        0.205588 |     0.384168
  2400 |    13 |      645.490254 |        0.220394 |        0.221395 |     0.454349
  2500 |    13 |      640.585265 |        0.241899 |        0.242996 |     0.453381
  2600 |    13 |      650.371475 |        0.258112 |        0.259209 |     0.424903
  2700 |    13 |      656.779358 |        0.274682 |        0.276208 |     0.555507
  2800 |    13 |      664.715411 |        0.292993 |        0.294113 |     0.382456
  2900 |    13 |      671.549994 |        0.311208 |        0.313091 |     0.605225
  3000 |    13 |      677.996087 |        0.328612 |        0.331903 |     1.001233
   500 |    14 |      220.676572 |        0.027800 |        0.030494 |     9.691252
   600 |    14 |      263.030419 |        0.034308 |        0.035882 |     4.586518
   700 |    14 |      312.651184 |        0.039315 |        0.043082 |     9.581565
   800 |    14 |      344.328823 |        0.048804 |        0.050092 |     2.638007
   900 |    14 |      379.130843 |        0.056100 |        0.057006 |     1.614960
  1000 |    14 |      401.206452 |        0.063086 |        0.064778 |     2.683295
  1100 |    14 |      443.484405 |        0.070715 |        0.071597 |     1.247471
  1200 |    14 |      488.169654 |        0.078678 |        0.079799 |     1.424242
  1300 |    14 |      521.140149 |        0.086594 |        0.087595 |     1.156388
  1400 |    14 |      548.062076 |        0.095797 |        0.096607 |     0.846192
  1500 |    14 |      562.447534 |        0.106215 |        0.107598 |     1.301908
  1600 |    14 |      583.067812 |        0.116682 |        0.117397 |     0.612996
  1700 |    14 |      582.139236 |        0.132203 |        0.133204 |     0.757439
  1800 |    14 |      601.987973 |        0.143409 |        0.144196 |     0.548628
  1900 |    14 |      621.728457 |        0.155497 |        0.156116 |     0.398651
  2000 |    14 |      621.890423 |        0.170588 |        0.170922 |     0.195667
  2100 |    14 |      634.000138 |        0.185299 |        0.186300 |     0.540401
  2200 |    14 |      649.143247 |        0.199389 |        0.200486 |     0.550042
  2300 |    14 |      657.040634 |        0.215507 |        0.216794 |     0.597411
  2400 |    14 |      669.350787 |        0.230217 |        0.232005 |     0.776719
  2500 |    14 |      660.692056 |        0.253487 |        0.254679 |     0.470278
  2600 |    14 |      670.040695 |        0.270581 |        0.272202 |     0.599172
  2700 |    14 |      677.737291 |        0.288510 |        0.290418 |     0.661102
  2800 |    14 |      685.489434 |        0.306892 |        0.308800 |     0.621504
  2900 |    14 |      689.522524 |        0.327778 |        0.329304 |     0.465522
  3000 |    14 |      696.796389 |        0.346684 |        0.348783 |     0.605185
   500 |    15 |      224.786642 |        0.029588 |        0.031900 |     7.816277
   600 |    15 |      276.531742 |        0.034690 |        0.036001 |     3.780069
   700 |    15 |      343.822971 |        0.040293 |        0.041008 |     1.775148
   800 |    15 |      361.951154 |        0.048900 |        0.050712 |     3.705509
   900 |    15 |      398.800220 |        0.057507 |        0.058913 |     2.446103
  1000 |    15 |      427.179841 |        0.065184 |        0.066113 |     1.426481
  1100 |    15 |      467.840391 |        0.073099 |        0.074291 |     1.630789
  1200 |    15 |      510.545240 |        0.080991 |        0.081706 |     0.883132
  1300 |    15 |      536.531640 |        0.090313 |        0.091386 |     1.187962
  1400 |    15 |      566.819193 |        0.099111 |        0.100207 |     1.106567
  1500 |    15 |      582.475061 |        0.109982 |        0.111198 |     1.105571
  1600 |    15 |      606.192828 |        0.121117 |        0.122380 |     1.043307
  1700 |    15 |      599.830963 |        0.137496 |        0.138617 |     0.814982
  1800 |    15 |      618.520097 |        0.149703 |        0.150704 |     0.668896
  1900 |    15 |      639.067553 |        0.162196 |        0.162911 |     0.440982
  2000 |    15 |      644.558150 |        0.178099 |        0.178695 |     0.334672
  2100 |    15 |      651.457044 |        0.193501 |        0.195193 |     0.874815
  2200 |    15 |      665.098459 |        0.208521 |        0.209594 |     0.514521
  2300 |    15 |      673.823537 |        0.225902 |        0.226998 |     0.485488
  2400 |    15 |      687.692461 |        0.241685 |        0.242901 |     0.503107
  2500 |    15 |      678.493546 |        0.265002 |        0.267100 |     0.791723
  2600 |    15 |      684.883091 |        0.284410 |        0.285602 |     0.419147
  2700 |    15 |      693.363674 |        0.303507 |        0.304890 |     0.455617
  2800 |    15 |      700.163044 |        0.322986 |        0.324202 |     0.376467
