   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
  2300 |     3 |      254.420737 |        0.102186 |        0.103307 |     1.096594
  2400 |     3 |      260.859430 |        0.109196 |        0.109792 |     0.545852
  2500 |     3 |      261.978408 |        0.117493 |        0.118399 |     0.771104
  2600 |     3 |      268.269344 |        0.124192 |        0.125122 |     0.748704
  2700 |     3 |      272.930071 |        0.132298 |        0.132799 |     0.378447
  2800 |     3 |      278.025142 |        0.139403 |        0.140381 |     0.701214
  2900 |     3 |      281.553558 |        0.147581 |        0.148416 |     0.565428
  3000 |     3 |      286.198544 |        0.155520 |        0.156593 |     0.689867
   500 |     4 |       71.962509 |        0.023007 |        0.024104 |     4.766840
   600 |     4 |       98.334570 |        0.024104 |        0.025392 |     5.341246
   700 |     4 |      115.711363 |        0.026298 |        0.030208 |    14.868541
   800 |     4 |      138.781835 |        0.030088 |        0.032091 |     6.656101
   900 |     4 |      148.585573 |        0.034809 |        0.036311 |     4.315069
  1000 |     4 |      165.082403 |        0.038886 |        0.043297 |    11.342734
  1100 |     4 |      167.773845 |        0.041795 |        0.050902 |    21.791216
  1200 |     4 |      185.942631 |        0.050378 |        0.051522 |     2.271652
  1300 |     4 |      213.809561 |        0.053310 |        0.054598 |     2.415027
  1400 |     4 |      231.834316 |        0.058293 |        0.059199 |     1.554192
  1500 |     4 |      246.854033 |        0.062895 |        0.063705 |     1.288855
  1600 |     4 |      262.938326 |        0.066400 |        0.068212 |     2.728905
  1700 |     4 |      266.062222 |        0.074601 |        0.075316 |     0.958773
  1800 |     4 |      280.536149 |        0.079298 |        0.080204 |     1.142514
  1900 |     4 |      292.373847 |        0.085092 |        0.086403 |     1.541048
  2000 |     4 |      301.064495 |        0.091982 |        0.092196 |     0.233281
  2100 |     4 |      308.296028 |        0.098705 |        0.099993 |     1.304348
  2200 |     4 |      313.459133 |        0.105786 |        0.106597 |     0.766284
  2300 |     4 |      321.906527 |        0.112915 |        0.114179 |     1.119088
  2400 |     4 |      331.640076 |        0.120211 |        0.121307 |     0.912336
  2500 |     4 |      332.557500 |        0.129700 |        0.131297 |     1.231618
  2600 |     4 |      340.421597 |        0.136280 |        0.138903 |     1.924423
  2700 |     4 |      343.208047 |        0.146413 |        0.147295 |     0.602508
  2800 |     4 |      349.347981 |        0.155091 |        0.155902 |     0.522675
  2900 |     4 |      352.712383 |        0.164413 |        0.165486 |     0.652552
  3000 |     4 |      357.310361 |        0.173807 |        0.174689 |     0.507545
   500 |     5 |       83.647457 |        0.022721 |        0.024796 |     9.129066
   600 |     5 |      123.449911 |        0.024986 |        0.025821 |     3.339695
   700 |     5 |      141.013079 |        0.027895 |        0.031519 |    12.991453
   800 |     5 |      170.951551 |        0.032687 |        0.033402 |     2.188184
   900 |     5 |      184.912055 |        0.037384 |        0.038290 |     2.423469
  1000 |     5 |      207.454374 |        0.040698 |        0.042105 |     3.456356
  1100 |     5 |      217.873032 |        0.045085 |        0.050712 |    12.480169
  1200 |     5 |      242.083854 |        0.052500 |        0.053596 |     2.089010
  1300 |     5 |      261.756140 |        0.057197 |        0.058198 |     1.750729
  1400 |     5 |      279.177631 |        0.062299 |        0.062990 |     1.109835
  1500 |     5 |      295.873994 |        0.067592 |        0.068283 |     1.022928
  1600 |     5 |      312.258198 |        0.073481 |        0.073695 |     0.292018
  1700 |     5 |      317.205899 |        0.080419 |        0.081396 |     1.215535
  1800 |     5 |      333.048219 |        0.086403 |        0.086999 |     0.689846
  1900 |     5 |      345.675914 |        0.093508 |        0.093794 |     0.305966
  2000 |     5 |      355.150216 |        0.099802 |        0.100708 |     0.907788
  2100 |     5 |      359.998494 |        0.107908 |        0.108695 |     0.729121
  2200 |     5 |      372.712192 |        0.115299 |        0.116205 |     0.785773
  2300 |     5 |      380.769454 |        0.123215 |        0.124288 |     0.870743
  2400 |     5 |      391.594585 |        0.131202 |        0.132298 |     0.835908
  2500 |     5 |      390.308755 |        0.143003 |        0.143695 |     0.483494
  2600 |     5 |      397.687212 |        0.151491 |        0.152397 |     0.598048
  2700 |     5 |      401.296751 |        0.159883 |        0.161791 |     1.192962
  2800 |     5 |      409.882001 |        0.168896 |        0.171208 |     1.369283
  2900 |     5 |      413.718785 |        0.181103 |        0.181913 |     0.447604
  3000 |     5 |      419.663663 |        0.190997 |        0.191998 |     0.524279
   500 |     6 |       98.646194 |        0.023818 |        0.029206 |    22.622623
   600 |     6 |      120.025948 |        0.026298 |        0.031805 |    20.942883
   700 |     6 |      165.378114 |        0.030303 |        0.031900 |     5.271440
   800 |     6 |      198.904372 |        0.032091 |        0.035000 |     9.063893
   900 |     6 |      214.740304 |        0.038695 |        0.039887 |     3.080715
  1000 |     6 |      227.473258 |        0.043488 |        0.047803 |     9.923245
  1100 |     6 |      249.602034 |        0.051498 |        0.051999 |     0.972222
  1200 |     6 |      282.178860 |        0.054502 |        0.056505 |     3.674541
  1300 |     6 |      303.582000 |        0.060201 |        0.061202 |     1.663366
  1400 |     6 |      320.054269 |        0.065494 |        0.066996 |     2.293411
  1500 |     6 |      339.284534 |        0.070691 |        0.072384 |     2.394604
  1600 |     6 |      359.335249 |        0.077200 |        0.078201 |     1.297097
  1700 |     6 |      367.911241 |        0.085306 |        0.086308 |     1.173840
  1800 |     6 |      374.445709 |        0.090790 |        0.093389 |     2.862395
  1900 |     6 |      391.814427 |        0.099897 |        0.100493 |     0.596659
  2000 |     6 |      403.025116 |        0.107694 |        0.108480 |     0.730573
  2100 |     6 |      410.325886 |        0.116611 |        0.117683 |     0.920057
  2200 |     6 |      416.149904 |        0.124788 |        0.126004 |     0.974398
  2300 |     6 |      427.029971 |        0.134301 |        0.134897 |     0.443813
  2400 |     6 |      439.271974 |        0.142479 |        0.143409 |     0.652610
  2500 |     6 |      437.057279 |        0.155711 |        0.156212 |     0.321543
  2600 |     6 |      443.480591 |        0.164509 |        0.165701 |     0.724638
  2700 |     6 |      454.059904 |        0.175214 |        0.176096 |     0.503470
  2800 |     6 |      459.344486 |        0.185704 |        0.186610 |     0.487868
  2900 |     6 |      465.015977 |        0.197911 |        0.198293 |     0.192748
  3000 |     6 |      473.174243 |        0.207806 |        0.209308 |     0.722809
   500 |     7 |      128.945926 |        0.023794 |        0.024915 |     4.709419
   600 |     7 |      158.410160 |        0.026608 |        0.030684 |    15.322580
   700 |     7 |      192.541024 |        0.031900 |        0.032902 |     3.139014
   800 |     7 |      218.052529 |        0.035882 |        0.036311 |     1.196013
   900 |     7 |      244.134302 |        0.040984 |        0.044107 |     7.620710
  1000 |     7 |      252.284422 |        0.046802 |        0.051093 |     9.169639
  1100 |     7 |      286.656344 |        0.053787 |        0.054193 |     0.753546
  1200 |     7 |      311.641166 |        0.058699 |        0.059605 |     1.543461
  1300 |     7 |      335.183611 |        0.063992 |        0.064898 |     1.415797
  1400 |     7 |      360.636945 |        0.069404 |        0.070405 |     1.442803
  1500 |     7 |      376.184597 |        0.075817 |        0.076604 |     1.037736
  1600 |     7 |      391.359495 |        0.082803 |        0.083613 |     0.978981
  1700 |     7 |      401.153308 |        0.090408 |        0.092411 |     2.215190
  1800 |     7 |      412.759812 |        0.099182 |        0.100398 |     1.225962
  1900 |     7 |      433.002238 |        0.106502 |        0.107694 |     1.119319
  2000 |     7 |      446.658270 |        0.115180 |        0.115800 |     0.538191
  2100 |     7 |      452.528075 |        0.124812 |        0.125813 |     0.802292
  2200 |     7 |      460.632789 |        0.134492 |        0.136113 |     1.205460
  2300 |     7 |      471.197081 |        0.143719 |        0.144601 |     0.613802
  2400 |     7 |      482.765092 |        0.154209 |        0.154519 |     0.200989
  2500 |     7 |      479.072580 |        0.167704 |        0.168180 |     0.284333
  2600 |     7 |      490.595357 |        0.177908 |        0.178790 |     0.495846
  2700 |     7 |      494.088731 |        0.189805 |        0.190592 |     0.414521
  2800 |     7 |      501.886290 |        0.201607 |        0.201893 |     0.141911
  2900 |     7 |      506.635090 |        0.213504 |        0.214791 |     0.603015
  3000 |     7 |      515.132301 |        0.225687 |        0.226808 |     0.496514
   500 |     8 |      139.763838 |        0.024390 |        0.027108 |    11.143695
   600 |     8 |      182.447587 |        0.027108 |        0.029612 |     9.234829
   700 |     8 |      209.834885 |        0.032091 |        0.035095 |     9.361070
   800 |     8 |      248.789717 |        0.036883 |        0.037909 |     2.779573
   900 |     8 |      256.788595 |        0.043607 |        0.047398 |     8.693275
  1000 |     8 |      289.859569 |        0.050402 |        0.051594 |     2.365185
  1100 |     8 |      314.410579 |        0.057197 |        0.057697 |     0.875365
  1200 |     8 |      333.390760 |        0.061893 |        0.063396 |     2.426811
  1300 |     8 |      371.824196 |        0.067592 |        0.068116 |     0.776014
  1400 |     8 |      388.019507 |        0.074315 |        0.075507 |     1.604107
  1500 |     8 |      410.278725 |        0.081611 |        0.082111 |     0.613497
  1600 |     8 |      420.740700 |        0.088000 |        0.088692 |     0.785695
  1700 |     8 |      431.973336 |        0.098109 |        0.099301 |     1.215067
  1800 |     8 |      448.960634 |        0.106406 |        0.107408 |     0.941071
  1900 |     8 |      460.372293 |        0.115585 |        0.116420 |     0.721947
  2000 |     8 |      477.401017 |        0.124002 |        0.125003 |     0.807537
  2100 |     8 |      480.504763 |        0.135112 |        0.136209 |     0.811717
  2200 |     8 |      495.006380 |        0.144482 |        0.145698 |     0.841584
  2300 |     8 |      503.564702 |        0.155783 |        0.156307 |     0.336700
  2400 |     8 |      514.942586 |        0.166488 |        0.167990 |     0.902191
  2500 |     8 |      514.460028 |        0.180912 |        0.181794 |     0.487612
  2600 |     8 |      520.317430 |        0.193191 |        0.193977 |     0.407257
  2700 |     8 |      527.374910 |        0.205588 |        0.206184 |     0.289922
  2800 |     8 |      536.469451 |        0.218415 |        0.218892 |     0.218317
  2900 |     8 |      539.779667 |        0.231695 |        0.232720 |     0.442478
  3000 |     8 |      545.567199 |        0.245714 |        0.246906 |     0.485154
   500 |     9 |      144.424216 |        0.025582 |        0.028801 |    12.581547
   600 |     9 |      193.933208 |        0.030088 |        0.031304 |     4.041204
   700 |     9 |      231.368258 |        0.031996 |        0.036001 |    12.518629
   800 |     9 |      263.218021 |        0.038314 |        0.042105 |     9.894213
   900 |     9 |      278.776273 |        0.044799 |        0.048995 |     9.366684
  1000 |     9 |      305.577758 |        0.051808 |        0.055909 |     7.915324
  1100 |     9 |      344.681615 |        0.058413 |        0.059700 |     2.204082
  1200 |     9 |      372.435574 |        0.064492 |        0.065517 |     1.589649
  1300 |     9 |      402.254412 |        0.070786 |        0.071287 |     0.707309
  1400 |     9 |      418.011549 |        0.078201 |        0.078797 |     0.762195
  1500 |     9 |      440.791528 |        0.085688 |        0.085998 |     0.361714
  1600 |     9 |      464.528779 |        0.092602 |        0.093508 |     0.978373
  1700 |     9 |      468.093701 |        0.103307 |        0.104904 |     1.546273
  1800 |     9 |      481.211442 |        0.112796 |        0.113297 |     0.443881
  1900 |     9 |      498.083122 |        0.121999 |        0.122905 |     0.742623
  2000 |     9 |      509.883180 |        0.131893 |        0.132608 |     0.542299
  2100 |     9 |      520.993720 |        0.143290 |        0.143814 |     0.366057
  2200 |     9 |      532.139957 |        0.153708 |        0.154591 |     0.573910
  2300 |     9 |      536.902327 |        0.165105 |        0.166202 |     0.664260
  2400 |     9 |      544.231546 |        0.177097 |        0.178003 |     0.511578
  2500 |     9 |      545.457358 |        0.193381 |        0.194001 |     0.320552
  2600 |     9 |      553.333854 |        0.205588 |        0.206804 |     0.591442
  2700 |     9 |      558.276020 |        0.219989 |        0.220799 |     0.368484
  2800 |     9 |      569.622426 |        0.231504 |        0.233889 |     1.029866
  2900 |     9 |      575.224916 |        0.246215 |        0.248599 |     0.968335
  3000 |     9 |      580.234932 |        0.262403 |        0.263500 |     0.417954
   500 |    10 |      166.941677 |        0.025105 |        0.028396 |    13.105413
   600 |    10 |      208.194827 |        0.030112 |        0.032997 |     9.580364
   700 |    10 |      253.340240 |        0.034118 |        0.036693 |     7.547170
   800 |    10 |      291.742347 |        0.040293 |        0.041103 |     2.011834
   900 |    10 |      306.078717 |        0.048184 |        0.050402 |     4.601682
  1000 |    10 |      333.816343 |        0.055122 |        0.056911 |     3.243945
  1100 |    10 |      363.967036 |        0.061607 |        0.062084 |     0.773994
  1200 |    10 |      398.888803 |        0.066900 |        0.068092 |     1.781896
  1300 |    10 |      427.721810 |        0.074315 |        0.075197 |     1.187039
  1400 |    10 |      445.693625 |        0.081396 |        0.082517 |     1.376684
  1500 |    10 |      473.007211 |        0.089598 |        0.090289 |     0.771687
  1600 |    10 |      495.523869 |        0.097203 |        0.097919 |     0.735835
  1700 |    10 |      498.269595 |        0.109291 |        0.110197 |     0.828970
  1800 |    10 |      514.568329 |        0.118399 |        0.119400 |     0.845751
  1900 |    10 |      524.829564 |        0.128293 |        0.129414 |     0.873444
  2000 |    10 |      542.171132 |        0.136304 |        0.139999 |     2.711212
  2100 |    10 |      546.572277 |        0.151801 |        0.152588 |     0.518297
  2200 |    10 |      557.570349 |        0.162888 |        0.163984 |     0.673302
  2300 |    10 |      565.804112 |        0.175214 |        0.176287 |     0.612328
  2400 |    10 |      575.728042 |        0.187588 |        0.188589 |     0.533808
  2500 |    10 |      571.584965 |        0.205016 |        0.205994 |     0.476800
  2600 |    10 |      581.390769 |        0.218606 |        0.219512 |     0.414440
  2700 |    10 |      589.233970 |        0.233889 |        0.234413 |     0.224261
  2800 |    10 |      597.191760 |        0.247693 |        0.248599 |     0.365772
  2900 |    10 |      603.254997 |        0.263596 |        0.264406 |     0.307525
  3000 |    10 |      610.311583 |        0.278902 |        0.280094 |     0.427423
   500 |    11 |      180.971934 |        0.026107 |        0.028610 |     9.589041
   600 |    11 |      231.589425 |        0.030088 |        0.032997 |     9.667195
   700 |    11 |      264.981017 |        0.036621 |        0.038195 |     4.296875
   800 |    11 |      305.898257 |        0.040984 |        0.044799 |     9.307737
   900 |    11 |      328.809041 |        0.049806 |        0.051999 |     4.404021
  1000 |    11 |      360.664242 |        0.056791 |        0.057697 |     1.595298
  1100 |    11 |      394.848978 |        0.063396 |        0.064397 |     1.579541
  1200 |    11 |      418.741096 |        0.070000 |        0.070786 |     1.123978
  1300 |    11 |      447.850789 |        0.077200 |        0.078106 |     1.173564
  1400 |    11 |      472.299621 |        0.085616 |        0.085998 |     0.445558
  1500 |    11 |      487.604496 |        0.093508 |        0.094700 |     1.274860
  1600 |    11 |      518.677824 |        0.101995 |        0.102901 |     0.888266
  1700 |    11 |      522.420567 |        0.114393 |        0.115490 |     0.958733
  1800 |    11 |      534.944832 |        0.124884 |        0.125504 |     0.496373
  1900 |    11 |      554.712747 |        0.134706 |        0.135207 |     0.371681
  2000 |    11 |      567.846372 |        0.146914 |        0.147200 |     0.194742
  2100 |    11 |      574.266127 |        0.159407 |        0.160313 |     0.568352
  2200 |    11 |      587.087688 |        0.171494 |        0.172615 |     0.653413
  2300 |    11 |      595.701046 |        0.184393 |        0.185704 |     0.711146
  2400 |    11 |      603.907363 |        0.198197 |        0.198984 |     0.396969
  2500 |    11 |      598.960421 |        0.217009 |        0.217605 |     0.274665
  2600 |    11 |      607.005894 |        0.231504 |        0.232196 |     0.298661
  2700 |    11 |      616.593965 |        0.246716 |        0.247502 |     0.318902
  2800 |    11 |      623.664442 |        0.261092 |        0.263000 |     0.730527
  2900 |    11 |      629.109252 |        0.279093 |        0.280118 |     0.367333
  3000 |    11 |      634.860512 |        0.296116 |        0.296903 |     0.265700
   500 |    12 |      197.223559 |        0.026298 |        0.029206 |    11.060743
   600 |    12 |      237.817148 |        0.032496 |        0.035095 |     7.997065
   700 |    12 |      295.778633 |        0.037217 |        0.038004 |     2.114029
   800 |    12 |      306.051596 |        0.042987 |        0.048184 |    12.090960
   900 |    12 |      345.249806 |        0.052691 |        0.053787 |     2.081448
  1000 |    12 |      381.724561 |        0.059700 |        0.060201 |     0.838658
  1100 |    12 |      413.063331 |        0.066614 |        0.067186 |     0.858984
  1200 |    12 |      447.754399 |        0.072622 |        0.073409 |     1.083388
  1300 |    12 |      469.833317 |        0.080299 |        0.081611 |     1.633017
  1400 |    12 |      502.482916 |        0.089002 |        0.089598 |     0.669703
  1500 |    12 |      505.213241 |        0.098085 |        0.099301 |     1.239669
  1600 |    12 |      535.375871 |        0.107813 |        0.108695 |     0.818222
  1700 |    12 |      537.487954 |        0.120282 |        0.121379 |     0.911794
  1800 |    12 |      559.197959 |        0.131011 |        0.132418 |     1.073703
  1900 |    12 |      565.162518 |        0.142288 |        0.143480 |     0.837802
  2000 |    12 |      591.079771 |        0.153995 |        0.154710 |     0.464468
  2100 |    12 |      594.348321 |        0.168490 |        0.169206 |     0.424508
  2200 |    12 |      608.333432 |        0.180984 |        0.182009 |     0.566460
  2300 |    12 |      616.095123 |        0.195003 |        0.196195 |     0.611322
  2400 |    12 |      624.181584 |        0.209212 |        0.210094 |     0.421652
  2500 |    12 |      621.489738 |        0.228596 |        0.229692 |     0.479766
  2600 |    12 |      629.699032 |        0.243902 |        0.245404 |     0.615836
  2700 |    12 |      639.078580 |        0.261092 |        0.261593 |     0.191763
  2800 |    12 |      647.636274 |        0.277209 |        0.278091 |     0.318225
  2900 |    12 |      652.943460 |        0.294685 |        0.296092 |     0.477346
  3000 |    12 |      659.275231 |        0.312519 |        0.313807 |     0.411962
   500 |    13 |      212.080951 |        0.026989 |        0.029683 |     9.982332
   600 |    13 |      258.375971 |        0.031185 |        0.035095 |    12.538226
   700 |    13 |      301.732430 |        0.038195 |        0.039506 |     3.433208
   800 |    13 |      329.200774 |        0.044298 |        0.048494 |     9.472551
   900 |    13 |      365.541355 |        0.054622 |        0.055408 |     1.440419
  1000 |    13 |      400.593323 |        0.061178 |        0.061798 |     1.013250
  1100 |    13 |      440.381192 |        0.067902 |        0.068712 |     1.193820
  1200 |    13 |      473.168045 |        0.075102 |        0.076103 |     1.333333
  1300 |    13 |      498.280103 |        0.083494 |        0.084710 |     1.456311
  1400 |    13 |      517.721915 |        0.092793 |        0.093293 |     0.539568
  1500 |    13 |      537.733256 |        0.101686 |        0.102997 |     1.289566
  1600 |    13 |      562.749939 |        0.111794 |        0.112510 |     0.639795
  1700 |    13 |      569.710297 |        0.126004 |        0.126696 |     0.548723
  1800 |    13 |      581.691704 |        0.137305 |        0.138688 |     1.007119
  1900 |    13 |      605.223478 |        0.147796 |        0.149012 |     0.822713
  2000 |    13 |      610.753341 |        0.162196 |        0.163102 |     0.558577
  2100 |    13 |      617.831415 |        0.176406 |        0.177503 |     0.621706
  2200 |    13 |      629.295191 |        0.190210 |        0.191212 |     0.526448
  2300 |    13 |      639.822289 |        0.205088 |        0.205994 |     0.441758
  2400 |    13 |      650.386773 |        0.218821 |        0.220609 |     0.817172
  2500 |    13 |      644.024512 |        0.240898 |        0.241780 |     0.366192
  2600 |    13 |      652.523917 |        0.256300 |        0.258398 |     0.818605
  2700 |    13 |      660.612728 |        0.273395 |        0.275803 |     0.880788
  2800 |    13 |      667.818252 |        0.291109 |        0.293207 |     0.720721
  2900 |    13 |      673.049193 |        0.310683 |        0.312400 |     0.552529
  3000 |    13 |      678.132142 |        0.330210 |        0.331187 |     0.296029
   500 |    14 |      224.557671 |        0.027299 |        0.030398 |    11.353712
   600 |    14 |      263.305365 |        0.032592 |        0.035596 |     9.217264
   700 |    14 |      320.008911 |        0.039601 |        0.040793 |     3.010235
   800 |    14 |      346.203737 |        0.047398 |        0.049996 |     5.482897
   900 |    14 |      383.594782 |        0.055408 |        0.056982 |     2.839931
  1000 |    14 |      411.681571 |        0.063205 |        0.063896 |     1.093927
  1100 |    14 |      452.510566 |        0.070000 |        0.071502 |     2.145777
  1200 |    14 |      482.897906 |        0.078297 |        0.079107 |     1.035323
  1300 |    14 |      516.045745 |        0.086784 |        0.087905 |     1.291209
  1400 |    14 |      548.278475 |        0.096011 |        0.096393 |     0.397318
  1500 |    14 |      564.432917 |        0.106001 |        0.106788 |     0.742240
  1600 |    14 |      577.437366 |        0.116992 |        0.117683 |     0.590992
  1700 |    14 |      585.038569 |        0.132203 |        0.132704 |     0.378720
  1800 |    14 |      607.562932 |        0.143099 |        0.144005 |     0.633122
  1900 |    14 |      615.618282 |        0.154519 |        0.156307 |     1.157229
  2000 |    14 |      622.798603 |        0.170016 |        0.171208 |     0.701164
  2100 |    14 |      637.099455 |        0.185394 |        0.186110 |     0.385802
  2200 |    14 |      646.780264 |        0.199103 |        0.200415 |     0.658604
  2300 |    14 |      656.313239 |        0.214195 |        0.216413 |     1.035174
  2400 |    14 |      666.586262 |        0.231194 |        0.231695 |     0.216562
  2500 |    14 |      661.032636 |        0.253201 |        0.254488 |     0.508475
  2600 |    14 |      669.305359 |        0.270796 |        0.271988 |     0.440218
  2700 |    14 |      677.443854 |        0.287700 |        0.290799 |     1.077318
  2800 |    14 |      683.164152 |        0.307703 |        0.309300 |     0.519138
  2900 |    14 |      690.333192 |        0.326419 |        0.328803 |     0.730407
  3000 |    14 |      697.900406 |        0.346017 |        0.348210 |     0.633914
   500 |    15 |      220.376223 |        0.029111 |        0.032496 |    11.629811
   600 |    15 |      284.472759 |        0.035405 |        0.036311 |     2.558923
   700 |    15 |      333.798899 |        0.039983 |        0.041485 |     3.756708
   800 |    15 |      363.971936 |        0.048089 |        0.050902 |     5.850273
   900 |    15 |      399.648939 |        0.057888 |        0.058699 |     1.400329
  1000 |    15 |      438.309055 |        0.065303 |        0.066090 |     1.204819
  1100 |    15 |      476.471731 |        0.073004 |        0.073600 |     0.816460
  1200 |    15 |      503.166374 |        0.081587 |        0.082088 |     0.613676
  1300 |    15 |      531.009951 |        0.090981 |        0.091505 |     0.576520
  1400 |    15 |      561.271793 |        0.099587 |        0.100517 |     0.933684
  1500 |    15 |      582.968693 |        0.110698 |        0.111794 |     0.990739
  1600 |    15 |      600.374733 |        0.121498 |        0.122118 |     0.510204
  1700 |    15 |      599.535968 |        0.138092 |        0.138593 |     0.362569
  1800 |    15 |      620.086940 |        0.149798 |        0.150704 |     0.604807
  1900 |    15 |      641.942971 |        0.161695 |        0.162387 |     0.427602
  2000 |    15 |      648.719282 |        0.177002 |        0.178313 |     0.740840
  2100 |    15 |      657.017030 |        0.192809 |        0.194001 |     0.618276
  2200 |    15 |      669.794395 |        0.208402 |        0.209594 |     0.572017
  2300 |    15 |      676.586724 |        0.224900 |        0.226092 |     0.530054
  2400 |    15 |      689.482875 |        0.240803 |        0.241995 |     0.495050
  2500 |    15 |      680.476834 |        0.265288 |        0.266385 |     0.413409
  2600 |    15 |      687.455626 |        0.282383 |        0.285006 |     0.928740
  2700 |    15 |      693.109309 |        0.302720 |        0.304294 |     0.519808
  2800 |    15 |      702.758235 |        0.321603 |        0.323510 |     0.593076
