   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
  1900 |     3 |        6.219759 |        2.856493 |        2.890706 |     1.197730
  2000 |     3 |        6.649253 |        2.971888 |        3.000116 |     0.949860
  2100 |     3 |        6.169881 |        3.408504 |        3.622890 |     6.289739
  2200 |     3 |        6.171363 |        3.663492 |        3.957510 |     8.025616
  2300 |     3 |        6.549322 |        3.949499 |        3.992200 |     1.081169
  2400 |     3 |        6.404969 |        4.279995 |        4.498982 |     5.116536
  2500 |     3 |        6.252272 |        4.917812 |        4.992795 |     1.524715
  2600 |     3 |        6.767167 |        4.918289 |        4.992485 |     1.508571
  2700 |     3 |        6.939004 |        5.000782 |        5.197001 |     3.923756
  2800 |     3 |        6.581653 |        5.855203 |        5.961418 |     1.814036
  2900 |     3 |        6.988113 |        5.943704 |        5.986214 |     0.715211
  3000 |     3 |        6.838285 |        6.485009 |        6.578708 |     1.444848
   500 |     4 |        4.039518 |        0.431299 |        0.432205 |     0.210061
   600 |     4 |        4.600322 |        0.508213 |        0.550008 |     8.223869
   700 |     4 |        3.429426 |        0.971103 |        0.999999 |     2.975621
   800 |     4 |        4.486834 |        0.945592 |        0.999808 |     5.733592
   900 |     4 |        5.682448 |        0.929189 |        0.999999 |     7.620660
  1000 |     4 |        6.212987 |        1.102781 |        1.111197 |     0.763177
  1100 |     4 |        6.687262 |        1.212502 |        1.254582 |     3.470584
  1200 |     4 |        6.793718 |        1.430607 |        1.492405 |     4.319712
  1300 |     4 |        7.663833 |        1.513505 |        1.541114 |     1.824168
  1400 |     4 |        7.531655 |        1.797700 |        1.817703 |     1.112717
  1500 |     4 |        7.801091 |        1.998711 |        2.002311 |     0.180122
  1600 |     4 |        7.744708 |        2.258205 |        2.305317 |     2.086237
  1700 |     4 |        8.541486 |        2.225590 |        2.383804 |     7.108883
  1800 |     4 |        8.891536 |        2.526402 |        2.550387 |     0.949370
  1900 |     4 |        8.421871 |        2.983904 |        3.000402 |     0.552919
  2000 |     4 |        8.760249 |        2.996302 |        3.198814 |     6.758757
  2100 |     4 |        8.671878 |        3.418398 |        3.609085 |     5.578262
  2200 |     4 |        8.860856 |        3.638387 |        3.824019 |     5.102061
  2300 |     4 |        9.376423 |        3.700614 |        3.966999 |     7.198402
  2400 |     4 |        9.454003 |        4.048300 |        4.220104 |     4.243866
  2500 |     4 |        8.789500 |        4.872918 |        4.991293 |     2.429239
  2600 |     4 |        9.458245 |        4.935598 |        5.007601 |     1.458839
  2700 |     4 |        9.576912 |        5.079293 |        5.348301 |     5.296164
  2800 |     4 |        9.156529 |        5.847311 |        5.991697 |     2.469277
  2900 |     4 |        9.837398 |        5.952597 |        5.985785 |     0.557536
  3000 |     4 |        9.946959 |        6.054211 |        6.366205 |     5.153348
   500 |     5 |        5.204154 |        0.429583 |        0.431705 |     0.493950
   600 |     5 |        6.326683 |        0.492716 |        0.500298 |     1.538759
   700 |     5 |        4.411858 |        0.960588 |        1.000190 |     4.122611
   800 |     5 |        5.770514 |        0.945711 |        0.999904 |     5.730349
   900 |     5 |        7.302753 |        0.931311 |        0.999904 |     7.365214
  1000 |     5 |        8.500438 |        1.023412 |        1.068306 |     4.386721
  1100 |     5 |        8.695067 |        1.234889 |        1.258492 |     1.911381
  1200 |     5 |        8.624486 |        1.440620 |        1.499987 |     4.120879
  1300 |     5 |        9.425070 |        1.594305 |        1.608610 |     0.897263
  1400 |     5 |       10.042938 |        1.738882 |        1.753283 |     0.828146
  1500 |     5 |       10.090484 |        1.989198 |        2.000499 |     0.568121
  1600 |     5 |       10.402200 |        2.183104 |        2.210593 |     1.259201
  1700 |     5 |       11.138234 |        2.313495 |        2.333999 |     0.886278
  1800 |     5 |       10.703736 |        2.706885 |        2.725697 |     0.694940
  1900 |     5 |       10.998728 |        2.802610 |        2.968192 |     5.908124
  2000 |     5 |       11.183228 |        3.050780 |        3.197598 |     4.812479
  2100 |     5 |       11.241490 |        3.139687 |        3.530598 |    12.450641
  2200 |     5 |       11.585942 |        3.669000 |        3.781796 |     3.074294
  2300 |     5 |       11.873370 |        3.980303 |        4.004598 |     0.610377
  2400 |     5 |       11.696187 |        4.098916 |        4.496479 |     9.699223
  2500 |     5 |       11.363583 |        4.614687 |        4.990196 |     8.137264
  2600 |     5 |       12.103798 |        4.942107 |        5.017400 |     1.523492
  2700 |     5 |       12.129603 |        5.148888 |        5.441999 |     5.692721
  2800 |     5 |       11.883034 |        5.723596 |        5.961490 |     4.156374
  2900 |     5 |       12.599864 |        5.927801 |        5.986309 |     0.987009
  3000 |     5 |       12.461379 |        6.328988 |        6.490493 |     2.551826
   500 |     6 |        6.255437 |        0.436997 |        0.438213 |     0.278248
   600 |     6 |        7.538005 |        0.496197 |        0.505495 |     1.873919
   700 |     6 |        5.395211 |        0.960588 |        0.999904 |     4.092827
   800 |     6 |        7.054019 |        0.947094 |        1.000094 |     5.596113
   900 |     6 |        8.932622 |        0.933194 |        0.999904 |     7.148514
  1000 |     6 |        9.895663 |        1.047802 |        1.107597 |     5.706744
  1100 |     6 |       10.609739 |        1.241589 |        1.255107 |     1.088793
  1200 |     6 |       10.532600 |        1.468182 |        1.500106 |     2.174407
  1300 |     6 |       11.488509 |        1.594400 |        1.602602 |     0.514400
  1400 |     6 |       12.307983 |        1.687813 |        1.751494 |     3.773025
  1500 |     6 |       12.224516 |        1.998091 |        2.028179 |     1.505859
  1600 |     6 |       12.869129 |        2.150202 |        2.181697 |     1.464751
  1700 |     6 |       12.859636 |        2.316380 |        2.461505 |     6.265182
  1800 |     6 |       13.102905 |        2.624893 |        2.712893 |     3.352529
  1900 |     6 |       13.192073 |        2.960491 |        3.000402 |     1.348130
  2000 |     6 |       14.020800 |        2.956510 |        3.199410 |     8.215797
  2100 |     6 |       13.626077 |        3.221893 |        3.618717 |    12.316482
  2200 |     6 |       13.713263 |        3.661489 |        3.930402 |     7.344342
  2300 |     6 |       14.400203 |        3.912592 |        4.005408 |     2.372247
  2400 |     6 |       13.944884 |        4.316306 |        4.549909 |     5.412094
  2500 |     6 |       13.830967 |        4.794121 |        4.988098 |     4.046151
  2600 |     6 |       14.817340 |        4.941702 |        5.005693 |     1.294929
  2700 |     6 |       14.755846 |        5.164003 |        5.498290 |     6.473402
  2800 |     6 |       14.442356 |        5.755401 |        5.969501 |     3.719982
  2900 |     6 |       15.345280 |        5.947399 |        6.027198 |     1.341741
  3000 |     6 |       15.416668 |        6.115198 |        6.463695 |     5.698858
   500 |     7 |        7.361600 |        0.438499 |        0.440502 |     0.456720
   600 |     7 |        8.987898 |        0.493598 |        0.501013 |     1.502198
   700 |     7 |        6.372978 |        0.961804 |        0.999904 |     3.961231
   800 |     7 |        8.330645 |        0.946808 |        1.000094 |     5.628022
   900 |     7 |       10.545495 |        0.933886 |        0.999999 |     7.079398
  1000 |     7 |       11.577007 |        1.077294 |        1.109815 |     3.018701
  1100 |     7 |       12.448810 |        1.243687 |        1.253510 |     0.789817
  1200 |     7 |       13.941677 |        1.322794 |        1.335382 |     0.951660
  1300 |     7 |       14.247187 |        1.514292 |        1.539207 |     1.645307
  1400 |     7 |       13.994749 |        1.744795 |        1.820397 |     4.333033
  1500 |     7 |       14.329924 |        1.970482 |        2.034998 |     3.274127
  1600 |     7 |       14.805370 |        2.210307 |        2.240396 |     1.361278
  1700 |     7 |       16.435191 |        2.262092 |        2.283597 |     0.950685
  1800 |     7 |       15.572876 |        2.529192 |        2.685189 |     6.167870
  1900 |     7 |       15.706959 |        2.683592 |        2.998495 |    11.734395
  2000 |     7 |       17.156036 |        2.960706 |        3.023100 |     2.107408
  2100 |     7 |       16.233962 |        3.425407 |        3.513408 |     2.569046
  2200 |     7 |       15.853769 |        3.925395 |        3.972888 |     1.209890
  2300 |     7 |       17.204328 |        3.936601 |        3.995204 |     1.488678
  2400 |     7 |       16.595514 |        4.382300 |        4.504800 |     2.795323
  2500 |     7 |       16.288513 |        4.773116 |        4.988694 |     4.516506
  2600 |     7 |       17.481816 |        4.927993 |        5.014396 |     1.753308
  2700 |     7 |       17.903783 |        5.062413 |        5.313706 |     4.963901
  2800 |     7 |       17.187246 |        5.565691 |        5.963898 |     7.154668
  2900 |     7 |       18.148633 |        5.951595 |        5.985498 |     0.569648
  3000 |     7 |       18.476909 |        6.053901 |        6.358194 |     5.026406
   500 |     8 |        8.624023 |        0.431800 |        0.433612 |     0.419634
   600 |     8 |       10.568105 |        0.495100 |        0.501490 |     1.290571
   700 |     8 |        7.359678 |        0.966191 |        0.999999 |     3.499075
   800 |     8 |        9.612233 |        0.947595 |        1.000190 |     5.550384
   900 |     8 |       12.173754 |        0.932789 |        0.999904 |     7.195072
  1000 |     8 |       14.069885 |        1.024508 |        1.065493 |     4.000372
  1100 |     8 |       14.520112 |        1.209688 |        1.250386 |     3.364342
  1200 |     8 |       14.403482 |        1.481581 |        1.500201 |     1.256799
  1300 |     8 |       16.701728 |        1.499104 |        1.519299 |     1.347074
  1400 |     8 |       16.752864 |        1.744103 |        1.751590 |     0.429237
  1500 |     8 |       16.868520 |        1.981497 |        2.000093 |     0.938515
  1600 |     8 |       16.481848 |        2.224803 |        2.317595 |     4.170819
  1700 |     8 |       19.000579 |        2.238202 |        2.275205 |     1.653227
  1800 |     8 |       17.785370 |        2.566719 |        2.729988 |     6.361001
  1900 |     8 |       18.086228 |        2.866411 |        2.999592 |     4.646250
  2000 |     8 |       19.927298 |        2.957916 |        3.001618 |     1.477463
  2100 |     8 |       18.128944 |        3.383303 |        3.661990 |     8.237143
  2200 |     8 |       18.934093 |        3.549099 |        3.843403 |     8.292356
  2300 |     8 |       19.926797 |        3.944397 |        3.981018 |     0.928433
  2400 |     8 |       20.228967 |        3.982806 |        4.256606 |     6.874547
  2500 |     8 |       18.762923 |        4.942513 |        5.000305 |     1.169297
  2600 |     8 |       20.103278 |        4.937911 |        5.021596 |     1.694743
  2700 |     8 |       19.949470 |        5.416393 |        5.492306 |     1.401532
  2800 |     8 |       19.821582 |        5.661511 |        5.958509 |     5.245914
  2900 |     8 |       20.895215 |        5.970907 |        6.009793 |     0.651259
  3000 |     8 |       20.748101 |        6.337786 |        6.501698 |     2.586278
   500 |     9 |        9.601005 |        0.440097 |        0.441813 |     0.390054
   600 |     9 |        9.859967 |        0.551891 |        0.595498 |     7.901330
   700 |     9 |        8.342873 |        0.959802 |        1.000094 |     4.198028
   800 |     9 |       10.894050 |        0.945807 |        0.999999 |     5.729771
   900 |     9 |       13.801362 |        0.933290 |        0.999904 |     7.137566
  1000 |     9 |       15.520130 |        1.043010 |        1.074910 |     3.058496
  1100 |     9 |       16.446410 |        1.211309 |        1.259303 |     3.962131
  1200 |     9 |       16.324017 |        1.466799 |        1.499987 |     2.262605
  1300 |     9 |       17.727971 |        1.595092 |        1.604605 |     0.596386
  1400 |     9 |       18.345231 |        1.752090 |        1.818800 |     3.807424
  1500 |     9 |       19.129246 |        1.967502 |        2.000093 |     1.656508
  1600 |     9 |       18.917531 |        2.194500 |        2.299500 |     4.784668
  1700 |     9 |       20.489967 |        2.328396 |        2.400303 |     3.088265
  1800 |     9 |       21.338913 |        2.535582 |        2.570820 |     1.389751
  1900 |     9 |       20.397222 |        2.878904 |        3.002810 |     4.303934
  2000 |     9 |       22.585508 |        2.979398 |        2.997899 |     0.620974
  2100 |     9 |       20.684348 |        3.449297 |        3.648901 |     5.786803
  2200 |     9 |       20.849774 |        3.640699 |        3.993201 |     9.682257
  2300 |     9 |       22.453788 |        3.760290 |        4.023910 |     7.010614
  2400 |     9 |       21.758314 |        4.462910 |        4.489708 |     0.600466
  2500 |     9 |       21.463270 |        4.703689 |        4.997611 |     6.248765
  2600 |     9 |       22.740592 |        4.983497 |        5.033708 |     1.007545
  2700 |     9 |       22.574644 |        5.438614 |        5.492902 |     0.998194
  2800 |     9 |       22.406516 |        5.527496 |        5.964804 |     7.911491
  2900 |     9 |       23.830487 |        5.964398 |        5.986905 |     0.377351
  3000 |     9 |       23.510917 |        6.379199 |        6.501102 |     1.910952
   500 |    10 |       10.773613 |        0.437999 |        0.439906 |     0.435469
   600 |    10 |       13.185358 |        0.493217 |        0.501108 |     1.600039
   700 |    10 |        9.324412 |        0.979996 |        0.999904 |     2.031432
   800 |    10 |       12.182897 |        0.947285 |        0.999999 |     5.564784
   900 |    10 |       15.425286 |        0.933099 |        0.999904 |     7.159465
  1000 |    10 |       16.761600 |        1.058912 |        1.109195 |     4.748503
  1100 |    10 |       18.606007 |        1.199913 |        1.220894 |     1.748530
  1200 |    10 |       18.062599 |        1.476598 |        1.500297 |     1.604960
  1300 |    10 |       19.901141 |        1.597214 |        1.600814 |     0.225400
  1400 |    10 |       20.444675 |        1.795602 |        1.820588 |     1.391526
  1500 |    10 |       20.965425 |        1.997995 |        2.036405 |     1.922388
  1600 |    10 |       21.020605 |        2.275610 |        2.301002 |     1.115814
  1700 |    10 |       23.425901 |        2.327895 |        2.336907 |     0.387140
  1800 |    10 |       22.516283 |        2.688098 |        2.719498 |     1.168102
  1900 |    10 |       22.868459 |        2.876902 |        3.000498 |     4.296156
  2000 |    10 |       25.303005 |        2.952123 |        2.999806 |     1.615235
  2100 |    10 |       23.392435 |        3.473902 |        3.523302 |     1.422042
  2200 |    10 |       23.345030 |        3.669906 |        3.946304 |     7.531492
  2300 |    10 |       25.117289 |        3.956819 |        3.996515 |     1.003248
  2400 |    10 |       24.226110 |        4.471302 |        4.512501 |     0.921403
  2500 |    10 |       23.788257 |        4.794288 |        5.001307 |     4.318031
  2600 |    10 |       25.570848 |        4.957914 |        5.027890 |     1.411397
  2700 |    10 |       25.708549 |        5.222893 |        5.389714 |     3.194044
  2800 |    10 |       25.017026 |        5.723405 |        5.955386 |     4.053204
  2900 |    10 |       26.655523 |        5.937099 |        5.984306 |     0.795117
  3000 |    10 |       26.116499 |        6.470394 |        6.535411 |     1.004834
   500 |    11 |       11.772266 |        0.437999 |        0.439906 |     0.435469
   600 |    11 |       14.619385 |        0.492883 |        0.500917 |     1.630146
   700 |    11 |       10.302962 |        0.961304 |        0.999999 |     4.025298
   800 |    11 |       13.460792 |        0.947189 |        0.999808 |     5.555276
   900 |    11 |       17.066713 |        0.933790 |        0.999999 |     7.090333
  1000 |    11 |       18.607881 |        1.101398 |        1.109600 |     0.744653
  1100 |    11 |       20.278138 |        1.198316 |        1.252913 |     4.556217
  1200 |    11 |       22.349707 |        1.325512 |        1.334405 |     0.670912
  1300 |    11 |       22.321818 |        1.542497 |        1.573491 |     2.009367
  1400 |    11 |       22.576941 |        1.726007 |        1.819801 |     5.434152
  1500 |    11 |       23.591330 |        1.946402 |        1.999807 |     2.743820
  1600 |    11 |       24.283880 |        2.178001 |        2.212691 |     1.592740
  1700 |    11 |       24.875757 |        2.320886 |        2.433991 |     4.873388
  1800 |    11 |       24.983322 |        2.698302 |        2.721810 |     0.871217
  1900 |    11 |       25.034044 |        2.874303 |        3.029490 |     5.399106
  2000 |    11 |       25.863582 |        3.184199 |        3.242707 |     1.837445
  2100 |    11 |       26.047491 |        3.485584 |        3.526306 |     1.168295
  2200 |    11 |       26.445315 |        3.788304 |        3.838420 |     1.322903
  2300 |    11 |       27.510849 |        3.941894 |        3.996706 |     1.390510
  2400 |    11 |       26.960250 |        4.385400 |        4.486299 |     2.300788
  2500 |    11 |       26.231469 |        4.910803 |        5.003214 |     1.881791
  2600 |    11 |       28.207400 |        4.948997 |        5.033708 |     1.711662
  2700 |    11 |       28.123380 |        5.243301 |        5.453014 |     3.999636
  2800 |    11 |       27.505719 |        5.926800 |        5.976987 |     0.846783
  2900 |    11 |       29.275581 |        5.984497 |        6.022692 |     0.638227
  3000 |    11 |       28.960798 |        6.312203 |        6.520200 |     3.295147
   500 |    12 |       10.738170 |        0.496697 |        0.539207 |     8.558537
   600 |    12 |       14.694525 |        0.510287 |        0.551486 |     8.073634
   700 |    12 |       11.276873 |        0.966597 |        0.999999 |     3.455676
   800 |    12 |       14.740756 |        0.947213 |        0.999999 |     5.572755
   900 |    12 |       18.666486 |        0.933313 |        0.999808 |     7.124610
  1000 |    12 |       21.324261 |        1.035309 |        1.069117 |     3.265475
  1100 |    12 |       22.169600 |        1.237702 |        1.260400 |     1.833837
  1200 |    12 |       24.449578 |        1.330590 |        1.339889 |     0.698812
  1300 |    12 |       23.615939 |        1.596999 |        1.656985 |     3.756177
  1400 |    12 |       24.519714 |        1.800704 |        1.821399 |     1.149258
  1500 |    12 |       25.187099 |        2.000308 |        2.047110 |     2.339718
  1600 |    12 |       26.160844 |        2.234483 |        2.250886 |     0.734094
  1700 |    12 |       28.579176 |        2.263784 |        2.317405 |     2.368615
  1800 |    12 |       26.982098 |        2.707291 |        2.736878 |     1.092891
  1900 |    12 |       27.623049 |        2.963901 |        3.000712 |     1.242006
  2000 |    12 |       30.564955 |        2.943993 |        3.005886 |     2.102365
  2100 |    12 |       28.113797 |        3.426194 |        3.633118 |     6.039456
  2200 |    12 |       29.106800 |        3.663611 |        3.813386 |     4.088167
  2300 |    12 |       30.239187 |        3.942609 |        3.990293 |     1.209446
  2400 |    12 |       31.672204 |        3.988194 |        4.191995 |     5.110087
  2500 |    12 |       28.864001 |        4.871202 |        4.979706 |     2.227465
  2600 |    12 |       31.079595 |        4.923701 |        4.975891 |     1.059971
  2700 |    12 |       30.871331 |        5.216694 |        5.414796 |     3.797462
  2800 |    12 |       30.113993 |        5.926323 |        5.978012 |     0.872196
  2900 |    12 |       32.310429 |        5.937004 |        5.981493 |     0.749349
  3000 |    12 |       31.181661 |        6.339788 |        6.673121 |     5.257794
   500 |    13 |       12.136884 |        0.496006 |        0.502300 |     1.268987
   600 |    13 |       14.632601 |        0.535321 |        0.602198 |    12.492763
   700 |    13 |       12.271514 |        0.959802 |        0.999904 |     4.178155
   800 |    13 |       16.034487 |        0.928402 |        1.000023 |     7.714432
   900 |    13 |       20.301587 |        0.934196 |        0.999904 |     7.033663
  1000 |    13 |       22.199397 |        1.052094 |        1.110005 |     5.504442
  1100 |    13 |       24.152102 |        1.242995 |        1.251411 |     0.677088
  1200 |    13 |       26.950800 |        1.328301 |        1.333404 |     0.384111
  1300 |    13 |       26.227961 |        1.540089 |        1.603007 |     4.085392
  1400 |    13 |       26.770089 |        1.739907 |        1.820803 |     4.649410
  1500 |    13 |       27.344433 |        2.000213 |        2.049303 |     2.454258
  1600 |    13 |       29.208028 |        2.116585 |        2.188492 |     3.397315
  1700 |    13 |       29.269970 |        2.427506 |        2.452302 |     1.021440
  1800 |    13 |       31.404565 |        2.471209 |        2.538514 |     2.723589
  1900 |    13 |       30.902270 |        2.897382 |        2.905011 |     0.263320
  2000 |    13 |       31.920451 |        2.999783 |        3.105783 |     3.533619
  2100 |    13 |       30.122345 |        3.638792 |        3.658915 |     0.553000
  2200 |    13 |       31.489422 |        3.529119 |        3.867102 |     9.576955
  2300 |    13 |       33.117759 |        3.892088 |        3.990483 |     2.528086
  2400 |    13 |       31.958352 |        4.369307 |        4.499292 |     2.974976
  2500 |    13 |       31.749205 |        4.655719 |        4.970312 |     6.757137
  2600 |    13 |       33.542791 |        4.945803 |        5.013609 |     1.370986
  2700 |    13 |       34.024408 |        5.090308 |        5.328918 |     4.687522
  2800 |    13 |       32.704916 |        5.908418 |        5.967498 |     0.999931
  2900 |    13 |       34.707780 |        5.991101 |        6.049418 |     0.973397
  3000 |    13 |       33.119534 |        6.323314 |        6.829000 |     7.997165
   500 |    14 |       12.227457 |        0.493693 |        0.503087 |     1.902738
   600 |    14 |       16.459948 |        0.552082 |        0.597310 |     8.192261
   700 |    14 |       13.254117 |        0.960183 |        0.999904 |     4.136766
   800 |    14 |       17.323518 |        0.945210 |        0.999904 |     5.786354
   900 |    14 |       21.886808 |        0.956988 |        0.999808 |     4.474451
  1000 |    14 |       24.945430 |        1.047492 |        1.080894 |     3.188802
  1100 |    14 |       25.840959 |        1.234198 |        1.261687 |     2.227331
  1200 |    14 |       28.301041 |        1.338482 |        1.367497 |     2.167795
  1300 |    14 |       27.667018 |        1.600194 |        1.656389 |     3.511778
  1400 |    14 |       27.813847 |        1.779509 |        1.896214 |     6.558321
  1500 |    14 |       30.346465 |        1.962900 |        2.000093 |     1.894814
  1600 |    14 |       30.006253 |        2.212596 |        2.302003 |     4.040818
  1700 |    14 |       33.868399 |        2.265000 |        2.301097 |     1.593667
  1800 |    14 |       32.050620 |        2.698183 |        2.726388 |     1.045330
  1900 |    14 |       32.006261 |        3.007412 |        3.038907 |     1.047249
  2000 |    14 |       34.817836 |        2.934694 |        3.102803 |     5.728329
  2100 |    14 |       33.868874 |        3.446007 |        3.479099 |     0.960314
  2200 |    14 |       34.103655 |        3.540993 |        3.863311 |     9.102478
  2300 |    14 |       35.212443 |        3.961682 |        4.069400 |     2.718984
  2400 |    14 |       35.257178 |        4.197311 |        4.423904 |     5.398528
  2500 |    14 |       33.734687 |        4.861498 |        5.000782 |     2.865046
  2600 |    14 |       36.177551 |        4.957104 |        5.027413 |     1.418361
  2700 |    14 |       36.922606 |        5.132198 |        5.324006 |     3.737341
  2800 |    14 |       35.493582 |        5.913019 |        5.963492 |     0.853595
  2900 |    14 |       37.466694 |        5.946302 |        6.031990 |     1.441024
  3000 |    14 |       37.227467 |        6.475711 |        6.517601 |     0.646881
   500 |    15 |       13.255986 |        0.497079 |        0.540781 |     8.791788
   600 |    15 |       17.718234 |        0.551414 |        0.596499 |     8.176236
   700 |    15 |       14.225946 |        0.960612 |        0.999999 |     4.100171
   800 |    15 |       18.610750 |        0.946188 |        0.999904 |     5.677065
   900 |    15 |       23.567373 |        0.957203 |        0.999904 |     4.460994
  1000 |    15 |       25.796762 |        1.082015 |        1.116586 |     3.195029
  1100 |    15 |       26.152066 |        1.244307 |        1.324797 |     6.468672
  1200 |    15 |       31.129536 |        1.328111 |        1.333284 |     0.389552
  1300 |    15 |       29.472887 |        1.563287 |        1.661086 |     6.256005
  1400 |    15 |       30.361023 |        1.816702 |        1.870704 |     2.972519
  1500 |    15 |       31.964019 |        1.998997 |        2.048612 |     2.481990
  1600 |    15 |       33.556700 |        2.152610 |        2.212095 |     2.763410
  1700 |    15 |       34.106534 |        2.424002 |        2.434897 |     0.449493
  1800 |    15 |       34.435405 |        2.566004 |        2.731109 |     6.434319
  1900 |    15 |       34.636550 |        2.984285 |        3.005195 |     0.700647
  2000 |    15 |       38.618290 |        2.930903 |        3.001809 |     2.419243
  2100 |    15 |       35.904877 |        3.448987 |        3.538203 |     2.586737
  2200 |    15 |       35.672793 |        3.785491 |        3.927398 |     3.748701
  2300 |    15 |       37.708067 |        3.947282 |        4.063010 |     2.931850
  2400 |    15 |       37.217142 |        4.291296 |        4.494286 |     4.730263
  2500 |    15 |       36.798479 |        4.809093 |        4.912996 |     2.160549
  2600 |    15 |       39.022448 |        4.917097 |        5.018401 |     2.060241
  2700 |    15 |       39.451949 |        5.014896 |        5.379796 |     7.276315
  2800 |    15 |       38.053714 |        5.927014 |        5.968094 |     0.693090
