   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
   700 |     2 |       71.374685 |        0.019598 |        0.020409 |     4.136253
   800 |     2 |       90.474308 |        0.020289 |        0.021100 |     3.995300
   900 |     2 |      108.693880 |        0.021982 |        0.022197 |     0.976139
  1000 |     2 |      123.665167 |        0.023103 |        0.023508 |     1.754386
  1100 |     2 |      139.072123 |        0.023913 |        0.025201 |     5.383849
  1200 |     2 |      158.552865 |        0.023508 |        0.025201 |     7.200811
  1300 |     2 |      175.484730 |        0.025010 |        0.029802 |    19.161106
  1400 |     2 |      167.706920 |        0.032902 |        0.034094 |     3.623188
  1500 |     2 |      216.006332 |        0.029683 |        0.031185 |     5.060241
  1600 |     2 |      246.743542 |        0.027990 |        0.030899 |    10.391823
  1700 |     2 |      260.463253 |        0.030589 |        0.033116 |     8.261887
  1800 |     2 |      287.075974 |        0.032496 |        0.033712 |     3.741746
  1900 |     2 |      272.374853 |        0.038886 |        0.039983 |     2.820356
  2000 |     2 |      319.993283 |        0.035906 |        0.036716 |     2.257636
  2100 |     2 |      344.838700 |        0.036979 |        0.037694 |     1.934236
  2200 |     2 |      371.664808 |        0.038385 |        0.038981 |     1.552795
  2300 |     2 |      306.142445 |        0.050807 |        0.051713 |     1.783200
  2400 |     2 |      352.844359 |        0.043416 |        0.049305 |    13.563976
  2500 |     2 |      366.698833 |        0.050116 |        0.051093 |     1.950523
  2600 |     2 |      389.992657 |        0.050902 |        0.051999 |     2.154567
  2700 |     2 |      393.976229 |        0.054812 |        0.055480 |     1.217921
  2800 |     2 |      398.724422 |        0.058293 |        0.059009 |     1.226994
  2900 |     2 |      401.906659 |        0.061703 |        0.062609 |     1.468315
  3000 |     2 |      416.153933 |        0.063610 |        0.064397 |     1.236882
   500 |     3 |       61.579357 |        0.019097 |        0.020313 |     6.367041
   600 |     3 |       90.068673 |        0.018501 |        0.020003 |     8.118557
   700 |     3 |      117.335414 |        0.019813 |        0.020814 |     5.054152
   800 |     3 |      142.207630 |        0.020313 |        0.022101 |     8.802817
   900 |     3 |      157.724026 |        0.021791 |        0.027990 |    28.446390
  1000 |     3 |      184.105059 |        0.022793 |        0.028181 |    23.640167
  1100 |     3 |      214.109512 |        0.025892 |        0.028396 |     9.668509
  1200 |     3 |      264.460958 |        0.024486 |        0.027299 |    11.489776
  1300 |     3 |      300.264784 |        0.024986 |        0.028706 |    14.885496
  1400 |     3 |      267.864302 |        0.033593 |        0.036407 |     8.374734
  1500 |     3 |      355.993636 |        0.029182 |        0.031781 |     8.905229
  1600 |     3 |      412.194887 |        0.029397 |        0.031281 |     6.407137
  1700 |     3 |      429.705385 |        0.033188 |        0.033593 |     1.221264
  1800 |     3 |      465.699230 |        0.033712 |        0.034499 |     2.333805
  1900 |     3 |      453.589257 |        0.038695 |        0.039506 |     2.094886
  2000 |     3 |      542.396581 |        0.036287 |        0.036693 |     1.116951
  2100 |     3 |      558.304673 |        0.037694 |        0.038195 |     1.328273
  2200 |     3 |      622.756402 |        0.038099 |        0.038600 |     1.314143
  2300 |     3 |      508.283807 |        0.051594 |        0.051808 |     0.415896
  2400 |     3 |      574.676740 |        0.044489 |        0.049210 |    10.610932
  2500 |     3 |      608.514252 |        0.050497 |        0.051188 |     1.369216
  2600 |     3 |      645.702208 |        0.051498 |        0.052309 |     1.574074
  2700 |     3 |      643.774698 |        0.055504 |        0.056505 |     1.804124
  2800 |     3 |      638.550035 |        0.058985 |        0.059795 |     1.374293
  2900 |     3 |      664.736052 |        0.060987 |        0.063300 |     3.792025
  3000 |     3 |      680.473882 |        0.065207 |        0.066018 |     1.243144
   500 |     4 |       90.935719 |        0.018215 |        0.019002 |     4.319372
   600 |     4 |      121.041287 |        0.019789 |        0.020790 |     5.060241
   700 |     4 |      162.318138 |        0.020003 |        0.021005 |     5.005960
   800 |     4 |      208.300568 |        0.020790 |        0.021315 |     2.522936
   900 |     4 |      248.327116 |        0.022197 |        0.022411 |     0.966702
  1000 |     4 |      281.351822 |        0.023389 |        0.024009 |     2.650357
  1100 |     4 |      300.528179 |        0.024700 |        0.028586 |    15.733591
  1200 |     4 |      365.894804 |        0.024700 |        0.026488 |     7.239382
  1300 |     4 |      426.940698 |        0.024796 |        0.028110 |    13.365385
  1400 |     4 |      377.736456 |        0.033188 |        0.035095 |     5.747127
  1500 |     4 |      498.596484 |        0.029302 |        0.031495 |     7.485761
  1600 |     4 |      574.327272 |        0.028992 |        0.031495 |     8.634869
  1700 |     4 |      591.146940 |        0.033116 |        0.033903 |     2.375810
  1800 |     4 |      650.697434 |        0.033498 |        0.034308 |     2.419929
  1900 |     4 |      612.015649 |        0.039792 |        0.041294 |     3.774715
  2000 |     4 |      746.892624 |        0.035787 |        0.037503 |     4.796802
  2100 |     4 |      782.485513 |        0.038314 |        0.039601 |     3.360299
  2200 |     4 |      861.942364 |        0.038290 |        0.039101 |     2.117061
  2300 |     4 |      712.542761 |        0.051498 |        0.051808 |     0.601852
  2400 |     4 |      810.406612 |        0.041890 |        0.049901 |    19.123507
  2500 |     4 |      843.580704 |        0.050998 |        0.051808 |     1.589528
  2600 |     4 |      903.398385 |        0.051308 |        0.052404 |     2.137547
  2700 |     4 |      893.998741 |        0.056195 |        0.056982 |     1.400085
  2800 |     4 |      906.597705 |        0.058699 |        0.060105 |     2.396426
  2900 |     4 |      910.367969 |        0.063300 |        0.064206 |     1.431262
  3000 |     4 |      929.334462 |        0.066209 |        0.067687 |     2.232625
   500 |     5 |      113.243260 |        0.019002 |        0.019789 |     4.140527
   600 |     5 |      161.406804 |        0.018811 |        0.020003 |     6.337136
   700 |     5 |      211.420934 |        0.019503 |        0.020909 |     7.212714
   800 |     5 |      254.942216 |        0.021315 |        0.022221 |     4.250559
   900 |     5 |      312.363350 |        0.021791 |        0.023198 |     6.455142
  1000 |     5 |      324.200681 |        0.023293 |        0.029421 |    26.305016
  1100 |     5 |      386.324317 |        0.024414 |        0.029111 |    19.238281
  1200 |     5 |      461.745931 |        0.024390 |        0.028515 |    16.911045
  1300 |     5 |      530.490724 |        0.025988 |        0.028491 |     9.633027
  1400 |     5 |      489.252449 |        0.032902 |        0.035191 |     6.956522
  1500 |     5 |      638.113624 |        0.030208 |        0.031710 |     4.972376
  1600 |     5 |      718.025015 |        0.030112 |        0.031996 |     6.254949
  1700 |     5 |      771.643763 |        0.033188 |        0.033498 |     0.933908
  1800 |     5 |      840.005736 |        0.034094 |        0.034404 |     0.909091
  1900 |     5 |      779.395295 |        0.040102 |        0.041699 |     3.983353
  2000 |     5 |      957.154416 |        0.036311 |        0.037003 |     1.904137
  2100 |     5 |     1002.358460 |        0.038886 |        0.039196 |     0.797057
  2200 |     5 |     1090.489820 |        0.038004 |        0.039697 |     4.454203
  2300 |     5 |      910.480142 |        0.051498 |        0.052190 |     1.342593
  2400 |     5 |     1060.153647 |        0.043702 |        0.048995 |    12.111293
  2500 |     5 |     1074.443425 |        0.051689 |        0.052309 |     1.199262
  2600 |     5 |     1135.837216 |        0.052404 |        0.053310 |     1.728844
  2700 |     5 |     1138.913742 |        0.057006 |        0.057602 |     1.045588
  2800 |     5 |     1160.116254 |        0.059390 |        0.060105 |     1.204336
  2900 |     5 |     1165.340856 |        0.064301 |        0.064993 |     1.075269
  3000 |     5 |     1170.302354 |        0.067997 |        0.069189 |     1.753156
   500 |     6 |      140.733854 |        0.018382 |        0.019503 |     6.095979
   600 |     6 |      194.635100 |        0.018692 |        0.020003 |     7.015306
   700 |     6 |      248.700618 |        0.020504 |        0.021720 |     5.930233
   800 |     6 |      291.779301 |        0.021505 |        0.022388 |     4.101995
   900 |     6 |      335.105310 |        0.022388 |        0.028515 |    27.369541
  1000 |     6 |      441.893459 |        0.023413 |        0.023890 |     2.036660
  1100 |     6 |      491.106182 |        0.025105 |        0.026011 |     3.608737
  1200 |     6 |      562.596698 |        0.025296 |        0.028396 |    12.252592
  1300 |     6 |      639.334873 |        0.026989 |        0.028801 |     6.713781
  1400 |     6 |      590.580036 |        0.033402 |        0.035095 |     5.067809
  1500 |     6 |      768.278492 |        0.031281 |        0.032210 |     2.972561
  1600 |     6 |      860.527076 |        0.030994 |        0.031900 |     2.923077
  1700 |     6 |      895.155699 |        0.033498 |        0.034094 |     1.779359
  1800 |     6 |      998.349840 |        0.034595 |        0.035000 |     1.171606
  1900 |     6 |      927.440583 |        0.039911 |        0.043392 |     8.721624
  2000 |     6 |     1138.896058 |        0.037289 |        0.038195 |     2.429667
  2100 |     6 |     1136.536436 |        0.040197 |        0.042391 |     5.456702
  2200 |     6 |     1300.988714 |        0.039721 |        0.040913 |     3.001200
  2300 |     6 |     1102.894518 |        0.051904 |        0.052714 |     1.561782
  2400 |     6 |     1264.258075 |        0.048304 |        0.050306 |     4.146101
  2500 |     6 |     1298.496197 |        0.052094 |        0.052905 |     1.556064
  2600 |     6 |     1395.409071 |        0.051999 |        0.053406 |     2.705181
  2700 |     6 |     1368.430395 |        0.057101 |        0.058293 |     2.087683
  2800 |     6 |     1418.764920 |        0.059485 |        0.060701 |     2.044088
  2900 |     6 |     1391.170780 |        0.065589 |        0.066400 |     1.235914
  3000 |     6 |     1390.357447 |        0.070286 |        0.070715 |     0.610583
   500 |     7 |      163.643604 |        0.019002 |        0.019693 |     3.638645
   600 |     7 |      229.095925 |        0.019598 |        0.020480 |     4.501216
   700 |     7 |      302.849173 |        0.020194 |        0.020885 |     3.423849
   800 |     7 |      356.436303 |        0.021791 |        0.022793 |     4.595186
   900 |     7 |      452.544380 |        0.021815 |        0.023103 |     5.901639
  1000 |     7 |      476.537240 |        0.023198 |        0.029683 |    27.954779
  1100 |     7 |      570.044217 |        0.024390 |        0.027514 |    12.805474
  1200 |     7 |      658.994138 |        0.025392 |        0.029778 |    17.276995
  1300 |     7 |      777.676606 |        0.025082 |        0.029206 |    16.444866
  1400 |     7 |      679.050721 |        0.034499 |        0.036001 |     4.353836
  1500 |     7 |      911.974145 |        0.030303 |        0.032187 |     6.215578
  1600 |     7 |     1028.207246 |        0.030398 |        0.032401 |     6.588235
  1700 |     7 |     1086.737200 |        0.033998 |        0.034308 |     0.911641
  1800 |     7 |     1189.904438 |        0.034881 |        0.035214 |     0.956938
  1900 |     7 |     1049.402832 |        0.041008 |        0.043797 |     6.802326
  2000 |     7 |     1344.265479 |        0.038004 |        0.038505 |     1.317440
  2100 |     7 |     1174.147200 |        0.043011 |        0.049090 |    14.135255
  2200 |     7 |     1297.639454 |        0.044584 |        0.048804 |     9.465240
  2300 |     7 |     1291.565906 |        0.051904 |        0.053310 |     2.710152
  2400 |     7 |     1510.464853 |        0.046301 |        0.049400 |     6.694130
  2500 |     7 |     1501.391092 |        0.053000 |        0.054097 |     2.069276
  2600 |     7 |     1604.836402 |        0.053692 |        0.054502 |     1.509769
  2700 |     7 |     1581.890481 |        0.058413 |        0.059295 |     1.510204
  2800 |     7 |     1655.090841 |        0.060105 |        0.061584 |     2.459342
  2900 |     7 |     1608.703133 |        0.065494 |        0.066805 |     2.002184
  3000 |     7 |     1599.468086 |        0.071907 |        0.073099 |     1.657825
   500 |     8 |      196.659593 |        0.017619 |        0.019193 |     8.930987
   600 |     8 |      268.835109 |        0.019193 |        0.020003 |     4.223602
   700 |     8 |      348.516275 |        0.020003 |        0.021100 |     5.482718
   800 |     8 |      440.800334 |        0.021195 |        0.021410 |     1.012373
   900 |     8 |      482.747584 |        0.021982 |        0.025606 |    16.485901
  1000 |     8 |      545.859920 |        0.024009 |        0.028706 |    19.563059
  1100 |     8 |      680.870103 |        0.024390 |        0.025201 |     3.323558
  1200 |     8 |      808.286869 |        0.024390 |        0.025797 |     5.767351
  1300 |     8 |      921.137165 |        0.024700 |        0.028014 |    13.416988
  1400 |     8 |      768.441048 |        0.034809 |        0.037408 |     7.465754
  1500 |     8 |     1042.712244 |        0.030804 |        0.032187 |     4.489164
  1600 |     8 |     1218.762562 |        0.029898 |        0.031304 |     4.704944
  1700 |     8 |     1278.035287 |        0.032997 |        0.033593 |     1.806358
  1800 |     8 |     1390.706014 |        0.034213 |        0.034595 |     1.114983
  1900 |     8 |     1268.144308 |        0.039196 |        0.043416 |    10.766423
  2000 |     8 |     1595.955883 |        0.036407 |        0.037098 |     1.899149
  2100 |     8 |     1475.785696 |        0.040388 |        0.044799 |    10.920897
  2200 |     8 |     1776.212664 |        0.039411 |        0.040078 |     1.693890
  2300 |     8 |     1453.909762 |        0.051594 |        0.052810 |     2.356747
  2400 |     8 |     1760.816235 |        0.042582 |        0.049210 |    15.565510
  2500 |     8 |     1786.707375 |        0.051403 |        0.052500 |     2.133581
  2600 |     8 |     1931.691564 |        0.051093 |        0.052500 |     2.753150
  2700 |     8 |     1946.376296 |        0.055194 |        0.056005 |     1.468683
  2800 |     8 |     1951.723558 |        0.058913 |        0.060105 |     2.023472
  2900 |     8 |     1963.700782 |        0.062513 |        0.063801 |     2.059497
  3000 |     8 |     1787.896397 |        0.073910 |        0.074983 |     1.451613
   500 |     9 |      214.452143 |        0.018406 |        0.019789 |     7.512953
   600 |     9 |      295.292327 |        0.019693 |        0.020599 |     4.600484
   700 |     9 |      384.089057 |        0.020790 |        0.021410 |     2.981651
   800 |     9 |      463.672905 |        0.021195 |        0.022817 |     7.649044
   900 |     9 |      569.357709 |        0.023293 |        0.023699 |     1.740021
  1000 |     9 |      602.667581 |        0.025392 |        0.028491 |    12.206573
  1100 |     9 |      725.309600 |        0.025392 |        0.028515 |    12.300469
  1200 |     9 |      847.327839 |        0.026202 |        0.028706 |     9.554140
  1300 |     9 |      991.621142 |        0.025702 |        0.029802 |    15.955473
  1400 |     9 |      882.297021 |        0.035000 |        0.036693 |     4.836512
  1500 |     9 |     1130.333700 |        0.032401 |        0.033498 |     3.384842
  1600 |     9 |     1305.923820 |        0.031710 |        0.033283 |     4.962406
  1700 |     9 |     1412.279512 |        0.034118 |        0.034499 |     1.118099
  1800 |     9 |     1550.372949 |        0.034714 |        0.035000 |     0.824176
  1900 |     9 |     1323.734188 |        0.040913 |        0.046515 |    13.694638
  2000 |     9 |     1745.273515 |        0.037813 |        0.038409 |     1.576293
  2100 |     9 |     1643.649238 |        0.041389 |        0.045514 |     9.965438
  2200 |     9 |     1681.759360 |        0.043917 |        0.049305 |    12.269273
  2300 |     9 |     1682.014069 |        0.052595 |        0.053310 |     1.359927
  2400 |     9 |     1994.897478 |        0.047517 |        0.049090 |     3.311591
  2500 |     9 |     1995.356751 |        0.052404 |        0.053287 |     1.683349
  2600 |     9 |     2152.967610 |        0.052404 |        0.053287 |     1.683349
  2700 |     9 |     2133.212260 |        0.057197 |        0.058007 |     1.417257
  2800 |     9 |     2159.108266 |        0.060701 |        0.061703 |     1.649647
  2900 |     9 |     2147.477645 |        0.065303 |        0.066495 |     1.825484
  3000 |     9 |     1955.317175 |        0.075006 |        0.077200 |     2.924348
   500 |    10 |      236.185531 |        0.018787 |        0.020003 |     6.472081
   600 |    10 |      331.334417 |        0.019503 |        0.020504 |     5.134474
   700 |    10 |      371.453393 |        0.021291 |        0.024199 |    13.661814
   800 |    10 |      535.391806 |        0.021482 |        0.022006 |     2.441731
   900 |    10 |      643.227262 |        0.023007 |        0.023484 |     2.072539
  1000 |    10 |      711.614363 |        0.023580 |        0.025702 |     8.998989
  1100 |    10 |      778.748368 |        0.025797 |        0.030112 |    16.728281
  1200 |    10 |     1012.456301 |        0.025010 |        0.025916 |     3.622498
  1300 |    10 |     1092.358374 |        0.026608 |        0.029302 |    10.125448
  1400 |    10 |      964.867108 |        0.035191 |        0.037694 |     7.113821
  1500 |    10 |     1240.125838 |        0.032997 |        0.033689 |     2.095376
  1600 |    10 |     1461.190201 |        0.032711 |        0.033212 |     1.530612
  1700 |    10 |     1517.289792 |        0.034499 |        0.034904 |     1.174845
  1800 |    10 |     1694.920871 |        0.035501 |        0.035906 |     1.141706
  1900 |    10 |     1499.885895 |        0.043082 |        0.045514 |     5.644715
  2000 |    10 |     1840.119160 |        0.038099 |        0.041103 |     7.884856
  2100 |    10 |     1718.957567 |        0.044608 |        0.049210 |    10.315339
  2200 |    10 |     1895.794002 |        0.043297 |        0.047803 |    10.407489
  2300 |    10 |     1853.867461 |        0.053191 |        0.054097 |     1.703272
  2400 |    10 |     2196.421261 |        0.046802 |        0.049806 |     6.418747
  2500 |    10 |     2161.820964 |        0.053406 |        0.054193 |     1.473214
  2600 |    10 |     2347.832597 |        0.053596 |        0.054598 |     1.868327
  2700 |    10 |     2371.787937 |        0.057793 |        0.058317 |     0.907591
  2800 |    10 |     2364.898429 |        0.061607 |        0.062418 |     1.315789
  2900 |    10 |     2385.666603 |        0.066400 |        0.066996 |     0.897666
  3000 |    10 |     2154.519819 |        0.078487 |        0.079298 |     1.032807
   500 |    11 |      257.678302 |        0.019598 |        0.020313 |     3.649635
   600 |    11 |      363.407338 |        0.020099 |        0.020695 |     2.965599
   700 |    11 |      416.249058 |        0.020909 |        0.025821 |    23.489168
   800 |    11 |      572.107231 |        0.021195 |        0.023007 |     8.548931
   900 |    11 |      617.142568 |        0.023007 |        0.028706 |    24.766840
  1000 |    11 |      746.260655 |        0.024700 |        0.028300 |    14.575290
  1100 |    11 |      857.812612 |        0.026894 |        0.029707 |    10.460993
  1200 |    11 |     1055.688144 |        0.026584 |        0.028610 |     7.623318
  1300 |    11 |     1161.229162 |        0.028110 |        0.030613 |     8.905852
  1400 |    11 |     1069.736618 |        0.035620 |        0.038099 |     6.961178
  1500 |    11 |     1306.630244 |        0.033522 |        0.036311 |     8.321480
  1600 |    11 |     1593.628720 |        0.030708 |        0.033808 |    10.093167
  1700 |    11 |     1707.076938 |        0.034809 |        0.035310 |     1.438356
  1800 |    11 |     1852.863335 |        0.036311 |        0.036597 |     0.787919
  1900 |    11 |     1580.048052 |        0.041509 |        0.048089 |    15.852958
  2000 |    11 |     2140.640354 |        0.038505 |        0.039101 |     1.547988
  2100 |    11 |     1888.644927 |        0.044513 |        0.048995 |    10.069631
  2200 |    11 |     2058.226621 |        0.048518 |        0.049400 |     1.818182
  2300 |    11 |     2020.671504 |        0.053811 |        0.054908 |     2.038104
  2400 |    11 |     2383.355695 |        0.049710 |        0.050616 |     1.822542
  2500 |    11 |     2372.154406 |        0.054598 |        0.055194 |     1.091703
  2600 |    11 |     2530.984105 |        0.055194 |        0.056005 |     1.468683
  2700 |    11 |     2582.962592 |        0.058603 |        0.059104 |     0.854353
  2800 |    11 |     2619.165542 |        0.061607 |        0.062394 |     1.277090
  2900 |    11 |     2605.736459 |        0.066090 |        0.067902 |     2.741703
  3000 |    11 |     2300.728878 |        0.080609 |        0.081682 |     1.330967
   500 |    12 |      285.077132 |        0.019097 |        0.020099 |     5.243446
   600 |    12 |      395.003635 |        0.019813 |        0.020790 |     4.933815
   700 |    12 |      510.866805 |        0.020885 |        0.022006 |     5.365297
   800 |    12 |      635.369609 |        0.020909 |        0.022388 |     7.069555
   900 |    12 |      785.456364 |        0.022697 |        0.023198 |     2.205882
  1000 |    12 |      856.608456 |        0.023890 |        0.025606 |     7.185629
  1100 |    12 |      963.150036 |        0.026107 |        0.029707 |    13.789954
  1200 |    12 |     1135.704866 |        0.025606 |        0.028992 |    13.221601
  1300 |    12 |     1273.297814 |        0.027895 |        0.030494 |     9.316239
  1400 |    12 |     1172.512252 |        0.035095 |        0.037909 |     8.016304
  1500 |    12 |     1396.325863 |        0.033903 |        0.035691 |     5.274261
  1600 |    12 |     1680.003591 |        0.032711 |        0.033784 |     3.279883
  1700 |    12 |     1823.297586 |        0.035691 |        0.036001 |     0.868403
  1800 |    12 |     2013.166847 |        0.036407 |        0.036788 |     1.047806
  1900 |    12 |     1829.015056 |        0.042892 |        0.045419 |     5.892162
  2000 |    12 |     2187.814226 |        0.039506 |        0.040889 |     3.500302
  2100 |    12 |     2055.822588 |        0.048304 |        0.049186 |     1.826259
  2200 |    12 |     2129.591112 |        0.049591 |        0.051212 |     3.269231
  2300 |    12 |     2127.013215 |        0.054502 |        0.055718 |     2.230971
  2400 |    12 |     2568.664145 |        0.049496 |        0.050998 |     3.034682
  2500 |    12 |     2549.775620 |        0.054097 |        0.056005 |     3.525782
  2600 |    12 |     2741.523855 |        0.055504 |        0.056601 |     1.975945
  2700 |    12 |     2794.969119 |        0.059295 |        0.059795 |     0.844391
  2800 |    12 |     2843.891854 |        0.061917 |        0.062704 |     1.270697
  2900 |    12 |     2798.128028 |        0.067520 |        0.068188 |     0.988701
  3000 |    12 |     2483.161178 |        0.082302 |        0.083303 |     1.216686
   500 |    13 |      304.134472 |        0.019789 |        0.020599 |     4.096385
   600 |    13 |      426.469150 |        0.019789 |        0.021005 |     6.144578
   700 |    13 |      558.593027 |        0.020409 |        0.022006 |     7.827103
   800 |    13 |      667.567480 |        0.021410 |        0.023293 |     8.797327
   900 |    13 |      836.968387 |        0.022793 |        0.023508 |     3.138075
  1000 |    13 |      941.176389 |        0.023985 |        0.026107 |     8.846918
  1100 |    13 |     1023.109815 |        0.026798 |        0.029492 |    10.053381
  1200 |    13 |     1211.108435 |        0.026488 |        0.029898 |    12.871287
  1300 |    13 |     1354.940717 |        0.029087 |        0.031185 |     7.213115
  1400 |    13 |     1268.570924 |        0.035691 |        0.038004 |     6.479626
  1500 |    13 |     1516.963193 |        0.033689 |        0.037599 |    11.606511
  1600 |    13 |     1891.627659 |        0.033116 |        0.033689 |     1.727862
  1700 |    13 |     1959.681130 |        0.036097 |        0.036621 |     1.453104
  1800 |    13 |     2177.837163 |        0.036311 |        0.037003 |     1.904137
  1900 |    13 |     1850.042041 |        0.042796 |        0.049019 |    14.540390
  2000 |    13 |     2315.006340 |        0.039697 |        0.042200 |     6.306306
  2100 |    13 |     2186.480191 |        0.049305 |        0.050211 |     1.837524
  2200 |    13 |     2352.656668 |        0.050592 |        0.051379 |     1.555137
  2300 |    13 |     2321.621566 |        0.055408 |        0.056219 |     1.462995
  2400 |    13 |     2750.265352 |        0.051284 |        0.052094 |     1.580660
  2500 |    13 |     2753.882761 |        0.056195 |        0.056505 |     0.551549
  2600 |    13 |     2914.340993 |        0.056982 |        0.057912 |     1.631799
  2700 |    13 |     2990.041273 |        0.059795 |        0.060415 |     1.036683
  2800 |    13 |     3061.774115 |        0.061607 |        0.063300 |     2.747678
  2900 |    13 |     3067.102493 |        0.067496 |        0.068307 |     1.200989
  3000 |    13 |     2608.118086 |        0.084186 |        0.085402 |     1.444350
   500 |    14 |      320.215134 |        0.020194 |        0.021005 |     4.014168
   600 |    14 |      459.279290 |        0.020194 |        0.021100 |     4.486423
   700 |    14 |      503.759852 |        0.022388 |        0.028586 |    27.689032
   800 |    14 |      726.578964 |        0.022697 |        0.023103 |     1.785714
   900 |    14 |      931.996428 |        0.022388 |        0.023293 |     4.046858
  1000 |    14 |      961.233532 |        0.024486 |        0.028896 |    18.013632
  1100 |    14 |     1087.983571 |        0.026417 |        0.030112 |    13.989170
  1200 |    14 |     1349.221700 |        0.026298 |        0.029516 |    12.239347
  1300 |    14 |     1499.575258 |        0.027108 |        0.030494 |    12.489006
  1400 |    14 |     1369.844882 |        0.035095 |        0.038314 |     9.171196
  1500 |    14 |     1556.035277 |        0.033498 |        0.041389 |    23.558720
  1600 |    14 |     2003.835641 |        0.033188 |        0.033903 |     2.155172
  1700 |    14 |     2073.012561 |        0.036597 |        0.036907 |     0.846906
  1800 |    14 |     2280.758508 |        0.037193 |        0.037909 |     1.923077
  1900 |    14 |     2078.351992 |        0.046182 |        0.046706 |     1.135777
  2000 |    14 |     2463.396462 |        0.041008 |        0.044394 |     8.255814
  2100 |    14 |     2305.110783 |        0.050402 |        0.051403 |     1.986755
  2200 |    14 |     2481.299227 |        0.051785 |        0.052595 |     1.565377
  2300 |    14 |     2524.548784 |        0.055289 |        0.056601 |     2.371712
  2400 |    14 |     2924.615194 |        0.051999 |        0.052905 |     1.742320
  2500 |    14 |     2943.757309 |        0.055599 |        0.057006 |     2.530017
  2600 |    14 |     3151.598434 |        0.056696 |        0.057912 |     2.144659
  2700 |    14 |     3235.575820 |        0.059390 |        0.060701 |     2.207949
  2800 |    14 |     3292.502256 |        0.062490 |        0.063801 |     2.098436
  2900 |    14 |     3305.424365 |        0.067210 |        0.068593 |     2.057467
  3000 |    14 |     2770.718764 |        0.086308 |        0.087500 |     1.381215
   500 |    15 |      346.243383 |        0.019979 |        0.020719 |     3.699284
   600 |    15 |      479.115958 |        0.020599 |        0.021696 |     5.324074
   700 |    15 |      627.192254 |        0.021195 |        0.022316 |     5.286839
   800 |    15 |      715.265039 |        0.022697 |        0.025797 |    13.655462
   900 |    15 |      945.869914 |        0.023794 |        0.024009 |     0.901804
  1000 |    15 |     1038.187080 |        0.023603 |        0.029492 |    24.949495
  1100 |    15 |     1100.929120 |        0.026798 |        0.030208 |    12.722420
  1200 |    15 |     1390.460797 |        0.026989 |        0.029898 |    10.777385
  1300 |    15 |     1578.504643 |        0.029302 |        0.030994 |     5.777054
  1400 |    15 |     1462.350150 |        0.036097 |        0.038004 |     5.284016
  1500 |    15 |     1744.479660 |        0.034189 |        0.037193 |     8.786611
  1600 |    15 |     2153.443401 |        0.033498 |        0.034404 |     2.704626
  1700 |    15 |     2253.116326 |        0.036597 |        0.037098 |     1.368078
  1800 |    15 |     2430.142279 |        0.038004 |        0.038409 |     1.066499
  1900 |    15 |     2150.721523 |        0.042510 |        0.049019 |    15.311274
  2000 |    15 |     2648.138965 |        0.041389 |        0.043583 |     5.299539
  2100 |    15 |     2485.732949 |        0.050807 |        0.051403 |     1.173158
  2200 |    15 |     2625.961893 |        0.052619 |        0.053287 |     1.268691
  2300 |    15 |     2697.620836 |        0.055814 |        0.057006 |     2.135839
