   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
  2400 |     2 |      700.316899 |        0.024312 |        0.024624 |     1.283289
  2500 |     2 |      690.288064 |        0.026808 |        0.027096 |     1.074171
  2600 |     2 |      728.081692 |        0.027392 |        0.027800 |     1.489878
  2700 |     2 |      703.155925 |        0.030768 |        0.031080 |     1.013409
  2800 |     2 |      754.324517 |        0.030916 |        0.031140 |     0.724791
  2900 |     2 |      773.213499 |        0.032284 |        0.032668 |     1.188526
  3000 |     2 |      818.640644 |        0.032684 |        0.032956 |     0.832046
   500 |     3 |      107.736577 |        0.011324 |        0.011624 |     2.646556
   600 |     3 |      155.073758 |        0.011544 |        0.011596 |     0.450174
   700 |     3 |      191.249648 |        0.012624 |        0.012816 |     1.519734
   800 |     3 |      254.461960 |        0.012440 |        0.012560 |     0.964260
   900 |     3 |      294.706317 |        0.013504 |        0.013744 |     1.776576
  1000 |     3 |      367.680163 |        0.013496 |        0.013592 |     0.712156
  1100 |     3 |      430.161413 |        0.013876 |        0.014044 |     1.210803
  1200 |     3 |      499.548552 |        0.014300 |        0.014420 |     0.838837
  1300 |     3 |      499.723429 |        0.016776 |        0.016892 |     0.691723
  1400 |     3 |      584.720154 |        0.016604 |        0.016732 |     0.770680
  1500 |     3 |      626.912168 |        0.017816 |        0.017936 |     0.674341
  1600 |     3 |      689.229394 |        0.018428 |        0.018540 |     0.607470
  1700 |     3 |      763.008732 |        0.018760 |        0.018912 |     0.810191
  1800 |     3 |      729.008025 |        0.022068 |        0.022228 |     0.725041
  1900 |     3 |      763.417045 |        0.023412 |        0.023636 |     0.957101
  2000 |     3 |      856.845253 |        0.023112 |        0.023336 |     0.968714
  2100 |     3 |      905.885022 |        0.023912 |        0.024388 |     1.990232
  2200 |     3 |     1006.744515 |        0.023736 |        0.024016 |     1.178659
  2300 |     3 |     1055.629624 |        0.024776 |        0.025008 |     0.936736
  2400 |     3 |     1166.482961 |        0.024392 |        0.024672 |     1.148504
  2500 |     3 |     1153.637942 |        0.026696 |        0.026980 |     1.063332
  2600 |     3 |     1203.737184 |        0.027660 |        0.028004 |     1.244461
  2700 |     3 |     1167.686770 |        0.030944 |        0.031156 |     0.685010
  2800 |     3 |     1255.011191 |        0.030948 |        0.031232 |     0.917238
  2900 |     3 |     1290.163020 |        0.032276 |        0.032564 |     0.892192
  3000 |     3 |     1352.750112 |        0.032876 |        0.033300 |     1.289504
   500 |     4 |      150.589173 |        0.011484 |        0.011632 |     1.289454
   600 |     4 |      216.700365 |        0.011536 |        0.011616 |     0.694299
   700 |     4 |      269.816682 |        0.012556 |        0.012724 |     1.338080
   800 |     4 |      356.271496 |        0.012472 |        0.012572 |     0.801995
   900 |     4 |      411.274094 |        0.013564 |        0.013792 |     1.679438
  1000 |     4 |      506.535462 |        0.013636 |        0.013808 |     1.260791
  1100 |     4 |      607.761220 |        0.013780 |        0.013912 |     0.958354
  1200 |     4 |      690.133051 |        0.014360 |        0.014596 |     1.643427
  1300 |     4 |      697.060803 |        0.016840 |        0.016960 |     0.713425
  1400 |     4 |      820.633452 |        0.016584 |        0.016688 |     0.626720
  1500 |     4 |      886.277314 |        0.017624 |        0.017776 |     0.862415
  1600 |     4 |      971.458848 |        0.018332 |        0.018392 |     0.327169
  1700 |     4 |     1069.876536 |        0.018796 |        0.018904 |     0.575761
  1800 |     4 |     1009.026240 |        0.022224 |        0.022524 |     1.351057
  1900 |     4 |     1064.067781 |        0.023532 |        0.023740 |     0.884150
  2000 |     4 |     1189.880979 |        0.023172 |        0.023528 |     1.536124
  2100 |     4 |     1276.099608 |        0.023928 |        0.024188 |     1.087481
  2200 |     4 |     1409.990309 |        0.023708 |        0.024004 |     1.247623
  2300 |     4 |     1475.783726 |        0.024716 |        0.024968 |     1.019647
  2400 |     4 |     1624.652953 |        0.024528 |        0.024744 |     0.880897
  2500 |     4 |     1616.833713 |        0.026508 |        0.027044 |     2.021586
  2600 |     4 |     1684.597744 |        0.027684 |        0.028064 |     1.373236
  2700 |     4 |     1633.087853 |        0.030916 |        0.031188 |     0.880232
  2800 |     4 |     1751.874384 |        0.031036 |        0.031268 |     0.747191
  2900 |     4 |     1799.561096 |        0.032456 |        0.032700 |     0.751228
  3000 |     4 |     1895.385094 |        0.032896 |        0.033248 |     1.070161
   500 |     5 |      192.579643 |        0.011540 |        0.011676 |     1.179908
   600 |     5 |      275.757321 |        0.011628 |        0.011708 |     0.688805
   700 |     5 |      348.555848 |        0.012500 |        0.012644 |     1.153365
   800 |     5 |      454.070858 |        0.012516 |        0.012680 |     1.311109
   900 |     5 |      521.758311 |        0.013904 |        0.013956 |     0.373759
  1000 |     5 |      655.536082 |        0.013640 |        0.013716 |     0.557156
  1100 |     5 |      772.185120 |        0.013944 |        0.014096 |     1.088670
  1200 |     5 |      895.120767 |        0.014328 |        0.014448 |     0.837201
  1300 |     5 |      904.292705 |        0.016696 |        0.016812 |     0.695033
  1400 |     5 |     1043.289341 |        0.016764 |        0.016868 |     0.621104
  1500 |     5 |     1134.021411 |        0.017732 |        0.017844 |     0.631316
  1600 |     5 |     1252.890850 |        0.018264 |        0.018352 |     0.482387
  1700 |     5 |     1382.329937 |        0.018676 |        0.018816 |     0.750005
  1800 |     5 |     1287.269764 |        0.022408 |        0.022716 |     1.374042
  1900 |     5 |     1376.564665 |        0.023444 |        0.023592 |     0.630840
  2000 |     5 |     1522.919954 |        0.023368 |        0.023592 |     0.958902
  2100 |     5 |     1641.294830 |        0.023956 |        0.024176 |     0.918259
  2200 |     5 |     1822.833282 |        0.023564 |        0.023868 |     1.290828
  2300 |     5 |     1901.604956 |        0.024672 |        0.024952 |     1.134708
  2400 |     5 |     2075.421356 |        0.024596 |        0.024920 |     1.316935
  2500 |     5 |     2061.669593 |        0.026796 |        0.027224 |     1.596691
  2600 |     5 |     2165.179225 |        0.027624 |        0.028068 |     1.607498
  2700 |     5 |     2091.660005 |        0.030944 |        0.031384 |     1.421787
  2800 |     5 |     2238.824900 |        0.031308 |        0.031452 |     0.460487
  2900 |     5 |     2296.195645 |        0.032636 |        0.032896 |     0.796745
  3000 |     5 |     2433.500553 |        0.032876 |        0.033316 |     1.338236
   500 |     6 |      234.950642 |        0.011484 |        0.011708 |     1.951212
   600 |     6 |      339.412956 |        0.011596 |        0.011652 |     0.481881
   700 |     6 |      424.158373 |        0.012596 |        0.012708 |     0.887246
   800 |     6 |      554.507865 |        0.012616 |        0.012696 |     0.634864
   900 |     6 |      635.700275 |        0.013892 |        0.014008 |     0.835322
  1000 |     6 |      793.875465 |        0.013760 |        0.013836 |     0.552292
  1100 |     6 |      940.366229 |        0.013976 |        0.014144 |     1.202138
  1200 |     6 |     1075.014584 |        0.014496 |        0.014760 |     1.820752
  1300 |     6 |     1100.017071 |        0.016732 |        0.016880 |     0.885015
  1400 |     6 |     1281.807652 |        0.016644 |        0.016812 |     1.009434
  1500 |     6 |     1372.144947 |        0.017856 |        0.017980 |     0.693691
  1600 |     6 |     1567.672206 |        0.017824 |        0.017940 |     0.651054
  1700 |     6 |     1595.442374 |        0.019776 |        0.019908 |     0.666842
  1800 |     6 |     1785.999661 |        0.019832 |        0.019920 |     0.444248
  1900 |     6 |     1816.664366 |        0.021612 |        0.021892 |     1.295366
  2000 |     6 |     1965.885833 |        0.022256 |        0.022372 |     0.521400
  2100 |     6 |     2005.960825 |        0.024012 |        0.024152 |     0.582559
  2200 |     6 |     2141.001011 |        0.024612 |        0.024888 |     1.121580
  2300 |     6 |     2214.882962 |        0.026076 |        0.026244 |     0.643594
  2400 |     6 |     2329.259366 |        0.027020 |        0.027168 |     0.548038
  2500 |     6 |     2352.026208 |        0.029104 |        0.029236 |     0.453757
  2600 |     6 |     2455.886457 |        0.029924 |        0.030216 |     0.975388
  2700 |     6 |     2443.893070 |        0.032696 |        0.032808 |     0.342380
  2800 |     6 |     2622.373267 |        0.032752 |        0.032852 |     0.305398
  2900 |     6 |     2608.532358 |        0.035308 |        0.035436 |     0.363477
  3000 |     6 |     2704.936217 |        0.036424 |        0.036584 |     0.439274
   500 |     7 |      278.753413 |        0.011496 |        0.011652 |     1.356146
   600 |     7 |      398.473190 |        0.011632 |        0.011712 |     0.686961
   700 |     7 |      500.603028 |        0.012548 |        0.012712 |     1.307781
   800 |     7 |      657.971256 |        0.012496 |        0.012644 |     1.185028
   900 |     7 |      754.531800 |        0.013880 |        0.013944 |     0.460291
  1000 |     7 |      942.464873 |        0.013716 |        0.013792 |     0.554069
  1100 |     7 |     1118.733240 |        0.013924 |        0.014064 |     1.005966
  1200 |     7 |     1279.380280 |        0.014468 |        0.014588 |     0.830394
  1300 |     7 |     1297.248642 |        0.016812 |        0.016908 |     0.570580
  1400 |     7 |     1512.235780 |        0.016704 |        0.016828 |     0.742649
  1500 |     7 |     1648.964274 |        0.017576 |        0.017724 |     0.842518
  1600 |     7 |     1849.715218 |        0.017872 |        0.017980 |     0.604488
  1700 |     7 |     1871.123812 |        0.019936 |        0.020048 |     0.561520
  1800 |     7 |     2116.042082 |        0.019824 |        0.019900 |     0.383354
  1900 |     7 |     2127.989880 |        0.021896 |        0.022020 |     0.565697
  2000 |     7 |     2297.802123 |        0.022452 |        0.022628 |     0.783149
  2100 |     7 |     2370.745457 |        0.024060 |        0.024156 |     0.399470
  2200 |     7 |     2515.695583 |        0.024900 |        0.024960 |     0.240872
  2300 |     7 |     2609.594446 |        0.026168 |        0.026340 |     0.656991
  2400 |     7 |     2761.082949 |        0.026952 |        0.027124 |     0.638576
  2500 |     7 |     2764.429847 |        0.029288 |        0.029384 |     0.328163
  2600 |     7 |     3040.626630 |        0.028228 |        0.028876 |     2.295642
  2700 |     7 |     2886.872926 |        0.032704 |        0.032816 |     0.341727
  2800 |     7 |     3094.117540 |        0.032792 |        0.032920 |     0.390796
  2900 |     7 |     3085.211353 |        0.035272 |        0.035420 |     0.419824
  3000 |     7 |     3191.847975 |        0.036452 |        0.036628 |     0.483393
   500 |     8 |      325.689189 |        0.011440 |        0.011520 |     0.698492
   600 |     8 |      465.467664 |        0.011428 |        0.011596 |     1.470157
   700 |     8 |      584.014389 |        0.012460 |        0.012592 |     1.058375
   800 |     8 |      766.693251 |        0.012332 |        0.012512 |     1.459060
   900 |     8 |      882.541249 |        0.013672 |        0.013748 |     0.555851
  1000 |     8 |     1099.846149 |        0.013480 |        0.013612 |     0.978292
  1100 |     8 |     1311.666602 |        0.013696 |        0.013816 |     0.875833
  1200 |     8 |     1483.420914 |        0.014460 |        0.014552 |     0.636336
  1300 |     8 |     1527.015989 |        0.016420 |        0.016568 |     0.901831
  1400 |     8 |     1767.802978 |        0.016444 |        0.016604 |     0.973007
  1500 |     8 |     1931.834211 |        0.017252 |        0.017444 |     1.113138
  1600 |     8 |     2161.299628 |        0.017600 |        0.017772 |     0.976833
  1700 |     8 |     2191.239663 |        0.019560 |        0.019768 |     1.063688
  1800 |     8 |     2455.109557 |        0.019652 |        0.019796 |     0.732660
  1900 |     8 |     2555.599479 |        0.020972 |        0.021188 |     1.030269
  2000 |     8 |     2745.570338 |        0.021684 |        0.021848 |     0.756775
  2100 |     8 |     2808.569911 |        0.023340 |        0.023540 |     0.857907
  2200 |     8 |     2971.299738 |        0.024224 |        0.024420 |     0.808907
  2300 |     8 |     3117.734431 |        0.025244 |        0.025428 |     0.729001
  2400 |     8 |     3268.540533 |        0.026228 |        0.026396 |     0.640575
  2500 |     8 |     3282.935371 |        0.028416 |        0.028528 |     0.394607
  2600 |     8 |     3608.620284 |        0.027592 |        0.028004 |     1.493928
  2700 |     8 |     3445.518883 |        0.031580 |        0.031712 |     0.417591
  2800 |     8 |     3696.939815 |        0.031664 |        0.031804 |     0.442366
  2900 |     8 |     3693.638335 |        0.034004 |        0.034124 |     0.352217
  3000 |     8 |     3794.095280 |        0.035400 |        0.035548 |     0.418307
   500 |     9 |      344.834814 |        0.012200 |        0.012288 |     0.722159
   600 |     9 |      496.711351 |        0.012172 |        0.012292 |     0.985493
   700 |     9 |      617.834837 |        0.013368 |        0.013480 |     0.837409
   800 |     9 |      801.581260 |        0.013488 |        0.013572 |     0.622816
   900 |     9 |      923.160294 |        0.014816 |        0.014904 |     0.593390
  1000 |     9 |     1128.503702 |        0.014956 |        0.015052 |     0.642638
  1100 |     9 |     1395.094907 |        0.014656 |        0.014720 |     0.437192
  1200 |     9 |     1513.059329 |        0.016084 |        0.016152 |     0.423856
  1300 |     9 |     1611.188176 |        0.017688 |        0.017836 |     0.837186
  1400 |     9 |     1848.550910 |        0.017900 |        0.017988 |     0.491155
  1500 |     9 |     1956.188550 |        0.019388 |        0.019552 |     0.845430
  1600 |     9 |     2140.356837 |        0.020212 |        0.020340 |     0.634031
  1700 |     9 |     2248.741916 |        0.021744 |        0.021828 |     0.386339
  1800 |     9 |     2425.601596 |        0.022588 |        0.022704 |     0.513738
  1900 |     9 |     2553.123735 |        0.023860 |        0.024040 |     0.754110
  2000 |     9 |     2645.937700 |        0.025576 |        0.025656 |     0.313160
  2100 |     9 |     2777.175635 |        0.026828 |        0.026972 |     0.537384
  2200 |     9 |     2850.119267 |        0.028632 |        0.028848 |     0.753983
  2300 |     9 |     3083.971738 |        0.028964 |        0.029108 |     0.496463
  2400 |     9 |     3402.130347 |        0.028652 |        0.028760 |     0.377704
  2500 |     9 |     3448.276557 |        0.030652 |        0.030784 |     0.430843
  2600 |     9 |     3708.810243 |        0.030864 |        0.030960 |     0.310803
  2700 |     9 |     3693.458376 |        0.033296 |        0.033560 |     0.792696
  2800 |     9 |     3948.485696 |        0.033600 |        0.033744 |     0.428518
  2900 |     9 |     3723.780909 |        0.038112 |        0.038384 |     0.714034
  3000 |     9 |     3947.012601 |        0.038532 |        0.038740 |     0.539477
   500 |    10 |      393.943864 |        0.011988 |        0.012048 |     0.500311
   600 |    10 |      548.948339 |        0.012312 |        0.012416 |     0.844176
   700 |    10 |      700.876472 |        0.013200 |        0.013280 |     0.606770
   800 |    10 |      896.379013 |        0.013368 |        0.013544 |     1.319530
   900 |    10 |     1034.470666 |        0.014696 |        0.014864 |     1.144516
  1000 |    10 |     1261.973408 |        0.014968 |        0.015052 |     0.561231
  1100 |    10 |     1559.881489 |        0.014624 |        0.014724 |     0.683972
  1200 |    10 |     1693.308502 |        0.015980 |        0.016144 |     1.026902
  1300 |    10 |     1791.610962 |        0.017696 |        0.017896 |     1.130467
  1400 |    10 |     2061.405496 |        0.017984 |        0.018052 |     0.376999
  1500 |    10 |     2193.343817 |        0.019312 |        0.019488 |     0.911458
  1600 |    10 |     2370.902779 |        0.020404 |        0.020480 |     0.372456
  1700 |    10 |     2503.399926 |        0.021704 |        0.021912 |     0.958617
  1800 |    10 |     2690.724405 |        0.022776 |        0.022864 |     0.386823
  1900 |    10 |     2842.090820 |        0.023948 |        0.024116 |     0.701563
  2000 |    10 |     2981.462910 |        0.025348 |        0.025496 |     0.583455
  2100 |    10 |     3105.180350 |        0.026848 |        0.026968 |     0.446791
  2200 |    10 |     3167.424852 |        0.028844 |        0.029004 |     0.554712
  2300 |    10 |     3446.402406 |        0.028908 |        0.029104 |     0.679132
  2400 |    10 |     3779.361032 |        0.028788 |        0.028960 |     0.596551
  2500 |    10 |     3849.782174 |        0.030668 |        0.030856 |     0.613430
  2600 |    10 |     4128.523586 |        0.030756 |        0.031136 |     1.236071
  2700 |    10 |     3693.316065 |        0.037392 |        0.037476 |     0.224661
  2800 |    10 |     3900.288710 |        0.038008 |        0.038184 |     0.463113
  2900 |    10 |     4149.195822 |        0.038264 |        0.038456 |     0.501879
  3000 |    10 |     4019.049218 |        0.042396 |        0.042492 |     0.227142
   500 |    11 |      431.860925 |        0.012004 |        0.012160 |     1.300313
   600 |    11 |      616.450791 |        0.012172 |        0.012252 |     0.658016
   700 |    11 |      765.958828 |        0.013320 |        0.013440 |     0.900561
   800 |    11 |      995.063876 |        0.013368 |        0.013492 |     0.927977
   900 |    11 |     1133.418725 |        0.014904 |        0.014988 |     0.563637
  1000 |    11 |     1401.087018 |        0.014828 |        0.014964 |     0.917005
  1100 |    11 |     1693.140104 |        0.014888 |        0.014996 |     0.725644
  1200 |    11 |     1871.651784 |        0.016000 |        0.016144 |     0.898719
  1300 |    11 |     1960.020062 |        0.018000 |        0.018084 |     0.466695
  1400 |    11 |     2284.926736 |        0.017916 |        0.018008 |     0.512549
  1500 |    11 |     2386.302647 |        0.019688 |        0.019756 |     0.345320
  1600 |    11 |     2667.094368 |        0.019972 |        0.020116 |     0.720921
  1700 |    11 |     2743.132219 |        0.021952 |        0.022092 |     0.638078
  1800 |    11 |     3016.623076 |        0.022416 |        0.022540 |     0.553409
  1900 |    11 |     3144.089379 |        0.023832 |        0.024092 |     1.091077
  2000 |    11 |     3309.320270 |        0.025260 |        0.025364 |     0.412202
  2100 |    11 |     3393.737181 |        0.027112 |        0.027276 |     0.604574
  2200 |    11 |     3512.934806 |        0.028684 |        0.028820 |     0.474038
  2300 |    11 |     3792.884184 |        0.029192 |        0.029288 |     0.329243
  2400 |    11 |     4187.142487 |        0.028752 |        0.028900 |     0.514379
  2500 |    11 |     3929.225649 |        0.033328 |        0.033396 |     0.203993
  2600 |    11 |     4572.925369 |        0.030784 |        0.031036 |     0.818050
  2700 |    11 |     4056.209565 |        0.037592 |        0.037740 |     0.393418
  2800 |    11 |     4311.107900 |        0.038056 |        0.038164 |     0.283390
  2900 |    11 |     4571.656791 |        0.038352 |        0.038652 |     0.782904
  3000 |    11 |     4422.464608 |        0.042576 |        0.042716 |     0.328991
   500 |    12 |      469.101892 |        0.012156 |        0.012264 |     0.888725
   600 |    12 |      674.678127 |        0.012212 |        0.012268 |     0.457575
   700 |    12 |      833.431857 |        0.013416 |        0.013512 |     0.716408
   800 |    12 |     1095.717184 |        0.013344 |        0.013428 |     0.629537
   900 |    12 |     1235.944079 |        0.014956 |        0.015064 |     0.721091
  1000 |    12 |     1534.188739 |        0.014896 |        0.014960 |     0.430151
  1100 |    12 |     1866.155272 |        0.014800 |        0.014908 |     0.731222
  1200 |    12 |     2043.281847 |        0.016048 |        0.016228 |     1.122370
  1300 |    12 |     2140.715571 |        0.018064 |        0.018148 |     0.465044
  1400 |    12 |     2516.878094 |        0.017776 |        0.017892 |     0.652807
  1500 |    12 |     2661.141692 |        0.019268 |        0.019424 |     0.810100
  1600 |    12 |     2904.016009 |        0.020076 |        0.020268 |     0.956560
  1700 |    12 |     2995.251945 |        0.021996 |        0.022208 |     0.963672
  1800 |    12 |     3255.374122 |        0.022736 |        0.022876 |     0.616075
  1900 |    12 |     3418.143512 |        0.024136 |        0.024292 |     0.645161
  2000 |    12 |     3597.127759 |        0.025416 |        0.025556 |     0.551114
  2100 |    12 |     3719.920539 |        0.027084 |        0.027248 |     0.605198
  2200 |    12 |     3844.780189 |        0.028768 |        0.028928 |     0.556178
  2300 |    12 |     4158.510303 |        0.029152 |        0.029228 |     0.261328
  2400 |    12 |     4587.788775 |        0.028696 |        0.028852 |     0.543291
  2500 |    12 |     4278.725546 |        0.033464 |        0.033564 |     0.298343
  2600 |    12 |     5021.094488 |        0.030840 |        0.030952 |     0.362986
  2700 |    12 |     4439.994963 |        0.037664 |        0.037752 |     0.233423
  2800 |    12 |     4713.096000 |        0.038140 |        0.038232 |     0.240766
  2900 |    12 |     5006.500422 |        0.038440 |        0.038604 |     0.425926
  3000 |    12 |     4823.475047 |        0.042736 |        0.042888 |     0.355216
   500 |    13 |      503.754535 |        0.012308 |        0.012384 |     0.617452
   600 |    13 |      727.818314 |        0.012268 |        0.012352 |     0.683226
   700 |    13 |      912.676735 |        0.013324 |        0.013428 |     0.780060
   800 |    13 |     1185.008667 |        0.013380 |        0.013496 |     0.867289
   900 |    13 |     1349.172405 |        0.014916 |        0.015004 |     0.590659
  1000 |    13 |     1670.485544 |        0.014804 |        0.014944 |     0.946174
  1100 |    13 |     2028.316303 |        0.014784 |        0.014916 |     0.893273
  1200 |    13 |     2218.986426 |        0.016020 |        0.016236 |     1.348727
  1300 |    13 |     2324.829376 |        0.017936 |        0.018156 |     1.227504
  1400 |    13 |     2704.201541 |        0.017888 |        0.018040 |     0.850731
  1500 |    13 |     2874.878961 |        0.019496 |        0.019560 |     0.328658
  1600 |    13 |     3166.955341 |        0.020064 |        0.020196 |     0.657272
  1700 |    13 |     3217.180368 |        0.022212 |        0.022516 |     1.369403
  1800 |    13 |     3564.722018 |        0.022596 |        0.022716 |     0.530863
  1900 |    13 |     3742.055652 |        0.023892 |        0.024132 |     1.004132
  2000 |    13 |     3904.445269 |        0.025464 |        0.025616 |     0.597624
  2100 |    13 |     4043.551675 |        0.027120 |        0.027228 |     0.397665
  2200 |    13 |     4189.655582 |        0.028748 |        0.028864 |     0.403654
  2300 |    13 |     4492.292586 |        0.029288 |        0.029420 |     0.450906
  2400 |    13 |     4986.714232 |        0.028696 |        0.028844 |     0.516033
  2500 |    13 |     4661.188995 |        0.033400 |        0.033496 |     0.287204
  2600 |    13 |     5440.834169 |        0.030848 |        0.031044 |     0.635208
  2700 |    13 |     4820.521292 |        0.037660 |        0.037796 |     0.361054
  2800 |    13 |     5097.453023 |        0.038344 |        0.038444 |     0.261346
  2900 |    13 |     5443.452763 |        0.038300 |        0.038572 |     0.710041
  3000 |    13 |     5249.472942 |        0.042684 |        0.042832 |     0.346922
   500 |    14 |      551.211295 |        0.012184 |        0.012240 |     0.460160
   600 |    14 |      791.766922 |        0.012188 |        0.012284 |     0.787053
   700 |    14 |      981.289694 |        0.013352 |        0.013484 |     0.989077
   800 |    14 |     1282.838522 |        0.013332 |        0.013444 |     0.839667
   900 |    14 |     1456.485753 |        0.014876 |        0.014996 |     0.806361
  1000 |    14 |     1805.671679 |        0.014864 |        0.014948 |     0.566416
  1100 |    14 |     2172.097311 |        0.014924 |        0.015036 |     0.750097
  1200 |    14 |     2421.024484 |        0.015908 |        0.016044 |     0.855922
  1300 |    14 |     2493.681207 |        0.018144 |        0.018304 |     0.882866
  1400 |    14 |     2944.875050 |        0.017776 |        0.017888 |     0.629748
  1500 |    14 |     3115.128246 |        0.019376 |        0.019492 |     0.598900
  1600 |    14 |     3333.726979 |        0.020584 |        0.020704 |     0.583663
  1700 |    14 |     3679.202298 |        0.021016 |        0.021224 |     0.989994
  1800 |    14 |     3832.214989 |        0.022700 |        0.022812 |     0.493148
  1900 |    14 |     4010.200485 |        0.024132 |        0.024284 |     0.630606
  2000 |    14 |     4197.451218 |        0.025624 |        0.025724 |     0.390352
  2100 |    14 |     4357.360940 |        0.027132 |        0.027248 |     0.427697
  2200 |    14 |     4501.841585 |        0.028904 |        0.029016 |     0.387944
  2300 |    14 |     4862.168179 |        0.029268 |        0.029380 |     0.381845
  2400 |    14 |     4921.982399 |        0.031476 |        0.031556 |     0.253867
  2500 |    14 |     4999.936184 |        0.033440 |        0.033612 |     0.514680
  2600 |    14 |     5876.197847 |        0.030852 |        0.031032 |     0.583814
  2700 |    14 |     5190.859380 |        0.037760 |        0.037912 |     0.402522
  2800 |    14 |     5515.892359 |        0.038232 |        0.038348 |     0.304011
  2900 |    14 |     5860.403218 |        0.038568 |        0.038712 |     0.373805
  3000 |    14 |     5676.944601 |        0.042632 |        0.042800 |     0.394095
   500 |    15 |      593.006849 |        0.012096 |        0.012208 |     0.925470
   600 |    15 |      837.248762 |        0.012396 |        0.012476 |     0.646131
   700 |    15 |     1052.705096 |        0.013408 |        0.013496 |     0.657100
   800 |    15 |     1379.878343 |        0.013368 |        0.013444 |     0.568491
   900 |    15 |     1558.836941 |        0.014964 |        0.015068 |     0.695819
  1000 |    15 |     1917.279655 |        0.015028 |        0.015112 |     0.558992
  1100 |    15 |     2319.756509 |        0.015048 |        0.015096 |     0.318113
  1200 |    15 |     2574.869066 |        0.015980 |        0.016220 |     1.502471
  1300 |    15 |     2682.674392 |        0.018128 |        0.018252 |     0.684312
  1400 |    15 |     3153.626207 |        0.017920 |        0.018016 |     0.536344
  1500 |    15 |     3302.257752 |        0.019624 |        0.019748 |     0.632142
  1600 |    15 |     3553.452905 |        0.020688 |        0.020908 |     1.063313
  1700 |    15 |     3908.548027 |        0.021224 |        0.021440 |     1.017148
  1800 |    15 |     4144.294489 |        0.022532 |        0.022660 |     0.567919
  1900 |    15 |     4323.768201 |        0.023976 |        0.024124 |     0.617620
  2000 |    15 |     4491.405172 |        0.025636 |        0.025804 |     0.654640
  2100 |    15 |     4674.270308 |        0.027236 |        0.027336 |     0.367250
