   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
  1600 |     2 |        3.604191 |        1.990604 |        2.131987 |     7.102477
  1700 |     2 |        3.588184 |        2.318287 |        2.392912 |     3.218972
  1800 |     2 |        3.599941 |        2.553701 |        2.679992 |     4.945383
  1900 |     2 |        3.714616 |        2.772808 |        2.910686 |     4.972485
  2000 |     2 |        3.996394 |        2.946115 |        2.998900 |     1.791712
  2100 |     2 |        3.863101 |        3.063393 |        3.481913 |    13.661976
  2200 |     2 |        3.750086 |        3.554296 |        3.972697 |    11.771690
  2300 |     2 |        3.961970 |        3.954005 |        3.992605 |     0.976224
  2400 |     2 |        3.850803 |        4.431796 |        4.490399 |     1.322337
  2500 |     2 |        3.857833 |        4.578710 |        4.923081 |     7.521154
  2600 |     2 |        4.056071 |        4.953599 |        4.986405 |     0.662274
  2700 |     2 |        4.096778 |        5.038404 |        5.346203 |     6.109045
  2800 |     2 |        4.089843 |        5.495310 |        5.715394 |     4.004946
  2900 |     2 |        4.237426 |        5.638885 |        5.942702 |     5.387887
  3000 |     2 |        4.332171 |        5.992699 |        6.214595 |     3.702775
   500 |     3 |        2.858988 |        0.435019 |        0.436401 |     0.317878
   600 |     3 |        3.488772 |        0.496507 |        0.501299 |     0.965186
   700 |     3 |        2.453314 |        0.964499 |        0.999904 |     3.670836
   800 |     3 |        3.204822 |        0.972295 |        0.999999 |     2.849366
   900 |     3 |        4.059427 |        0.936604 |        0.999904 |     6.758477
  1000 |     3 |        4.830430 |        1.010609 |        1.023102 |     1.236199
  1100 |     3 |        4.771344 |        1.239491 |        1.253510 |     1.131030
  1200 |     3 |        5.379559 |        1.316404 |        1.331019 |     1.110226
  1300 |     3 |        5.569534 |        1.494098 |        1.519489 |     1.699459
  1400 |     3 |        5.418935 |        1.774478 |        1.798701 |     1.365096
  1500 |     3 |        5.586150 |        1.990891 |        2.000904 |     0.502970
  1600 |     3 |        5.640507 |        2.220488 |        2.257204 |     1.653531
  1700 |     3 |        6.025376 |        2.341795 |        2.375698 |     1.447741
  1800 |     3 |        6.550209 |        2.326989 |        2.479410 |     6.550138
  1900 |     3 |        5.967360 |        2.949905 |        3.002620 |     1.786984
  2000 |     3 |        6.454751 |        2.987909 |        3.089690 |     3.406425
  2100 |     3 |        6.661996 |        3.067088 |        3.279305 |     6.919148
  2200 |     3 |        6.328477 |        3.585505 |        3.793621 |     5.804358
  2300 |     3 |        6.595196 |        3.936505 |        4.001212 |     1.643763
  2400 |     3 |        6.388967 |        4.440188 |        4.497194 |     1.283862
  2500 |     3 |        6.356632 |        4.505205 |        4.929209 |     9.411416
  2600 |     3 |        6.706205 |        4.955196 |        5.044913 |     1.810562
  2700 |     3 |        7.131483 |        4.965591 |        5.090308 |     2.511619
  2800 |     3 |        6.707910 |        5.653501 |        5.812407 |     2.810754
  2900 |     3 |        7.102364 |        5.654716 |        5.932212 |     4.907326
  3000 |     3 |        7.017546 |        6.247783 |        6.400681 |     2.447233
   500 |     4 |        3.935950 |        0.442004 |        0.443602 |     0.361400
   600 |     4 |        4.465318 |        0.549293 |        0.553393 |     0.746560
   700 |     4 |        3.433486 |        0.962615 |        0.999999 |     3.883591
   800 |     4 |        4.485410 |        0.949192 |        0.999999 |     5.352657
   900 |     4 |        5.683523 |        0.938988 |        0.999999 |     6.497562
  1000 |     4 |        6.477032 |        1.018786 |        1.083398 |     6.342000
  1100 |     4 |        6.768875 |        1.239610 |        1.251411 |     0.952051
  1200 |     4 |        7.512314 |        1.330400 |        1.334310 |     0.293902
  1300 |     4 |        7.803563 |        1.492310 |        1.504493 |     0.816398
  1400 |     4 |        7.562289 |        1.741290 |        1.806116 |     3.722872
  1500 |     4 |        7.828551 |        1.992893 |        2.006817 |     0.698665
  1600 |     4 |        8.031535 |        2.153182 |        2.210689 |     2.670771
  1700 |     4 |        8.729383 |        2.260494 |        2.311397 |     2.251825
  1800 |     4 |        8.672155 |        2.425098 |        2.610898 |     7.661528
  1900 |     4 |        8.362399 |        2.974987 |        3.004599 |     0.995352
  2000 |     4 |        8.922731 |        3.105307 |        3.121805 |     0.531302
  2100 |     4 |        8.697426 |        3.409815 |        3.519392 |     3.213582
  2200 |     4 |        8.556345 |        3.557014 |        3.978491 |    11.849161
  2300 |     4 |        9.238398 |        3.986502 |        4.005790 |     0.483834
  2400 |     4 |        9.411540 |        4.170203 |        4.257488 |     2.093065
  2500 |     4 |        8.954074 |        4.501510 |        4.924083 |     9.387363
  2600 |     4 |        9.372564 |        4.960585 |        4.996800 |     0.730071
  2700 |     4 |        9.758592 |        4.991698 |        5.257893 |     5.332741
  2800 |     4 |        9.676618 |        5.500698 |        5.632520 |     2.396453
  2900 |     4 |        9.775224 |        5.871201 |        6.009412 |     2.354054
  3000 |     4 |        9.736858 |        6.286502 |        6.485295 |     3.162226
   500 |     5 |        5.205274 |        0.429487 |        0.431800 |     0.538470
   600 |     5 |        6.210351 |        0.496006 |        0.501609 |     1.129591
   700 |     5 |        4.414935 |        0.964189 |        0.999808 |     3.694271
   800 |     5 |        5.769799 |        0.951099 |        0.999904 |     5.131355
   900 |     5 |        7.307404 |        0.938702 |        0.999904 |     6.519862
  1000 |     5 |        8.025304 |        1.090097 |        1.099801 |     0.890162
  1100 |     5 |        8.520312 |        1.242805 |        1.256204 |     1.078136
  1200 |     5 |        8.868944 |        1.407003 |        1.443195 |     2.572271
  1300 |     5 |       10.104991 |        1.480889 |        1.500297 |     1.310515
  1400 |     5 |        9.665987 |        1.795793 |        1.801682 |     0.327930
  1500 |     5 |       10.095347 |        1.993203 |        2.002692 |     0.476071
  1600 |     5 |       10.045018 |        2.186394 |        2.289605 |     4.720623
  1700 |     5 |       10.823876 |        2.356505 |        2.391410 |     1.481197
  1800 |     5 |       11.888054 |        2.430201 |        2.446413 |     0.667125
  1900 |     5 |       11.513768 |        2.502203 |        2.830911 |    13.136732
  2000 |     5 |       11.614178 |        2.986097 |        3.078318 |     3.088322
  2100 |     5 |       10.931745 |        3.474998 |        3.602791 |     3.677480
  2200 |     5 |       11.142383 |        3.582096 |        3.987408 |    11.314928
  2300 |     5 |       11.884100 |        3.979015 |        4.008007 |     0.728615
  2400 |     5 |       12.412807 |        3.935385 |        4.220104 |     7.234857
  2500 |     5 |       11.809851 |        4.516101 |        4.883885 |     8.143850
  2600 |     5 |       12.180534 |        4.929805 |        4.986501 |     1.150065
  2700 |     5 |       12.603316 |        5.000091 |        5.226898 |     4.536070
  2800 |     5 |       11.906420 |        5.608797 |        5.983090 |     6.673326
  2900 |     5 |       12.699327 |        5.889797 |        5.955005 |     1.107126
  3000 |     5 |       12.472566 |        6.074119 |        6.471395 |     6.540486
   500 |     6 |        6.252360 |        0.437498 |        0.438809 |     0.299728
   600 |     6 |        7.363356 |        0.497890 |        0.544095 |     9.280276
   700 |     6 |        5.395895 |        0.960398 |        1.000094 |     4.133360
   800 |     6 |        7.057202 |        0.943899 |        1.000094 |     5.953524
   900 |     6 |        8.931350 |        0.931787 |        1.000094 |     7.330740
  1000 |     6 |       10.574480 |        1.015592 |        1.027679 |     1.190225
  1100 |     6 |       10.973967 |        1.195502 |        1.201701 |     0.518517
  1200 |     6 |       10.526114 |        1.354504 |        1.499987 |    10.740688
  1300 |     6 |       11.508143 |        1.593804 |        1.608896 |     0.946910
  1400 |     6 |       11.943425 |        1.786685 |        1.801205 |     0.812661
  1500 |     6 |       12.390002 |        1.925397 |        1.999998 |     3.874587
  1600 |     6 |       12.239223 |        2.258801 |        2.301407 |     1.886195
  1700 |     6 |       13.722132 |        2.270103 |        2.302599 |     1.431497
  1800 |     6 |       13.381155 |        2.480793 |        2.665591 |     7.449160
  1900 |     6 |       14.283733 |        2.733994 |        2.772617 |     1.412725
  2000 |     6 |       14.034037 |        3.017402 |        3.130412 |     3.745289
  2100 |     6 |       13.818167 |        3.449297 |        3.481197 |     0.924838
  2200 |     6 |       14.395308 |        3.535700 |        3.650713 |     3.252910
  2300 |     6 |       14.594616 |        3.942084 |        3.977108 |     0.888456
  2400 |     6 |       13.952122 |        4.478908 |        4.533005 |     1.207821
  2500 |     6 |       15.080276 |        4.385686 |        4.533911 |     3.379741
  2600 |     6 |       14.700120 |        4.881907 |        5.035782 |     3.151952
  2700 |     6 |       15.715455 |        4.994416 |        5.097485 |     2.063672
  2800 |     6 |       14.625565 |        5.594707 |        5.969501 |     6.699082
  2900 |     6 |       15.378467 |        5.963087 |        5.996919 |     0.567350
  3000 |     6 |       15.764621 |        6.026006 |        6.288218 |     4.351353
   500 |     7 |        7.396733 |        0.436783 |        0.438714 |     0.442140
   600 |     7 |        8.925849 |        0.502491 |        0.509906 |     1.475612
   700 |     7 |        6.381229 |        0.960708 |        0.999999 |     4.089838
   800 |     7 |        8.333203 |        0.946999 |        0.999999 |     5.596677
   900 |     7 |       10.549852 |        0.931716 |        0.999999 |     7.328744
  1000 |     7 |       12.355810 |        1.027608 |        1.062489 |     3.394353
  1100 |     7 |       12.422998 |        1.210594 |        1.256299 |     3.775406
  1200 |     7 |       12.761418 |        1.408696 |        1.459503 |     3.606668
  1300 |     7 |       13.650852 |        1.519012 |        1.601911 |     5.457371
  1400 |     7 |       14.528688 |        1.696992 |        1.750183 |     3.134439
  1500 |     7 |       14.625393 |        1.989603 |        2.000093 |     0.527262
  1600 |     7 |       15.204301 |        2.159405 |        2.173114 |     0.634854
  1700 |     7 |       15.691702 |        2.366185 |        2.381301 |     0.638823
  1800 |     7 |       15.720742 |        2.649593 |        2.671885 |     0.841342
  1900 |     7 |       15.444442 |        2.826405 |        3.009105 |     6.464048
  2000 |     7 |       17.335835 |        2.964711 |        3.000617 |     1.211107
  2100 |     7 |       16.534617 |        3.219008 |        3.556919 |    10.497353
  2200 |     7 |       17.550265 |        3.508401 |        3.582501 |     2.112087
  2300 |     7 |       17.128952 |        3.979111 |        4.001689 |     0.567419
  2400 |     7 |       16.936654 |        4.318118 |        4.374695 |     1.310217
  2500 |     7 |       16.478025 |        4.689121 |        4.929399 |     5.124164
  2600 |     7 |       17.722419 |        4.838109 |        4.948211 |     2.275718
  2700 |     7 |       17.797582 |        5.027294 |        5.344105 |     6.301812
  2800 |     7 |       17.251956 |        5.701113 |        5.948496 |     4.339208
  2900 |     7 |       18.201244 |        5.932307 |        5.995893 |     1.071864
  3000 |     7 |       18.097365 |        6.219196 |        6.482387 |     4.231902
   500 |     8 |        8.445645 |        0.437999 |        0.439501 |     0.342932
   600 |     8 |       10.308295 |        0.497007 |        0.506806 |     1.971601
   700 |     8 |        7.356416 |        0.934505 |        0.999904 |     6.998163
   800 |     8 |        9.611542 |        0.947189 |        0.999999 |     5.575413
   900 |     8 |       12.175497 |        0.956511 |        0.999999 |     4.546474
  1000 |     8 |       14.072395 |        1.018190 |        1.074409 |     5.521472
  1100 |     8 |       14.841791 |        1.194596 |        1.210713 |     1.349167
  1200 |     8 |       15.693430 |        1.325703 |        1.365113 |     2.972808
  1300 |     8 |       16.698480 |        1.498485 |        1.511693 |     0.881450
  1400 |     8 |       16.057082 |        1.801610 |        1.821208 |     1.087805
  1500 |     8 |       16.872375 |        1.995492 |        2.000117 |     0.231788
  1600 |     8 |       16.762580 |        2.218890 |        2.293301 |     3.353498
  1700 |     8 |       18.015231 |        2.347016 |        2.395701 |     2.074339
  1800 |     8 |       17.941496 |        2.668595 |        2.697897 |     1.098017
  1900 |     8 |       18.276416 |        2.912188 |        2.965593 |     1.833871
  2000 |     8 |       18.784596 |        3.142405 |        3.184986 |     1.355063
  2100 |     8 |       18.831889 |        3.407598 |        3.454995 |     1.390939
  2200 |     8 |       18.073189 |        3.906894 |        4.020190 |     2.899913
  2300 |     8 |       19.888109 |        3.937602 |        3.983402 |     1.163150
  2400 |     8 |       19.648889 |        4.266214 |        4.384685 |     2.776939
  2500 |     8 |       19.060267 |        4.587197 |        4.928207 |     7.433953
  2600 |     8 |       20.239334 |        4.928517 |        4.981422 |     1.073448
  2700 |     8 |       21.063500 |        4.991198 |        5.147505 |     3.131658
  2800 |     8 |       19.655895 |        5.761886 |        5.984688 |     3.866827
  2900 |     8 |       20.959126 |        5.973816 |        6.015801 |     0.702826
  3000 |     8 |       20.724482 |        6.218600 |        6.502891 |     4.571613
   500 |     9 |        9.725785 |        0.429797 |        0.433111 |     0.771066
   600 |     9 |       10.571951 |        0.550103 |        0.560093 |     1.815975
   700 |     9 |        8.347552 |        0.956893 |        0.999904 |     4.494830
   800 |     9 |       10.904077 |        0.939703 |        0.999904 |     6.406353
   900 |     9 |       13.798053 |        0.949097 |        0.999808 |     5.343147
  1000 |     9 |       15.949398 |        1.042795 |        1.072598 |     2.857927
  1100 |     9 |       16.243869 |        1.242185 |        1.255488 |     1.070997
  1200 |     9 |       16.301711 |        1.493812 |        1.500201 |     0.427739
  1300 |     9 |       18.152121 |        1.551199 |        1.566219 |     0.968307
  1400 |     9 |       18.359585 |        1.752782 |        1.801300 |     2.768067
  1500 |     9 |       19.066346 |        1.991892 |        2.001309 |     0.472793
  1600 |     9 |       19.032078 |        2.246809 |        2.283716 |     1.642649
  1700 |     9 |       20.399568 |        2.367806 |        2.400494 |     1.380484
  1800 |     9 |       20.245975 |        2.653313 |        2.699995 |     1.759399
  1900 |     9 |       20.299593 |        2.853012 |        3.004789 |     5.319896
  2000 |     9 |       22.377374 |        2.950907 |        3.019595 |     2.327705
  2100 |     9 |       20.723612 |        3.377891 |        3.621721 |     7.218431
  2200 |     9 |       20.596466 |        3.857994 |        3.985691 |     3.309932
  2300 |     9 |       22.449014 |        3.978705 |        4.003191 |     0.615416
  2400 |     9 |       22.978733 |        3.984904 |        4.235792 |     6.295957
  2500 |     9 |       21.504876 |        4.798102 |        4.929113 |     2.730475
  2600 |     9 |       22.794875 |        4.939508 |        5.014992 |     1.528154
  2700 |     9 |       23.309820 |        5.103302 |        5.300999 |     3.873898
  2800 |     9 |       22.412013 |        5.691099 |        5.970907 |     4.916591
  2900 |     9 |       23.763932 |        5.951905 |        6.016803 |     1.090366
  3000 |     9 |       23.349217 |        6.483603 |        6.525683 |     0.649035
   500 |    10 |       10.695678 |        0.441790 |        0.443387 |     0.361576
   600 |    10 |       12.735724 |        0.497508 |        0.528193 |     6.167633
   700 |    10 |        9.319969 |        0.953984 |        0.999904 |     4.813436
   800 |    10 |       12.179746 |        0.947309 |        0.999999 |     5.562127
   900 |    10 |       15.427627 |        0.932312 |        0.999904 |     7.249897
  1000 |    10 |       17.567859 |        1.050305 |        1.080298 |     2.855651
  1100 |    10 |       18.080440 |        1.230717 |        1.256299 |     2.078652
  1200 |    10 |       20.450499 |        1.324582 |        1.333594 |     0.680382
  1300 |    10 |       21.239129 |        1.479721 |        1.501393 |     1.464617
  1400 |    10 |       20.491098 |        1.670003 |        1.819587 |     8.957099
  1500 |    10 |       21.349011 |        1.991010 |        2.000690 |     0.486175
  1600 |    10 |       22.097310 |        2.131915 |        2.200198 |     3.202899
  1700 |    10 |       22.761200 |        2.082586 |        2.392197 |    14.866629
  1800 |    10 |       22.582598 |        2.693582 |        2.718592 |     0.928508
  1900 |    10 |       22.865911 |        2.904606 |        3.002620 |     3.374429
  2000 |    10 |       25.397495 |        2.933311 |        2.998519 |     2.222999
  2100 |    10 |       23.036698 |        3.484607 |        3.627610 |     4.103862
  2200 |    10 |       24.253426 |        3.661990 |        3.720593 |     1.600312
  2300 |    10 |       25.047272 |        3.957796 |        4.000306 |     1.074083
  2400 |    10 |       24.558848 |        4.094195 |        4.504204 |    10.014383
  2500 |    10 |       24.067213 |        4.861712 |        4.922915 |     1.258858
  2600 |    10 |       25.708076 |        4.936695 |        4.973698 |     0.749541
  2700 |    10 |       25.655137 |        5.102491 |        5.421996 |     6.261740
  2800 |    10 |       24.934587 |        5.536985 |        5.999494 |     8.353069
  2900 |    10 |       26.549356 |        5.931306 |        6.029296 |     1.652082
  3000 |    10 |       26.015191 |        6.488013 |        6.534195 |     0.711800
   500 |    11 |       11.861987 |        0.440097 |        0.441813 |     0.390054
   600 |    11 |       13.354083 |        0.505996 |        0.549698 |     8.636856
   700 |    11 |       10.297999 |        0.965905 |        0.999999 |     3.529731
   800 |    11 |       13.463207 |        0.946403 |        0.999999 |     5.663182
   900 |    11 |       17.083396 |        0.933385 |        0.999689 |     7.103630
  1000 |    11 |       19.469145 |        1.047111 |        1.080298 |     3.169471
  1100 |    11 |       20.252851 |        1.218414 |        1.251698 |     2.731684
  1200 |    11 |       22.052646 |        1.329994 |        1.362419 |     2.437975
  1300 |    11 |       23.170712 |        1.492310 |        1.523209 |     2.070552
  1400 |    11 |       23.232218 |        1.743293 |        1.765609 |     1.280105
  1500 |    11 |       23.359039 |        1.997900 |        2.003121 |     0.261343
  1600 |    11 |       23.422080 |        2.249289 |        2.284002 |     1.543321
  1700 |    11 |       26.058305 |        2.289200 |        2.317214 |     1.223754
  1800 |    11 |       24.903619 |        2.681899 |        2.713490 |     1.177914
  1900 |    11 |       25.139340 |        2.978015 |        3.002501 |     0.822212
  2000 |    11 |       26.297839 |        3.175020 |        3.192401 |     0.547421
  2100 |    11 |       24.513690 |        3.521490 |        3.810287 |     8.200973
  2200 |    11 |       25.577215 |        3.806400 |        3.977513 |     4.495402
  2300 |    11 |       27.401263 |        3.946710 |        4.012299 |     1.661864
  2400 |    11 |       27.732138 |        3.986287 |        4.359198 |     9.354833
  2500 |    11 |       27.427024 |        4.580593 |        4.726601 |     3.187525
  2600 |    11 |       28.264890 |        4.926896 |        4.986000 |     1.199619
  2700 |    11 |       30.010611 |        4.976916 |        5.102801 |     2.529378
  2800 |    11 |       27.464233 |        5.947208 |        5.990696 |     0.731226
  2900 |    11 |       29.548975 |        5.922985 |        5.974889 |     0.876310
  3000 |    11 |       28.729523 |        6.492901 |        6.558609 |     1.012000
   500 |    12 |       10.245136 |        0.498509 |        0.536990 |     7.719164
   600 |    12 |       15.210556 |        0.505114 |        0.545692 |     8.033607
   700 |    12 |       11.275242 |        0.963092 |        1.000094 |     3.842060
   800 |    12 |       14.756741 |        0.951004 |        0.999808 |     5.131869
   900 |    12 |       18.682415 |        0.936890 |        0.999904 |     6.725875
  1000 |    12 |       20.500336 |        1.105690 |        1.108813 |     0.282474
  1100 |    12 |       22.221761 |        1.213503 |        1.253796 |     3.320366
  1200 |    12 |       23.690488 |        1.337814 |        1.398015 |     4.499929
  1300 |    12 |       24.001590 |        1.550603 |        1.603794 |     3.430355
  1400 |    12 |       24.735254 |        1.797390 |        1.819897 |     1.252189
  1500 |    12 |       25.679859 |        1.964998 |        2.001786 |     1.872164
  1600 |    12 |       26.040367 |        2.238083 |        2.256107 |     0.805352
  1700 |    12 |       29.229774 |        2.216506 |        2.268100 |     2.327708
  1800 |    12 |       27.939847 |        2.606201 |        2.671003 |     2.486461
  1900 |    12 |       27.578678 |        2.989411 |        3.000689 |     0.377238
  2000 |    12 |       30.650738 |        2.955103 |        2.999616 |     1.506301
  2100 |    12 |       28.493358 |        3.360701 |        3.587604 |     6.751657
  2200 |    12 |       29.200750 |        3.640604 |        3.784895 |     3.963379
  2300 |    12 |       30.376171 |        3.787494 |        3.992605 |     5.415494
  2400 |    12 |       28.878950 |        4.448390 |        4.552722 |     2.345387
  2500 |    12 |       29.739296 |        4.677415 |        4.784083 |     2.280501
  2600 |    12 |       30.924581 |        4.924297 |        5.037498 |     2.298828
  2700 |    12 |       30.973129 |        5.308914 |        5.426192 |     2.209079
  2800 |    12 |       30.224873 |        5.854797 |        5.955505 |     1.720094
  2900 |    12 |       31.862014 |        5.936503 |        6.079698 |     2.412097
  3000 |    12 |       32.042292 |        6.292415 |        6.499100 |     3.284670
   500 |    13 |       10.910762 |        0.501680 |        0.552011 |    10.032316
   600 |    13 |       16.309706 |        0.504184 |        0.548697 |     8.828675
   700 |    13 |       12.270404 |        0.975084 |        0.999904 |     2.545357
   800 |    13 |       16.021245 |        0.943589 |        0.999999 |     5.978220
   900 |    13 |       20.309621 |        0.929904 |        0.999904 |     7.527626
  1000 |    13 |       22.491262 |        1.091313 |        1.108885 |     1.610119
  1100 |    13 |       22.670830 |        1.235008 |        1.332688 |     7.909266
  1200 |    13 |       26.626815 |        1.327801 |        1.336098 |     0.624865
  1300 |    13 |       26.616774 |        1.549292 |        1.567292 |     1.161860
  1400 |    13 |       27.717859 |        1.736188 |        1.751089 |     0.858269
  1500 |    13 |       27.776311 |        1.999497 |        2.030897 |     1.570381
  1600 |    13 |       27.487546 |        2.247691 |        2.321100 |     3.265977
  1700 |    13 |       31.254093 |        2.272296 |        2.298808 |     1.166756
  1800 |    13 |       29.870086 |        2.661490 |        2.695179 |     1.265777
  1900 |    13 |       30.050496 |        2.976799 |        2.998590 |     0.732043
  2000 |    13 |       33.300010 |        2.985311 |        3.000689 |     0.515122
  2100 |    13 |       30.078310 |        3.452110 |        3.664994 |     6.166777
  2200 |    13 |       30.437558 |        3.720093 |        3.988290 |     7.209419
  2300 |    13 |       33.043224 |        3.934908 |        3.998089 |     1.605652
  2400 |    13 |       32.265955 |        4.109287 |        4.490304 |     9.272088
  2500 |    13 |       32.023335 |        4.671001 |        4.930902 |     5.564119
  2600 |    13 |       33.821276 |        4.918194 |        4.973602 |     1.126602
  2700 |    13 |       33.283477 |        5.452895 |        5.465913 |     0.238729
  2800 |    13 |       32.781167 |        5.876112 |        5.987692 |     1.898873
  2900 |    13 |       35.073495 |        5.907297 |        6.002092 |     1.604714
  3000 |    13 |       34.449435 |        6.270504 |        6.497097 |     3.613633
   500 |    14 |       12.356813 |        0.498796 |        0.547504 |     9.765307
   600 |    14 |       16.642542 |        0.550199 |        0.595307 |     8.198639
   700 |    14 |       13.234869 |        0.956798 |        0.999880 |     4.502753
   800 |    14 |       17.320431 |        0.945902 |        0.999904 |     5.709029
   900 |    14 |       21.936770 |        0.930190 |        0.999999 |     7.504806
  1000 |    14 |       24.353841 |        1.046896 |        1.108599 |     5.893874
  1100 |    14 |       25.839970 |        1.244807 |        1.252413 |     0.610982
  1200 |    14 |       28.881098 |        1.331210 |        1.334596 |     0.254321
  1300 |    14 |       30.047960 |        1.497197 |        1.514602 |     1.162476
  1400 |    14 |       28.314445 |        1.725197 |        1.859498 |     7.784688
  1500 |    14 |       30.369003 |        1.978111 |        2.000022 |     1.107656
  1600 |    14 |       30.436282 |        2.247095 |        2.256703 |     0.427586
  1700 |    14 |       32.159733 |        2.391005 |        2.418184 |     1.136749
  1800 |    14 |       32.085652 |        2.695894 |        2.722096 |     0.971930
  1900 |    14 |       33.392347 |        2.653885 |        2.991700 |    12.729086
  2000 |    14 |       33.972362 |        3.002906 |        3.179693 |     5.887210
  2100 |    14 |       34.026489 |        3.382802 |        3.489590 |     3.156782
  2200 |    14 |       33.936649 |        3.530788 |        3.888106 |    10.120061
  2300 |    14 |       35.650515 |        3.974700 |        4.004288 |     0.744402
  2400 |    14 |       35.016554 |        4.324102 |        4.428601 |     2.416660
  2500 |    14 |       33.721764 |        4.898906 |        5.008101 |     2.228982
  2600 |    14 |       36.486999 |        4.948807 |        4.986095 |     0.753488
  2700 |    14 |       36.746641 |        5.009103 |        5.375195 |     7.308529
  2800 |    14 |       35.698017 |        5.575705 |        5.973697 |     7.137970
  2900 |    14 |       37.796915 |        5.976105 |        5.999303 |     0.388181
  3000 |    14 |       37.244890 |        6.336308 |        6.529093 |     3.042549
   500 |    15 |       13.632422 |        0.498581 |        0.537896 |     7.885425
   600 |    15 |       17.785025 |        0.551105 |        0.595379 |     8.033744
   700 |    15 |       14.231344 |        0.957203 |        0.999784 |     4.448540
   800 |    15 |       18.612693 |        0.944710 |        0.999999 |     5.852514
   900 |    15 |       23.561595 |        0.930786 |        0.999999 |     7.435963
  1000 |    15 |       25.797887 |        1.108003 |        1.120114 |     1.093108
  1100 |    15 |       26.934655 |        1.245117 |        1.310396 |     5.242800
  1200 |    15 |       27.652655 |        1.473117 |        1.500082 |     1.830482
  1300 |    15 |       31.859184 |        1.506186 |        1.533198 |     1.793459
  1400 |    15 |       32.429220 |        1.730800 |        1.753306 |     1.300365
  1500 |    15 |       32.357354 |        1.991391 |        2.008605 |     0.864412
  1600 |    15 |       33.900648 |        2.163696 |        2.186918 |     1.073255
  1700 |    15 |       35.961249 |        2.198410 |        2.310705 |     5.108016
  1800 |    15 |       35.603039 |        2.596784 |        2.623105 |     1.013616
  1900 |    15 |       36.248949 |        2.708888 |        2.891803 |     6.752392
  2000 |    15 |       38.391707 |        2.989793 |        3.002310 |     0.418657
  2100 |    15 |       35.517673 |        3.425908 |        3.599811 |     5.076100
  2200 |    15 |       35.499453 |        3.745103 |        3.962684 |     5.809741
  2300 |    15 |       38.336978 |        3.827500 |        3.994894 |     4.373446
  2400 |    15 |       37.249086 |        4.368281 |        4.485989 |     2.694590
  2500 |    15 |       36.557507 |        4.908681 |        4.960823 |     1.062243
  2600 |    15 |       38.835705 |        4.959393 |        5.034089 |     1.506163
  2700 |    15 |       39.825760 |        5.190611 |        5.303907 |     2.182720
  2800 |    15 |       38.048416 |        5.787992 |        5.981493 |     3.343137
