   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
  2300 |     5 |       18.536416 |        2.565397 |        2.568041 |     0.103065
  2400 |     5 |       19.218788 |        2.693748 |        2.696981 |     0.119991
  2500 |     5 |       19.040331 |        2.949921 |        2.954005 |     0.138439
  2600 |     5 |       19.122339 |        3.176453 |        3.181221 |     0.150105
  2700 |     5 |       19.121229 |        3.427013 |        3.431413 |     0.128395
  2800 |     5 |       19.335683 |        3.644121 |        3.648945 |     0.132379
  2900 |     5 |       19.098472 |        3.956001 |        3.961689 |     0.143781
  3000 |     5 |       18.780342 |        4.303493 |        4.312081 |     0.199561
   500 |     6 |       16.914586 |        0.160816 |        0.162452 |     1.017404
   600 |     6 |       19.512051 |        0.201952 |        0.202784 |     0.412001
   700 |     6 |       13.380622 |        0.398636 |        0.402876 |     1.063658
   800 |     6 |       14.621781 |        0.478964 |        0.481296 |     0.486930
   900 |     6 |       16.514626 |        0.537452 |        0.539264 |     0.337143
  1000 |     6 |       18.374456 |        0.595932 |        0.598500 |     0.430958
  1100 |     6 |       18.161689 |        0.730300 |        0.732612 |     0.316570
  1200 |     6 |       19.721012 |        0.798176 |        0.801296 |     0.390882
  1300 |     6 |       19.497244 |        0.951244 |        0.953312 |     0.217409
  1400 |     6 |       20.688489 |        1.039252 |        1.041648 |     0.230543
  1500 |     6 |       20.691707 |        1.190964 |        1.196316 |     0.449379
  1600 |     6 |       21.738360 |        1.290196 |        1.294700 |     0.349085
  1700 |     6 |       21.351130 |        1.483628 |        1.488744 |     0.344839
  1800 |     6 |       21.428195 |        1.655752 |        1.663768 |     0.484135
  1900 |     6 |       22.157339 |        1.783744 |        1.793448 |     0.544025
  2000 |     6 |       22.427193 |        1.953268 |        1.959176 |     0.302474
  2100 |     6 |       22.231156 |        2.179817 |        2.182256 |     0.111930
  2200 |     6 |       22.626995 |        2.348337 |        2.352284 |     0.168114
  2300 |     6 |       22.695988 |        2.559597 |        2.563325 |     0.145644
  2400 |     6 |       23.392853 |        2.706101 |        2.708225 |     0.078488
  2500 |     6 |       23.654534 |        2.903505 |        2.906641 |     0.108006
  2600 |     6 |       23.264731 |        3.192877 |        3.196429 |     0.111250
  2700 |     6 |       23.782267 |        3.368629 |        3.371685 |     0.090715
  2800 |     6 |       23.403249 |        3.679945 |        3.684617 |     0.126965
  2900 |     6 |       23.206116 |        3.979573 |        3.984445 |     0.122424
  3000 |     6 |       23.109811 |        4.273161 |        4.283565 |     0.243477
   500 |     7 |       19.788733 |        0.162880 |        0.164060 |     0.724450
   600 |     7 |       23.042661 |        0.202692 |        0.202812 |     0.059181
   700 |     7 |       15.909227 |        0.398224 |        0.399880 |     0.415866
   800 |     7 |       17.403497 |        0.475704 |        0.478216 |     0.528051
   900 |     7 |       19.375345 |        0.539780 |        0.543584 |     0.704746
  1000 |     7 |       21.652834 |        0.598408 |        0.600168 |     0.294147
  1100 |     7 |       21.605596 |        0.724612 |        0.728068 |     0.476964
  1200 |     7 |       23.374822 |        0.797176 |        0.800144 |     0.372330
  1300 |     7 |       22.917290 |        0.955072 |        0.958596 |     0.368990
  1400 |     7 |       24.316995 |        1.041264 |        1.048000 |     0.646895
  1500 |     7 |       24.520319 |        1.186492 |        1.192088 |     0.471622
  1600 |     7 |       25.559557 |        1.296324 |        1.300992 |     0.360093
  1700 |     7 |       25.307787 |        1.478088 |        1.485416 |     0.495777
  1800 |     7 |       25.246072 |        1.660520 |        1.669013 |     0.511416
  1900 |     7 |       26.102069 |        1.785501 |        1.799361 |     0.776260
  2000 |     7 |       26.552404 |        1.950385 |        1.956049 |     0.290401
  2100 |     7 |       26.654065 |        2.147317 |        2.150265 |     0.137297
  2200 |     7 |       26.767494 |        2.346849 |        2.350125 |     0.139592
  2300 |     7 |       26.639695 |        2.576573 |        2.579653 |     0.119534
  2400 |     7 |       27.099953 |        2.758401 |        2.762769 |     0.158356
  2500 |     7 |       27.765789 |        2.921265 |        2.925897 |     0.158562
  2600 |     7 |       27.791728 |        3.156897 |        3.160905 |     0.126950
  2700 |     7 |       27.867094 |        3.396177 |        3.400741 |     0.134388
  2800 |     7 |       27.795635 |        3.662717 |        3.666149 |     0.093699
  2900 |     7 |       27.526140 |        3.965925 |        3.971141 |     0.131520
  3000 |     7 |       27.139581 |        4.304797 |        4.310701 |     0.137154
   500 |     8 |       22.998389 |        0.161912 |        0.162760 |     0.523664
   600 |     8 |       26.526257 |        0.202672 |        0.202864 |     0.094753
   700 |     8 |       18.206278 |        0.401396 |        0.403540 |     0.534158
   800 |     8 |       19.753828 |        0.483284 |        0.485844 |     0.529713
   900 |     8 |       22.195624 |        0.542304 |        0.547480 |     0.954431
  1000 |     8 |       24.981211 |        0.597380 |        0.599788 |     0.403129
  1100 |     8 |       24.640240 |        0.731208 |        0.736276 |     0.693084
  1200 |     8 |       26.615246 |        0.803192 |        0.812740 |     1.188746
  1300 |     8 |       26.399619 |        0.956236 |        0.960084 |     0.402435
  1400 |     8 |       28.245320 |        1.037868 |        1.040840 |     0.286360
  1500 |     8 |       28.276154 |        1.188256 |        1.192808 |     0.383077
  1600 |     8 |       29.258221 |        1.309252 |        1.311781 |     0.193100
  1700 |     8 |       29.127607 |        1.479336 |        1.489468 |     0.684905
  1800 |     8 |       29.019919 |        1.670761 |        1.674872 |     0.246103
  1900 |     8 |       30.152176 |        1.784645 |        1.798593 |     0.781559
  2000 |     8 |       30.598666 |        1.955396 |        1.958513 |     0.159364
  2100 |     8 |       30.536524 |        2.163385 |        2.166165 |     0.128502
  2200 |     8 |       30.943047 |        2.342841 |        2.345465 |     0.112005
  2300 |     8 |       30.915432 |        2.562517 |        2.566765 |     0.165780
  2400 |     8 |       31.687939 |        2.722169 |        2.726957 |     0.175887
  2500 |     8 |       31.899438 |        2.934273 |        2.938305 |     0.137406
  2600 |     8 |       31.699549 |        3.194917 |        3.198453 |     0.110677
  2700 |     8 |       31.739449 |        3.440886 |        3.445322 |     0.128917
  2800 |     8 |       31.880656 |        3.685642 |        3.688702 |     0.083024
  2900 |     8 |       32.048369 |        3.932006 |        3.934962 |     0.075178
  3000 |     8 |       31.292497 |        4.305010 |        4.312854 |     0.182210
   500 |     9 |       25.843885 |        0.163600 |        0.163856 |     0.156435
   600 |     9 |       30.074654 |        0.202684 |        0.202828 |     0.071038
   700 |     9 |       20.552592 |        0.403088 |        0.405016 |     0.478313
   800 |     9 |       22.807803 |        0.475536 |        0.476644 |     0.233019
   900 |     9 |       25.735573 |        0.532696 |        0.534820 |     0.398721
  1000 |     9 |       28.292291 |        0.598004 |        0.600496 |     0.416756
  1100 |     9 |       28.229968 |        0.726312 |        0.728468 |     0.296818
  1200 |     9 |       30.488085 |        0.798392 |        0.801860 |     0.434380
  1300 |     9 |       30.136822 |        0.949536 |        0.953220 |     0.387992
  1400 |     9 |       31.441650 |        1.056696 |        1.059053 |     0.222965
  1500 |     9 |       31.941576 |        1.191605 |        1.198077 |     0.543144
  1600 |     9 |       33.235971 |        1.304505 |        1.308269 |     0.288541
  1700 |     9 |       32.993999 |        1.479881 |        1.489389 |     0.642476
  1800 |     9 |       33.043272 |        1.657873 |        1.668841 |     0.661559
  1900 |     9 |       34.172085 |        1.786065 |        1.797221 |     0.624610
  2000 |     9 |       34.372619 |        1.973493 |        1.976773 |     0.166199
  2100 |     9 |       34.462921 |        2.170689 |        2.175145 |     0.205281
  2200 |     9 |       34.591493 |        2.374169 |        2.378625 |     0.187687
  2300 |     9 |       34.537488 |        2.601817 |        2.603629 |     0.069643
  2400 |     9 |       35.637668 |        2.740753 |        2.746149 |     0.196883
  2500 |     9 |       35.929080 |        2.954985 |        2.957037 |     0.069438
  2600 |     9 |       36.233719 |        3.168582 |        3.171298 |     0.085714
  2700 |     9 |       36.317027 |        3.407509 |        3.412177 |     0.136991
  2800 |     9 |       36.100057 |        3.686022 |        3.689066 |     0.082580
  2900 |     9 |       35.332093 |        4.042230 |        4.045898 |     0.090745
  3000 |     9 |       35.725911 |        4.274002 |        4.281610 |     0.178006
   500 |    10 |       28.533180 |        0.165176 |        0.166136 |     0.581203
   600 |    10 |       33.362406 |        0.203248 |        0.204608 |     0.669092
   700 |    10 |       23.280994 |        0.397704 |        0.400096 |     0.601407
   800 |    10 |       25.195598 |        0.480676 |        0.482436 |     0.366154
   900 |    10 |       28.641296 |        0.532208 |        0.536928 |     0.886895
  1000 |    10 |       31.557401 |        0.600368 |        0.601556 |     0.197909
  1100 |    10 |       31.407809 |        0.729648 |        0.732008 |     0.323440
  1200 |    10 |       33.766376 |        0.801288 |        0.811132 |     1.228531
  1300 |    10 |       33.583706 |        0.952384 |        0.956184 |     0.398997
  1400 |    10 |       35.375177 |        1.049680 |        1.052688 |     0.286562
  1500 |    10 |       35.365933 |        1.204473 |        1.208953 |     0.371950
  1600 |    10 |       36.823653 |        1.315713 |        1.319857 |     0.314978
  1700 |    10 |       36.528419 |        1.498937 |        1.503631 |     0.313146
  1800 |    10 |       37.439006 |        1.638451 |        1.644407 |     0.363514
  1900 |    10 |       38.399013 |        1.771503 |        1.787175 |     0.884668
  2000 |    10 |       38.904067 |        1.948123 |        1.951883 |     0.193013
  2100 |    10 |       38.575770 |        2.166432 |        2.171836 |     0.249447
  2200 |    10 |       38.444974 |        2.368748 |        2.399332 |     1.291157
  2300 |    10 |       38.885627 |        2.580765 |        2.584020 |     0.126153
  2400 |    10 |       40.107704 |        2.719517 |        2.724633 |     0.188120
  2500 |    10 |       40.504447 |        2.928365 |        2.931333 |     0.101351
  2600 |    10 |       40.027935 |        3.206194 |        3.208045 |     0.057752
  2700 |    10 |       40.440311 |        3.421362 |        3.423966 |     0.076104
  2800 |    10 |       40.220102 |        3.697890 |        3.702226 |     0.117257
  2900 |    10 |       39.963607 |        3.995447 |        3.997699 |     0.056367
  3000 |    10 |       39.590037 |        4.314171 |        4.317935 |     0.087248
   500 |    11 |       31.696489 |        0.164396 |        0.165324 |     0.564471
   600 |    11 |       36.907177 |        0.203368 |        0.204532 |     0.572436
   700 |    11 |       25.706086 |        0.397745 |        0.399853 |     0.529977
   800 |    11 |       27.658427 |        0.483145 |        0.485677 |     0.524044
   900 |    11 |       31.464261 |        0.537937 |        0.540389 |     0.455813
  1000 |    11 |       35.002837 |        0.596997 |        0.599617 |     0.438894
  1100 |    11 |       34.538384 |        0.732305 |        0.735817 |     0.479558
  1200 |    11 |       37.042150 |        0.812329 |        0.815681 |     0.412643
  1300 |    11 |       37.076848 |        0.953910 |        0.956950 |     0.318710
  1400 |    11 |       38.999952 |        1.051690 |        1.055426 |     0.355247
  1500 |    11 |       39.238415 |        1.199550 |        1.203674 |     0.343802
  1600 |    11 |       40.768060 |        1.313924 |        1.318048 |     0.313861
  1700 |    11 |       40.535256 |        1.490100 |        1.497636 |     0.505730
  1800 |    11 |       40.754102 |        1.665916 |        1.669472 |     0.213455
  1900 |    11 |       42.614945 |        1.768336 |        1.780717 |     0.700097
  2000 |    11 |       42.481894 |        1.972193 |        1.975128 |     0.148865
  2100 |    11 |       42.310719 |        2.184257 |        2.188321 |     0.186055
  2200 |    11 |       42.172159 |        2.406757 |        2.410093 |     0.138610
  2300 |    11 |       43.258451 |        2.565641 |        2.567085 |     0.056286
  2400 |    11 |       44.404277 |        2.721637 |        2.723569 |     0.070984
  2500 |    11 |       44.458271 |        2.948617 |        2.951753 |     0.106353
  2600 |    11 |       44.761338 |        3.167337 |        3.171117 |     0.119339
  2700 |    11 |       44.948061 |        3.401929 |        3.405145 |     0.094530
  2800 |    11 |       44.889261 |        3.663665 |        3.666017 |     0.064197
  2900 |    11 |       44.179353 |        3.990973 |        3.996541 |     0.139515
  3000 |    11 |       44.110725 |        4.280545 |        4.283577 |     0.070832
   500 |    12 |       34.713062 |        0.163828 |        0.165348 |     0.927752
   600 |    12 |       40.499011 |        0.202676 |        0.203940 |     0.623743
   700 |    12 |       27.825891 |        0.401788 |        0.404936 |     0.783465
   800 |    12 |       30.792288 |        0.476036 |        0.478032 |     0.419298
   900 |    12 |       34.092046 |        0.544280 |        0.546144 |     0.342427
  1000 |    12 |       38.249835 |        0.597464 |        0.600696 |     0.540932
  1100 |    12 |       37.635092 |        0.734889 |        0.739152 |     0.580194
  1200 |    12 |       40.444127 |        0.813425 |        0.818392 |     0.610734
  1300 |    12 |       40.532569 |        0.955297 |        0.958861 |     0.373076
  1400 |    12 |       42.935210 |        1.046513 |        1.049969 |     0.330235
  1500 |    12 |       42.549552 |        1.212937 |        1.215537 |     0.214361
  1600 |    12 |       44.381758 |        1.321289 |        1.326277 |     0.377508
  1700 |    12 |       44.815711 |        1.475401 |        1.483741 |     0.565282
  1800 |    12 |       44.570484 |        1.662525 |        1.672913 |     0.624831
  1900 |    12 |       46.619927 |        1.767001 |        1.783549 |     0.936508
  2000 |    12 |       46.183801 |        1.989557 |        1.991733 |     0.109368
  2100 |    12 |       46.270458 |        2.186537 |        2.192453 |     0.270571
  2200 |    12 |       46.962884 |        2.367090 |        2.370150 |     0.129279
  2300 |    12 |       47.195234 |        2.572486 |        2.576018 |     0.137304
  2400 |    12 |       48.384339 |        2.734806 |        2.737874 |     0.112182
  2500 |    12 |       48.120860 |        2.982626 |        2.986682 |     0.135991
  2600 |    12 |       48.489134 |        3.203014 |        3.206246 |     0.100901
  2700 |    12 |       49.428941 |        3.388150 |        3.391706 |     0.104948
  2800 |    12 |       49.535098 |        3.635214 |        3.640258 |     0.138750
  2900 |    12 |       47.937349 |        4.031495 |        4.034787 |     0.081663
  3000 |    12 |       48.174680 |        4.290583 |        4.296599 |     0.140213
   500 |    13 |       37.655506 |        0.164276 |        0.165548 |     0.774307
   600 |    13 |       43.878027 |        0.203120 |        0.204796 |     0.825131
   700 |    13 |       30.187438 |        0.403868 |        0.405636 |     0.437772
   800 |    13 |       33.303975 |        0.478316 |        0.480348 |     0.424854
   900 |    13 |       37.586638 |        0.536284 |        0.538424 |     0.399006
  1000 |    13 |       41.804091 |        0.594520 |        0.597928 |     0.573249
  1100 |    13 |       41.208995 |        0.732053 |        0.733929 |     0.256273
  1200 |    13 |       44.416763 |        0.802733 |        0.810465 |     0.963213
  1300 |    13 |       43.765097 |        0.961929 |        0.965996 |     0.422883
  1400 |    13 |       46.568003 |        1.049573 |        1.052333 |     0.262971
  1500 |    13 |       46.414968 |        1.208601 |        1.212053 |     0.285623
  1600 |    13 |       48.625448 |        1.313317 |        1.315257 |     0.147728
  1700 |    13 |       48.396291 |        1.481597 |        1.493293 |     0.789413
  1800 |    13 |       48.268316 |        1.671077 |        1.678577 |     0.448809
  1900 |    13 |       49.937447 |        1.800109 |        1.807765 |     0.425309
  2000 |    13 |       50.602148 |        1.973013 |        1.975105 |     0.106037
  2100 |    13 |       50.622802 |        2.173729 |        2.177466 |     0.171875
  2200 |    13 |       50.770316 |        2.379450 |        2.382930 |     0.146251
  2300 |    13 |       50.743547 |        2.601342 |        2.605822 |     0.172213
  2400 |    13 |       52.875907 |        2.712202 |        2.718990 |     0.250271
  2500 |    13 |       53.106106 |        2.936530 |        2.941718 |     0.176678
  2600 |    13 |       52.450191 |        3.216822 |        3.221878 |     0.157173
  2700 |    13 |       53.210330 |        3.419594 |        3.425226 |     0.164700
  2800 |    13 |       52.850943 |        3.697886 |        3.704230 |     0.171537
  2900 |    13 |       52.177859 |        4.025610 |        4.028586 |     0.073925
  3000 |    13 |       51.900791 |        4.329402 |        4.335382 |     0.138126
   500 |    14 |       40.433853 |        0.165920 |        0.166736 |     0.491931
   600 |    14 |       47.346879 |        0.203576 |        0.204816 |     0.609091
   700 |    14 |       32.570363 |        0.403576 |        0.405836 |     0.559980
   800 |    14 |       35.456985 |        0.484712 |        0.487496 |     0.574343
   900 |    14 |       40.658325 |        0.536464 |        0.537980 |     0.282627
  1000 |    14 |       44.979602 |        0.596940 |        0.600072 |     0.524682
  1100 |    14 |       44.550248 |        0.731372 |        0.733172 |     0.246121
  1200 |    14 |       47.195502 |        0.818772 |        0.823233 |     0.544731
  1300 |    14 |       47.537081 |        0.956684 |        0.960333 |     0.381335
  1400 |    14 |       50.214557 |        1.048036 |        1.054036 |     0.572495
  1500 |    14 |       50.393278 |        1.200416 |        1.204669 |     0.354214
  1600 |    14 |       52.605018 |        1.309285 |        1.312645 |     0.256645
  1700 |    14 |       51.798981 |        1.502169 |        1.506433 |     0.283867
  1800 |    14 |       51.979528 |        1.678681 |        1.683053 |     0.260443
  1900 |    14 |       54.145551 |        1.789669 |        1.801357 |     0.653077
  2000 |    14 |       54.580731 |        1.974505 |        1.976977 |     0.125201
  2100 |    14 |       54.582931 |        2.177881 |        2.180589 |     0.124346
  2200 |    14 |       54.814140 |        2.380153 |        2.383781 |     0.152430
  2300 |    14 |       55.222403 |        2.581649 |        2.585269 |     0.140222
  2400 |    14 |       56.706630 |        2.739309 |        2.742361 |     0.111420
  2500 |    14 |       57.102665 |        2.952337 |        2.954849 |     0.085090
  2600 |    14 |       57.239726 |        3.182433 |        3.184965 |     0.079558
  2700 |    14 |       57.329973 |        3.422805 |        3.428145 |     0.156013
  2800 |    14 |       57.417922 |        3.682774 |        3.686326 |     0.096451
  2900 |    14 |       56.742127 |        3.994346 |        4.000510 |     0.154315
  3000 |    14 |       56.055537 |        4.330850 |        4.334442 |     0.082938
   500 |    15 |       43.903036 |        0.163900 |        0.164648 |     0.456399
   600 |    15 |       50.548394 |        0.205568 |        0.206236 |     0.325017
   700 |    15 |       33.929779 |        0.414732 |        0.418764 |     0.972210
   800 |    15 |       38.417213 |        0.481328 |        0.482912 |     0.329088
   900 |    15 |       43.113535 |        0.541856 |        0.544604 |     0.507138
  1000 |    15 |       47.960936 |        0.602688 |        0.604596 |     0.316597
  1100 |    15 |       47.504931 |        0.735244 |        0.738364 |     0.424339
  1200 |    15 |       52.201678 |        0.796924 |        0.799712 |     0.349846
  1300 |    15 |       50.775705 |        0.958320 |        0.965028 |     0.699969
  1400 |    15 |       54.181853 |        1.044093 |        1.049140 |     0.483478
  1500 |    15 |       53.523904 |        1.213621 |        1.218617 |     0.411660
  1600 |    15 |       55.927716 |        1.322928 |        1.325409 |     0.187471
  1700 |    15 |       56.455912 |        1.476329 |        1.485001 |     0.587410
  1800 |    15 |       56.010631 |        1.673513 |        1.677753 |     0.253356
  1900 |    15 |       58.069268 |        1.790053 |        1.804537 |     0.809145
  2000 |    15 |       59.334997 |        1.949273 |        1.954221 |     0.253835
  2100 |    15 |       58.748882 |        2.171157 |        2.175893 |     0.218131
  2200 |    15 |       58.823408 |        2.382357 |        2.385337 |     0.125096
  2300 |    15 |       59.348713 |        2.579489 |        2.584309 |     0.186857
  2400 |    15 |       60.702536 |        2.746773 |        2.750453 |     0.133970
  2500 |    15 |       60.409485 |        2.997041 |        2.999873 |     0.094498
  2600 |    15 |       60.858523 |        3.211321 |        3.215870 |     0.141630
  2700 |    15 |       61.181607 |        3.449778 |        3.454318 |     0.131603
  2800 |    15 |       61.405451 |        3.696814 |        3.700210 |     0.091862
