   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
   800 |     3 |        3.202363 |        0.000945 |        0.001000 |     5.799112
   900 |     3 |        4.057427 |        0.000932 |        0.001000 |     7.331491
  1000 |     3 |        4.420390 |        0.001101 |        0.001118 |     1.489306
  1100 |     3 |        4.783802 |        0.001230 |        0.001259 |     2.317919
  1200 |     3 |        5.097210 |        0.001375 |        0.001406 |     2.233010
  1300 |     3 |        5.340939 |        0.001558 |        0.001581 |     1.469148
  1400 |     3 |        5.413763 |        0.001801 |        0.001811 |     0.568046
  1500 |     3 |        5.618611 |        0.001961 |        0.002000 |     1.999270
  1600 |     3 |        5.665308 |        0.001994 |        0.002276 |    14.131643
  1700 |     3 |        6.110339 |        0.002330 |        0.002362 |     1.364734
  1800 |     3 |        6.045942 |        0.002506 |        0.002663 |     6.277054
  1900 |     3 |        5.994880 |        0.002954 |        0.003003 |     1.648210
  2000 |     3 |        6.107799 |        0.003206 |        0.003248 |     1.303685
  2100 |     3 |        6.252865 |        0.003501 |        0.003523 |     0.634010
  2200 |     3 |        6.307785 |        0.003504 |        0.003869 |    10.431410
  2300 |     3 |        6.528267 |        0.003986 |        0.004043 |     1.417447
  2400 |     3 |        6.534848 |        0.004209 |        0.004409 |     4.741758
  2500 |     3 |        6.294807 |        0.004861 |        0.004952 |     1.869979
  2600 |     3 |        6.731940 |        0.004943 |        0.005001 |     1.165253
  2700 |     3 |        6.739310 |        0.005303 |        0.005389 |     1.628871
  2800 |     3 |        6.573594 |        0.005835 |        0.005973 |     2.354599
  2900 |     3 |        7.001372 |        0.005961 |        0.005992 |     0.526770
  3000 |     3 |        6.898097 |        0.006308 |        0.006513 |     3.251387
   500 |     4 |        3.840714 |        0.000451 |        0.000453 |     0.444350
   600 |     4 |        4.531733 |        0.000504 |        0.000548 |     8.765373
   700 |     4 |        3.432651 |        0.000955 |        0.001000 |     4.649132
   800 |     4 |        4.480238 |        0.000943 |        0.001000 |     6.077390
   900 |     4 |        5.686757 |        0.000925 |        0.001000 |     8.174949
  1000 |     4 |        6.121009 |        0.001104 |        0.001125 |     1.902767
  1100 |     4 |        6.666300 |        0.001244 |        0.001275 |     2.476187
  1200 |     4 |        6.721045 |        0.001461 |        0.001500 |     2.654680
  1300 |     4 |        7.457861 |        0.001547 |        0.001584 |     2.418087
  1400 |     4 |        7.782635 |        0.001747 |        0.001754 |     0.405394
  1500 |     4 |        7.821725 |        0.001991 |        0.002000 |     0.447792
  1600 |     4 |        7.834140 |        0.002016 |        0.002280 |    13.111361
  1700 |     4 |        8.544629 |        0.002343 |        0.002365 |     0.934094
  1800 |     4 |        8.308682 |        0.002695 |        0.002722 |     1.012916
  1900 |     4 |        8.415170 |        0.002985 |        0.003000 |     0.491997
  2000 |     4 |        8.866174 |        0.003113 |        0.003146 |     1.037670
  2100 |     4 |        8.099567 |        0.003401 |        0.003918 |    15.176112
  2200 |     4 |        8.480091 |        0.003950 |        0.003978 |     0.716428
  2300 |     4 |        9.168450 |        0.003960 |        0.004026 |     1.648897
  2400 |     4 |        8.659644 |        0.004534 |        0.004658 |     2.733416
  2500 |     4 |        8.759769 |        0.004931 |        0.004968 |     0.750364
  2600 |     4 |        9.317558 |        0.004961 |        0.005040 |     1.598523
  2700 |     4 |        9.420814 |        0.005288 |        0.005387 |     1.873735
  2800 |     4 |        9.167244 |        0.005919 |        0.005989 |     1.191148
  2900 |     4 |        9.752773 |        0.005924 |        0.006019 |     1.605529
  3000 |     4 |        9.503215 |        0.006487 |        0.006606 |     1.835742
   500 |     5 |        5.070139 |        0.000438 |        0.000441 |     0.549540
   600 |     5 |        5.958988 |        0.000499 |        0.000549 |     9.895884
   700 |     5 |        4.412479 |        0.000956 |        0.001000 |     4.604295
   800 |     5 |        5.761018 |        0.000948 |        0.001000 |     5.484585
   900 |     5 |        7.302455 |        0.000932 |        0.001000 |     7.308273
  1000 |     5 |        7.882610 |        0.001090 |        0.001120 |     2.754381
  1100 |     5 |        8.628236 |        0.001240 |        0.001258 |     1.410941
  1200 |     5 |        8.946475 |        0.001406 |        0.001436 |     2.148332
  1300 |     5 |        9.149319 |        0.001598 |        0.001659 |     3.835882
  1400 |     5 |        9.560836 |        0.001797 |        0.001839 |     2.348757
  1500 |     5 |        9.889578 |        0.001989 |        0.002017 |     1.438642
  1600 |     5 |        9.980836 |        0.002271 |        0.002300 |     1.251141
  1700 |     5 |       10.612892 |        0.002365 |        0.002447 |     3.475114
  1800 |     5 |       10.866340 |        0.002651 |        0.002668 |     0.617784
  1900 |     5 |       10.770953 |        0.002986 |        0.003001 |     0.505422
  2000 |     5 |       11.350680 |        0.003089 |        0.003172 |     2.702598
  2100 |     5 |       10.893478 |        0.003503 |        0.003621 |     3.359806
  2200 |     5 |       11.159093 |        0.003523 |        0.003944 |    11.934794
  2300 |     5 |       11.678965 |        0.003948 |        0.004059 |     2.806848
  2400 |     5 |       11.046687 |        0.004546 |        0.004670 |     2.723340
  2500 |     5 |       11.291363 |        0.004900 |        0.004981 |     1.658639
  2600 |     5 |       11.970337 |        0.004942 |        0.005084 |     2.873089
  2700 |     5 |       12.080903 |        0.005249 |        0.005434 |     3.522454
  2800 |     5 |       11.766794 |        0.005932 |        0.005996 |     1.070714
  2900 |     5 |       12.484380 |        0.005952 |        0.006023 |     1.192875
  3000 |     5 |       12.259836 |        0.006461 |        0.006615 |     2.389871
   500 |     6 |        6.179636 |        0.000440 |        0.000442 |     0.427767
   600 |     6 |        6.987447 |        0.000507 |        0.000552 |     8.796579
   700 |     6 |        5.407684 |        0.000951 |        0.001000 |     5.129812
   800 |     6 |        7.060355 |        0.000943 |        0.001000 |     6.066660
   900 |     6 |        8.926485 |        0.000939 |        0.001000 |     6.509041
  1000 |     6 |        9.736789 |        0.001100 |        0.001122 |     1.945492
  1100 |     6 |       10.401553 |        0.001243 |        0.001268 |     2.030009
  1200 |     6 |       10.971777 |        0.001401 |        0.001436 |     2.518592
  1300 |     6 |       11.378696 |        0.001567 |        0.001609 |     2.719111
  1400 |     6 |       11.660643 |        0.001794 |        0.001838 |     2.463526
  1500 |     6 |       12.364017 |        0.001975 |        0.002000 |     1.291880
  1600 |     6 |       12.100511 |        0.002273 |        0.002311 |     1.681351
  1700 |     6 |       13.589281 |        0.002315 |        0.002336 |     0.897868
  1800 |     6 |       13.344202 |        0.002651 |        0.002667 |     0.600860
  1900 |     6 |       13.176671 |        0.002982 |        0.003001 |     0.626829
  2000 |     6 |       13.548099 |        0.003227 |        0.003243 |     0.498659
  2100 |     6 |       13.555753 |        0.003544 |        0.003582 |     1.060938
  2200 |     6 |       13.975447 |        0.003508 |        0.003857 |     9.946171
  2300 |     6 |       14.418189 |        0.003972 |        0.004017 |     1.125410
  2400 |     6 |       14.053884 |        0.004438 |        0.004504 |     1.482058
  2500 |     6 |       13.756686 |        0.004918 |        0.004970 |     1.053423
  2600 |     6 |       14.222496 |        0.005019 |        0.005253 |     4.643928
  2700 |     6 |       14.527535 |        0.005390 |        0.005523 |     2.469600
  2800 |     6 |       14.426789 |        0.005939 |        0.005980 |     0.683661
  2900 |     6 |       15.249226 |        0.005939 |        0.006054 |     1.945072
  3000 |     6 |       15.029482 |        0.006470 |        0.006572 |     1.568672
   500 |     7 |        7.228735 |        0.000445 |        0.000447 |     0.493456
   600 |     7 |        8.173948 |        0.000511 |        0.000566 |    10.824935
   700 |     7 |        6.366537 |        0.000959 |        0.001000 |     4.297866
   800 |     7 |        8.343674 |        0.000940 |        0.001000 |     6.329403
   900 |     7 |       10.549127 |        0.000920 |        0.001000 |     8.709401
  1000 |     7 |       11.624055 |        0.001102 |        0.001115 |     1.124616
  1100 |     7 |       12.436569 |        0.001240 |        0.001261 |     1.719065
  1200 |     7 |       12.443313 |        0.001460 |        0.001500 |     2.719867
  1300 |     7 |       13.328037 |        0.001600 |        0.001642 |     2.663189
  1400 |     7 |       14.432719 |        0.001746 |        0.001769 |     1.301486
  1500 |     7 |       14.628858 |        0.001984 |        0.002000 |     0.801461
  1600 |     7 |       14.695632 |        0.002227 |        0.002252 |     1.122838
  1700 |     7 |       15.862875 |        0.002316 |        0.002364 |     2.073659
  1800 |     7 |       15.691902 |        0.002653 |        0.002671 |     0.666768
  1900 |     7 |       15.531729 |        0.002990 |        0.003000 |     0.361264
  2000 |     7 |       16.051821 |        0.003136 |        0.003237 |     3.221661
  2100 |     7 |       15.610498 |        0.003530 |        0.003698 |     4.750969
  2200 |     7 |       16.190657 |        0.003655 |        0.003964 |     8.468539
  2300 |     7 |       17.146261 |        0.003920 |        0.003994 |     1.890224
  2400 |     7 |       16.364877 |        0.004495 |        0.004567 |     1.608805
  2500 |     7 |       16.369954 |        0.004920 |        0.004948 |     0.581071
  2600 |     7 |       17.159760 |        0.004947 |        0.005114 |     3.375340
  2700 |     7 |       17.420909 |        0.005287 |        0.005452 |     3.107794
  2800 |     7 |       17.041102 |        0.005874 |        0.005969 |     1.610429
  2900 |     7 |       17.961158 |        0.005996 |        0.006080 |     1.407678
  3000 |     7 |       17.688173 |        0.006501 |        0.006586 |     1.307760
   500 |     8 |        8.360345 |        0.000444 |        0.000445 |     0.403009
   600 |     8 |        9.569172 |        0.000517 |        0.000553 |     6.825829
   700 |     8 |        7.355442 |        0.000975 |        0.001000 |     2.542601
   800 |     8 |        9.616367 |        0.000946 |        0.001000 |     5.663753
   900 |     8 |       12.186081 |        0.000935 |        0.000999 |     6.853924
  1000 |     8 |       13.507350 |        0.001065 |        0.001108 |     4.000448
  1100 |     8 |       13.770192 |        0.001249 |        0.001309 |     4.763813
  1200 |     8 |       14.364143 |        0.001489 |        0.001500 |     0.710741
  1300 |     8 |       15.673518 |        0.001596 |        0.001608 |     0.757236
  1400 |     8 |       16.715439 |        0.001746 |        0.001753 |     0.364525
  1500 |     8 |       16.191637 |        0.002011 |        0.002055 |     2.196643
  1600 |     8 |       16.234274 |        0.002314 |        0.002335 |     0.932567
  1700 |     8 |       18.583063 |        0.002204 |        0.002330 |     5.717006
  1800 |     8 |       17.436966 |        0.002594 |        0.002794 |     7.713802
  1900 |     8 |       18.039301 |        0.002983 |        0.003000 |     0.583459
  2000 |     8 |       19.916254 |        0.002962 |        0.003003 |     1.360227
  2100 |     8 |       18.696477 |        0.003498 |        0.003541 |     1.226894
  2200 |     8 |       18.181879 |        0.003931 |        0.003966 |     0.877571
  2300 |     8 |       19.733266 |        0.003974 |        0.004010 |     0.908409
  2400 |     8 |       18.924263 |        0.004476 |        0.004545 |     1.543748
  2500 |     8 |       18.886804 |        0.004829 |        0.004937 |     2.228169
  2600 |     8 |       19.994487 |        0.004938 |        0.005050 |     2.280519
  2700 |     8 |       20.022104 |        0.005367 |        0.005452 |     1.593486
  2800 |     8 |       19.644108 |        0.005812 |        0.005988 |     3.031559
  2900 |     8 |       20.849223 |        0.005970 |        0.006061 |     1.534394
  3000 |     8 |       20.033357 |        0.006555 |        0.006773 |     3.321028
   500 |     9 |        9.455317 |        0.000445 |        0.000447 |     0.541729
   600 |     9 |       10.170107 |        0.000548 |        0.000590 |     7.629701
   700 |     9 |        8.344056 |        0.000954 |        0.001000 |     4.821897
   800 |     9 |       10.920339 |        0.000935 |        0.001000 |     6.908154
   900 |     9 |       13.807327 |        0.000926 |        0.001000 |     7.956856
  1000 |     9 |       14.614691 |        0.001111 |        0.001145 |     2.997147
  1100 |     9 |       15.865531 |        0.001241 |        0.001287 |     3.673759
  1200 |     9 |       16.329470 |        0.001443 |        0.001500 |     3.936240
  1300 |     9 |       17.593198 |        0.001599 |        0.001635 |     2.269203
  1400 |     9 |       17.606732 |        0.001758 |        0.001881 |     6.986207
  1500 |     9 |       18.818575 |        0.002016 |        0.002028 |     0.605451
  1600 |     9 |       19.303907 |        0.002236 |        0.002251 |     0.698473
  1700 |     9 |       20.091502 |        0.002369 |        0.002438 |     2.900593
  1800 |     9 |       20.634608 |        0.002655 |        0.002666 |     0.414845
  1900 |     9 |       20.495920 |        0.002954 |        0.002997 |     1.435696
  2000 |     9 |       20.933687 |        0.003206 |        0.003234 |     0.867166
  2100 |     9 |       20.248311 |        0.003678 |        0.003699 |     0.578930
  2200 |     9 |       20.739877 |        0.003936 |        0.003967 |     0.797814
  2300 |     9 |       22.333380 |        0.003989 |        0.004013 |     0.621675
  2400 |     9 |       21.364743 |        0.004510 |        0.004583 |     1.609689
  2500 |     9 |       21.460301 |        0.004825 |        0.004934 |     2.258488
  2600 |     9 |       22.641550 |        0.004942 |        0.005038 |     1.950634
  2700 |     9 |       22.441129 |        0.005466 |        0.005520 |     0.982287
  2800 |     9 |       22.321639 |        0.005646 |        0.005989 |     6.089362
  2900 |     9 |       23.646033 |        0.005957 |        0.006026 |     1.156308
  3000 |     9 |       22.961006 |        0.006577 |        0.006662 |     1.289366
   500 |    10 |       10.520513 |        0.000445 |        0.000448 |     0.610115
   600 |    10 |       11.124301 |        0.000550 |        0.000597 |     8.716592
   700 |    10 |        9.318089 |        0.000957 |        0.001000 |     4.525631
   800 |    10 |       12.181913 |        0.000942 |        0.001000 |     6.159182
   900 |    10 |       15.403491 |        0.000927 |        0.001000 |     7.886411
  1000 |    10 |       16.443583 |        0.001126 |        0.001148 |     1.935621
  1100 |    10 |       18.099572 |        0.001242 |        0.001262 |     1.612501
  1200 |    10 |       18.916988 |        0.001408 |        0.001434 |     1.910731
  1300 |    10 |       19.732862 |        0.001597 |        0.001622 |     1.560097
  1400 |    10 |       20.100728 |        0.001814 |        0.001840 |     1.466877
  1500 |    10 |       20.747398 |        0.002014 |        0.002047 |     1.613285
  1600 |    10 |       21.568848 |        0.002239 |        0.002251 |     0.518604
  1700 |    10 |       22.757389 |        0.002353 |        0.002404 |     2.163493
  1800 |    10 |       22.472408 |        0.002661 |        0.002743 |     3.085181
  1900 |    10 |       22.747999 |        0.002953 |        0.003004 |     1.727618
  2000 |    10 |       23.336898 |        0.002983 |        0.003235 |     8.420977
  2100 |    10 |       23.385440 |        0.003553 |        0.003577 |     0.667606
  2200 |    10 |       23.504855 |        0.003691 |        0.003896 |     5.565425
  2300 |    10 |       24.845668 |        0.003962 |        0.004039 |     1.930818
  2400 |    10 |       24.398845 |        0.004405 |        0.004503 |     2.236128
  2500 |    10 |       23.759076 |        0.004836 |        0.004989 |     3.161527
  2600 |    10 |       25.139775 |        0.004960 |        0.005103 |     2.881218
  2700 |    10 |       25.169124 |        0.005404 |        0.005498 |     1.743293
  2800 |    10 |       24.920179 |        0.005939 |        0.005970 |     0.528703
  2900 |    10 |       26.503627 |        0.005935 |        0.006020 |     1.428405
  3000 |    10 |       25.859112 |        0.006501 |        0.006602 |     1.552048
   500 |    11 |       11.745868 |        0.000439 |        0.000442 |     0.548287
   600 |    11 |       12.976385 |        0.000551 |        0.000577 |     4.795291
   700 |    11 |       10.298530 |        0.000960 |        0.001000 |     4.166977
   800 |    11 |       13.466000 |        0.000951 |        0.001000 |     5.187248
   900 |    11 |       17.039884 |        0.000934 |        0.001000 |     7.065731
  1000 |    11 |       18.749833 |        0.001104 |        0.001117 |     1.114062
  1100 |    11 |       19.667350 |        0.001242 |        0.001277 |     2.795001
  1200 |    11 |       20.170951 |        0.001462 |        0.001500 |     2.586263
  1300 |    11 |       21.236205 |        0.001622 |        0.001662 |     2.449028
  1400 |    11 |       20.604040 |        0.001916 |        0.002000 |     4.368491
  1500 |    11 |       22.785524 |        0.002007 |        0.002059 |     2.586125
  1600 |    11 |       23.148843 |        0.002268 |        0.002325 |     2.517581
  1700 |    11 |       24.692511 |        0.002369 |        0.002449 |     3.354800
  1800 |    11 |       24.596164 |        0.002637 |        0.002751 |     4.345900
  1900 |    11 |       24.929573 |        0.003001 |        0.003017 |     0.522774
  2000 |    11 |       26.344837 |        0.002997 |        0.003189 |     6.424098
  2100 |    11 |       26.289973 |        0.003492 |        0.003509 |     0.466964
  2200 |    11 |       25.783046 |        0.003494 |        0.003967 |    13.543592
  2300 |    11 |       27.337487 |        0.004004 |        0.004019 |     0.382261
  2400 |    11 |       26.792916 |        0.004469 |        0.004499 |     0.664750
  2500 |    11 |       27.018921 |        0.004498 |        0.004920 |     9.382802
  2600 |    11 |       27.797863 |        0.005015 |        0.005104 |     1.775986
  2700 |    11 |       27.653766 |        0.005436 |        0.005519 |     1.521531
  2800 |    11 |       27.484585 |        0.005946 |        0.005997 |     0.862923
  2900 |    11 |       28.819667 |        0.005983 |        0.006129 |     2.433475
  3000 |    11 |       28.030500 |        0.006559 |        0.006700 |     2.155975
   500 |    12 |        9.424809 |        0.000547 |        0.000602 |    10.078500
   600 |    12 |       12.792328 |        0.000559 |        0.000620 |    10.797562
   700 |    12 |       11.281794 |        0.000956 |        0.001000 |     4.591366
   800 |    12 |       14.749413 |        0.000941 |        0.001000 |     6.213115
   900 |    12 |       18.661705 |        0.000922 |        0.001000 |     8.483563
  1000 |    12 |       20.247570 |        0.001103 |        0.001128 |     2.310902
  1100 |    12 |       21.803954 |        0.001241 |        0.001277 |     2.925752
  1200 |    12 |       21.744177 |        0.001478 |        0.001502 |     1.583871
  1300 |    12 |       23.353712 |        0.001601 |        0.001661 |     3.766139
  1400 |    12 |       24.035368 |        0.001817 |        0.001876 |     3.247222
  1500 |    12 |       25.584972 |        0.001990 |        0.002017 |     1.351303
  1600 |    12 |       25.731786 |        0.002152 |        0.002298 |     6.788523
  1700 |    12 |       28.989701 |        0.002144 |        0.002310 |     7.727890
  1800 |    12 |       26.765179 |        0.002636 |        0.002764 |     4.856670
  1900 |    12 |       27.448143 |        0.002993 |        0.003002 |     0.300312
  2000 |    12 |       28.883975 |        0.003090 |        0.003188 |     3.180237
  2100 |    12 |       28.572943 |        0.003399 |        0.003503 |     3.071689
  2200 |    12 |       27.920507 |        0.003934 |        0.003983 |     1.252818
  2300 |    12 |       30.260272 |        0.003915 |        0.004006 |     2.311604
  2400 |    12 |       29.247120 |        0.004363 |        0.004517 |     3.545801
  2500 |    12 |       29.032152 |        0.004921 |        0.004942 |     0.428263
  2600 |    12 |       30.454453 |        0.004995 |        0.005096 |     2.023895
  2700 |    12 |       30.623417 |        0.005363 |        0.005478 |     2.162547
  2800 |    12 |       30.141520 |        0.005920 |        0.005983 |     1.071345
  2900 |    12 |       31.591775 |        0.006019 |        0.006117 |     1.626403
  3000 |    12 |       31.289723 |        0.006492 |        0.006600 |     1.657272
   500 |    13 |       10.940921 |        0.000497 |        0.000560 |    12.592344
   600 |    13 |       14.905675 |        0.000551 |        0.000596 |     8.244566
   700 |    13 |       12.266577 |        0.000961 |        0.001000 |     3.995139
   800 |    13 |       16.045379 |        0.000952 |        0.001000 |     5.044458
   900 |    13 |       20.308487 |        0.000936 |        0.001000 |     6.829181
  1000 |    13 |       21.870358 |        0.001105 |        0.001129 |     2.098611
  1100 |    13 |       23.750526 |        0.001242 |        0.001270 |     2.278792
  1200 |    13 |       23.846467 |        0.001484 |        0.001500 |     1.099131
  1300 |    13 |       26.263065 |        0.001585 |        0.001602 |     1.034835
  1400 |    13 |       25.324611 |        0.001861 |        0.001909 |     2.577471
  1500 |    13 |       27.683907 |        0.002000 |        0.002032 |     1.571105
  1600 |    13 |       27.303068 |        0.002275 |        0.002327 |     2.290164
  1700 |    13 |       30.724081 |        0.002318 |        0.002338 |     0.854771
  1800 |    13 |       29.201078 |        0.002745 |        0.002767 |     0.808714
  1900 |    13 |       29.727513 |        0.002936 |        0.003006 |     2.353753
  2000 |    13 |       30.697509 |        0.003108 |        0.003245 |     4.420733
  2100 |    13 |       30.089774 |        0.003504 |        0.003683 |     5.102700
  2200 |    13 |       30.856270 |        0.003591 |        0.003989 |    11.089348
  2300 |    13 |       33.067307 |        0.003931 |        0.004005 |     1.889974
  2400 |    13 |       30.686639 |        0.004565 |        0.004678 |     2.468897
  2500 |    13 |       31.565047 |        0.004913 |        0.004930 |     0.340148
  2600 |    13 |       32.359693 |        0.004997 |        0.005204 |     4.134183
  2700 |    13 |       32.927548 |        0.005401 |        0.005516 |     2.112549
  2800 |    13 |       32.756029 |        0.005919 |        0.005978 |     0.995662
  2900 |    13 |       34.263394 |        0.006001 |        0.006125 |     2.072697
  3000 |    13 |       34.265370 |        0.006462 |        0.006531 |     1.071143
   500 |    14 |       12.215340 |        0.000499 |        0.000551 |    10.405812
   600 |    14 |       15.320955 |        0.000594 |        0.000622 |     4.751585
   700 |    14 |       13.251351 |        0.000955 |        0.001000 |     4.658648
   800 |    14 |       17.310605 |        0.000942 |        0.001000 |     6.147810
   900 |    14 |       21.876661 |        0.000926 |        0.001000 |     8.024421
  1000 |    14 |       23.824698 |        0.001109 |        0.001125 |     1.496839
  1100 |    14 |       24.700004 |        0.001254 |        0.001324 |     5.533274
  1200 |    14 |       25.710034 |        0.001484 |        0.001500 |     1.113450
  1300 |    14 |       27.102982 |        0.001626 |        0.001663 |     2.249135
  1400 |    14 |       29.170389 |        0.001794 |        0.001800 |     0.310926
  1500 |    14 |       29.471531 |        0.001946 |        0.002065 |     6.092751
  1600 |    14 |       29.607552 |        0.002285 |        0.002333 |     2.104374
  1700 |    14 |       31.942741 |        0.002404 |        0.002432 |     1.193180
  1800 |    14 |       32.380017 |        0.002638 |        0.002673 |     1.333888
  1900 |    14 |       32.063332 |        0.002983 |        0.003005 |     0.737715
  2000 |    14 |       33.409568 |        0.003193 |        0.003211 |     0.553975
  2100 |    14 |       32.323111 |        0.003559 |        0.003695 |     3.801275
  2200 |    14 |       32.755032 |        0.003936 |        0.003982 |     1.150177
  2300 |    14 |       35.462589 |        0.003948 |        0.004026 |     1.970268
  2400 |    14 |       34.296364 |        0.004492 |        0.004525 |     0.732469
  2500 |    14 |       33.719516 |        0.004885 |        0.004992 |     2.186115
  2600 |    14 |       35.407617 |        0.004986 |        0.005144 |     3.169009
  2700 |    14 |       35.620729 |        0.005470 |        0.005501 |     0.574056
  2800 |    14 |       35.437800 |        0.005744 |        0.005963 |     3.810587
  2900 |    14 |       37.308974 |        0.006018 |        0.006081 |     1.048278
  3000 |    14 |       36.582339 |        0.006497 |        0.006619 |     1.879356
   500 |    15 |       13.233964 |        0.000499 |        0.000549 |     9.975169
   600 |    15 |       16.857565 |        0.000599 |        0.000604 |     0.883758
   700 |    15 |       14.237912 |        0.000968 |        0.001000 |     3.274813
   800 |    15 |       18.623640 |        0.000947 |        0.000999 |     5.499899
   900 |    15 |       23.405413 |        0.000951 |        0.001000 |     5.207314
  1000 |    15 |       25.499418 |        0.001116 |        0.001131 |     1.406103
  1100 |    15 |       27.647297 |        0.001244 |        0.001273 |     2.276516
  1200 |    15 |       27.680802 |        0.001471 |        0.001500 |     1.936195
  1300 |    15 |       30.608057 |        0.001580 |        0.001600 |     1.252452
  1400 |    15 |       28.576591 |        0.001774 |        0.002000 |    12.733333
  1500 |    15 |       32.596203 |        0.001992 |        0.002000 |     0.406942
  1600 |    15 |       31.947525 |        0.002286 |        0.002323 |     1.640712
  1700 |    15 |       34.382873 |        0.002343 |        0.002431 |     3.734039
  1800 |    15 |       35.214181 |        0.002650 |        0.002668 |     0.663848
  1900 |    15 |       34.738572 |        0.002934 |        0.003001 |     2.258730
  2000 |    15 |       36.458648 |        0.003136 |        0.003174 |     1.214784
  2100 |    15 |       35.338481 |        0.003529 |        0.003587 |     1.642999
  2200 |    15 |       34.904260 |        0.003931 |        0.003990 |     1.502966
  2300 |    15 |       37.800966 |        0.004001 |        0.004020 |     0.469509
  2400 |    15 |       36.663206 |        0.004401 |        0.004546 |     3.287507
  2500 |    15 |       36.232460 |        0.004921 |        0.005000 |     1.607543
  2600 |    15 |       38.166259 |        0.005007 |        0.005130 |     2.458466
  2700 |    15 |       38.236905 |        0.005427 |        0.005517 |     1.660692
  2800 |    15 |       38.079035 |        0.005928 |        0.005978 |     0.848289
