   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
  2000 |     6 |      404.432086 |        0.000108 |        0.000108 |     0.464088
  2100 |     6 |      409.495147 |        0.000116 |        0.000117 |     0.921565
  2200 |     6 |      420.711588 |        0.000125 |        0.000126 |     0.975143
  2300 |     6 |      428.103801 |        0.000133 |        0.000134 |     0.750134
  2400 |     6 |      437.240466 |        0.000143 |        0.000144 |     0.433839
  2500 |     6 |      438.362401 |        0.000155 |        0.000156 |     0.722077
  2600 |     6 |      445.763027 |        0.000165 |        0.000166 |     0.737847
  2700 |     6 |      453.594420 |        0.000175 |        0.000177 |     1.022913
  2800 |     6 |      457.290794 |        0.000186 |        0.000187 |     0.499936
  2900 |     6 |      462.064447 |        0.000198 |        0.000199 |     0.252495
  3000 |     6 |      468.820968 |        0.000209 |        0.000210 |     0.559744
   500 |     7 |      126.012088 |        0.000025 |        0.000026 |     4.863813
   600 |     7 |      156.923892 |        0.000026 |        0.000030 |    15.650592
   700 |     7 |      189.933449 |        0.000031 |        0.000033 |     8.773292
   800 |     7 |      224.672793 |        0.000036 |        0.000036 |     1.947616
   900 |     7 |      249.614337 |        0.000040 |        0.000041 |     2.002356
  1000 |     7 |      257.589470 |        0.000048 |        0.000051 |     5.613512
  1100 |     7 |      288.292297 |        0.000054 |        0.000055 |     1.871658
  1200 |     7 |      313.826289 |        0.000057 |        0.000059 |     4.058578
  1300 |     7 |      340.756469 |        0.000064 |        0.000064 |     1.236882
  1400 |     7 |      360.845715 |        0.000070 |        0.000071 |     0.715259
  1500 |     7 |      374.372277 |        0.000076 |        0.000077 |     1.286073
  1600 |     7 |      400.432302 |        0.000082 |        0.000083 |     1.071842
  1700 |     7 |      397.982597 |        0.000092 |        0.000093 |     0.778412
  1800 |     7 |      418.319155 |        0.000099 |        0.000100 |     0.745192
  1900 |     7 |      429.819288 |        0.000107 |        0.000108 |     0.865897
  2000 |     7 |      446.294910 |        0.000115 |        0.000116 |     0.766998
  2100 |     7 |      452.271754 |        0.000126 |        0.000127 |     0.797872
  2200 |     7 |      462.713822 |        0.000134 |        0.000135 |     0.674117
  2300 |     7 |      470.347059 |        0.000145 |        0.000145 |     0.346249
  2400 |     7 |      477.471099 |        0.000153 |        0.000155 |     1.041991
  2500 |     7 |      478.328612 |        0.000168 |        0.000169 |     0.240964
  2600 |     7 |      485.907453 |        0.000179 |        0.000179 |     0.173149
  2700 |     7 |      495.514808 |        0.000190 |        0.000191 |     0.313519
  2800 |     7 |      501.066503 |        0.000201 |        0.000202 |     0.343480
  2900 |     7 |      508.688156 |        0.000213 |        0.000215 |     0.839490
  3000 |     7 |      513.497483 |        0.000226 |        0.000227 |     0.495415
   500 |     8 |      142.097508 |        0.000024 |        0.000026 |     6.237624
   600 |     8 |      182.724232 |        0.000027 |        0.000030 |    11.524822
   700 |     8 |      211.867436 |        0.000033 |        0.000035 |     6.086957
   800 |     8 |      239.481928 |        0.000037 |        0.000039 |     5.317104
   900 |     8 |      249.670107 |        0.000043 |        0.000048 |    11.534216
  1000 |     8 |      289.040209 |        0.000050 |        0.000051 |     2.379819
  1100 |     8 |      307.806994 |        0.000057 |        0.000058 |     1.766190
  1200 |     8 |      335.015590 |        0.000062 |        0.000063 |     1.459293
  1300 |     8 |      362.488048 |        0.000068 |        0.000069 |     1.151832
  1400 |     8 |      391.520440 |        0.000074 |        0.000075 |     1.219512
  1500 |     8 |      398.710085 |        0.000082 |        0.000082 |     0.848201
  1600 |     8 |      427.097206 |        0.000088 |        0.000089 |     1.026195
  1700 |     8 |      431.678782 |        0.000099 |        0.000100 |     1.233374
  1800 |     8 |      441.191982 |        0.000106 |        0.000108 |     1.434334
  1900 |     8 |      462.518631 |        0.000115 |        0.000116 |     0.951199
  2000 |     8 |      473.800513 |        0.000125 |        0.000125 |     0.574493
  2100 |     8 |      483.554741 |        0.000135 |        0.000136 |     0.883704
  2200 |     8 |      493.895314 |        0.000145 |        0.000146 |     0.889621
  2300 |     8 |      502.113115 |        0.000155 |        0.000157 |     0.828984
  2400 |     8 |      516.094767 |        0.000165 |        0.000167 |     1.328520
  2500 |     8 |      513.353838 |        0.000181 |        0.000182 |     0.487355
  2600 |     8 |      518.620602 |        0.000194 |        0.000194 |     0.209154
  2700 |     8 |      525.736361 |        0.000206 |        0.000207 |     0.289352
  2800 |     8 |      532.682268 |        0.000219 |        0.000219 |     0.228833
  2900 |     8 |      538.734677 |        0.000232 |        0.000233 |     0.523668
  3000 |     8 |      545.107027 |        0.000246 |        0.000247 |     0.319705
   500 |     9 |      160.470287 |        0.000025 |        0.000026 |     6.467182
   600 |     9 |      199.000947 |        0.000028 |        0.000031 |     9.604044
   700 |     9 |      237.448838 |        0.000034 |        0.000035 |     4.826118
   800 |     9 |      272.623213 |        0.000038 |        0.000039 |     2.117061
   900 |     9 |      283.588810 |        0.000045 |        0.000049 |     8.175105
  1000 |     9 |      307.468305 |        0.000053 |        0.000056 |     5.149052
  1100 |     9 |      343.789800 |        0.000059 |        0.000060 |     1.700405
  1200 |     9 |      366.902857 |        0.000064 |        0.000065 |     2.005199
  1300 |     9 |      400.806431 |        0.000071 |        0.000072 |     1.146712
  1400 |     9 |      407.958908 |        0.000078 |        0.000079 |     1.928375
  1500 |     9 |      438.101632 |        0.000086 |        0.000086 |     0.471306
  1600 |     9 |      455.270814 |        0.000093 |        0.000094 |     1.309035
  1700 |     9 |      464.067697 |        0.000104 |        0.000105 |     1.147315
  1800 |     9 |      483.389048 |        0.000112 |        0.000114 |     1.684435
  1900 |     9 |      494.190420 |        0.000122 |        0.000123 |     0.642774
  2000 |     9 |      509.207458 |        0.000132 |        0.000133 |     0.378720
  2100 |     9 |      515.202199 |        0.000143 |        0.000145 |     0.915141
  2200 |     9 |      523.120187 |        0.000155 |        0.000155 |     0.323874
  2300 |     9 |      534.479889 |        0.000166 |        0.000167 |     0.546448
  2400 |     9 |      547.020517 |        0.000177 |        0.000178 |     0.564820
  2500 |     9 |      542.661763 |        0.000194 |        0.000194 |     0.208922
  2600 |     9 |      550.419922 |        0.000205 |        0.000208 |     1.267737
  2700 |     9 |      559.258385 |        0.000220 |        0.000221 |     0.357607
  2800 |     9 |      564.466451 |        0.000233 |        0.000235 |     0.480131
  2900 |     9 |      573.385924 |        0.000247 |        0.000249 |     0.732742
  3000 |     9 |      578.637079 |        0.000263 |        0.000264 |     0.607820
   500 |    10 |      168.093307 |        0.000026 |        0.000027 |     4.155375
   600 |    10 |      213.920355 |        0.000029 |        0.000032 |    12.500000
   700 |    10 |      246.178412 |        0.000035 |        0.000037 |     6.922550
   800 |    10 |      288.228387 |        0.000040 |        0.000043 |     8.569704
   900 |    10 |      298.497347 |        0.000049 |        0.000050 |     3.925417
  1000 |    10 |      330.518124 |        0.000056 |        0.000057 |     1.961620
  1100 |    10 |      365.172236 |        0.000061 |        0.000062 |     1.324503
  1200 |    10 |      393.156170 |        0.000068 |        0.000069 |     2.042253
  1300 |    10 |      416.782002 |        0.000075 |        0.000076 |     1.342282
  1400 |    10 |      452.216510 |        0.000082 |        0.000082 |     0.876680
  1500 |    10 |      469.282920 |        0.000090 |        0.000090 |     0.450450
  1600 |    10 |      489.017543 |        0.000097 |        0.000098 |     1.052632
  1700 |    10 |      494.899430 |        0.000110 |        0.000111 |     0.367806
  1800 |    10 |      503.674607 |        0.000119 |        0.000120 |     0.758180
  1900 |    10 |      523.731548 |        0.000129 |        0.000130 |     0.702403
  2000 |    10 |      534.720171 |        0.000140 |        0.000141 |     0.511683
  2100 |    10 |      548.834594 |        0.000151 |        0.000153 |     0.740157
  2200 |    10 |      554.226194 |        0.000164 |        0.000164 |     0.290740
  2300 |    10 |      564.651198 |        0.000176 |        0.000177 |     0.406614
  2400 |    10 |      576.558814 |        0.000188 |        0.000189 |     0.367554
  2500 |    10 |      573.433080 |        0.000205 |        0.000206 |     0.336779
  2600 |    10 |      580.089280 |        0.000219 |        0.000220 |     0.446331
  2700 |    10 |      589.321349 |        0.000234 |        0.000234 |     0.296100
  2800 |    10 |      597.230862 |        0.000248 |        0.000249 |     0.442776
  2900 |    10 |      601.913871 |        0.000264 |        0.000265 |     0.270831
  3000 |    10 |      607.789027 |        0.000280 |        0.000281 |     0.400785
   500 |    11 |      185.085238 |        0.000026 |        0.000028 |     7.734807
   600 |    11 |      225.307089 |        0.000031 |        0.000033 |     9.083851
   700 |    11 |      273.766961 |        0.000036 |        0.000037 |     4.219692
   800 |    11 |      313.401336 |        0.000041 |        0.000042 |     2.596653
   900 |    11 |      321.229577 |        0.000050 |        0.000052 |     3.399433
  1000 |    11 |      359.851493 |        0.000058 |        0.000058 |     1.202322
  1100 |    11 |      391.639442 |        0.000064 |        0.000064 |     0.934230
  1200 |    11 |      428.253628 |        0.000070 |        0.000071 |     0.715259
  1300 |    11 |      447.846294 |        0.000077 |        0.000079 |     1.573103
  1400 |    11 |      476.263137 |        0.000085 |        0.000086 |     0.921273
  1500 |    11 |      487.512513 |        0.000094 |        0.000095 |     1.067344
  1600 |    11 |      511.615709 |        0.000102 |        0.000103 |     1.284446
  1700 |    11 |      521.512050 |        0.000115 |        0.000116 |     0.641689
  1800 |    11 |      533.363171 |        0.000125 |        0.000127 |     0.893706
  1900 |    11 |      551.162073 |        0.000135 |        0.000136 |     0.439909
  2000 |    11 |      562.473832 |        0.000147 |        0.000148 |     0.404924
  2100 |    11 |      567.876700 |        0.000159 |        0.000161 |     1.122418
  2200 |    11 |      583.194267 |        0.000173 |        0.000174 |     0.220113
  2300 |    11 |      591.206523 |        0.000186 |        0.000187 |     0.307613
  2400 |    11 |      601.655783 |        0.000199 |        0.000200 |     0.359626
  2500 |    11 |      598.391864 |        0.000218 |        0.000218 |     0.098479
  2600 |    11 |      605.257542 |        0.000232 |        0.000233 |     0.431433
  2700 |    11 |      612.521319 |        0.000246 |        0.000248 |     1.145520
  2800 |    11 |      620.992041 |        0.000264 |        0.000264 |     0.298588
  2900 |    11 |      627.852167 |        0.000280 |        0.000281 |     0.298355
  3000 |    11 |      634.364554 |        0.000296 |        0.000298 |     0.611719
   500 |    12 |      197.199210 |        0.000027 |        0.000029 |     7.299912
   600 |    12 |      244.765860 |        0.000030 |        0.000034 |    11.493354
   700 |    12 |      284.292594 |        0.000037 |        0.000039 |     4.859335
   800 |    12 |      306.670030 |        0.000043 |        0.000048 |    11.699164
   900 |    12 |      338.804100 |        0.000053 |        0.000055 |     3.613369
  1000 |    12 |      363.873521 |        0.000059 |        0.000060 |     1.969453
  1100 |    12 |      413.554720 |        0.000066 |        0.000067 |     1.368876
  1200 |    12 |      436.815800 |        0.000073 |        0.000074 |     1.763553
  1300 |    12 |      475.885020 |        0.000080 |        0.000082 |     1.512455
  1400 |    12 |      491.242266 |        0.000089 |        0.000090 |     0.453817
  1500 |    12 |      513.052894 |        0.000098 |        0.000099 |     1.416707
  1600 |    12 |      529.015867 |        0.000107 |        0.000108 |     1.202137
  1700 |    12 |      534.700155 |        0.000120 |        0.000121 |     0.751880
  1800 |    12 |      561.638351 |        0.000131 |        0.000132 |     0.435730
  1900 |    12 |      570.170756 |        0.000142 |        0.000143 |     1.127187
  2000 |    12 |      582.271902 |        0.000154 |        0.000155 |     0.834879
  2100 |    12 |      597.938527 |        0.000168 |        0.000169 |     0.710026
  2200 |    12 |      609.113525 |        0.000181 |        0.000182 |     0.605582
  2300 |    12 |      618.556780 |        0.000196 |        0.000196 |     0.194908
  2400 |    12 |      626.056066 |        0.000209 |        0.000210 |     0.478632
  2500 |    12 |      624.375423 |        0.000229 |        0.000230 |     0.520779
  2600 |    12 |      632.925595 |        0.000244 |        0.000246 |     0.694037
  2700 |    12 |      640.468004 |        0.000259 |        0.000262 |     1.039750
  2800 |    12 |      645.413168 |        0.000278 |        0.000279 |     0.317542
  2900 |    12 |      650.326077 |        0.000296 |        0.000297 |     0.370878
  3000 |    12 |      658.795866 |        0.000313 |        0.000314 |     0.380865
   500 |    13 |      213.870949 |        0.000027 |        0.000029 |     9.642858
   600 |    13 |      254.960610 |        0.000033 |        0.000035 |     5.157593
   700 |    13 |      306.998595 |        0.000038 |        0.000039 |     3.144654
   800 |    13 |      328.919559 |        0.000044 |        0.000049 |    12.329515
   900 |    13 |      365.989985 |        0.000054 |        0.000055 |     2.604856
  1000 |    13 |      400.949199 |        0.000061 |        0.000062 |     1.441371
  1100 |    13 |      423.534187 |        0.000068 |        0.000069 |     1.046025
  1200 |    13 |      473.629152 |        0.000075 |        0.000076 |     1.333333
  1300 |    13 |      495.348458 |        0.000084 |        0.000085 |     1.225071
  1400 |    13 |      518.457590 |        0.000093 |        0.000094 |     0.537772
  1500 |    13 |      532.735291 |        0.000102 |        0.000104 |     1.566152
  1600 |    13 |      567.335791 |        0.000112 |        0.000113 |     0.896478
  1700 |    13 |      567.984321 |        0.000126 |        0.000127 |     0.717387
  1800 |    13 |      579.682086 |        0.000137 |        0.000138 |     0.728282
  1900 |    13 |      597.179403 |        0.000149 |        0.000150 |     0.753567
  2000 |    13 |      610.251351 |        0.000162 |        0.000163 |     0.855710
  2100 |    13 |      617.431889 |        0.000177 |        0.000178 |     0.322711
  2200 |    13 |      624.192185 |        0.000191 |        0.000192 |     0.637659
  2300 |    13 |      635.694476 |        0.000206 |        0.000207 |     0.440427
  2400 |    13 |      648.073139 |        0.000221 |        0.000221 |     0.313412
  2500 |    13 |      640.143971 |        0.000242 |        0.000242 |     0.157558
  2600 |    13 |      650.150826 |        0.000258 |        0.000259 |     0.388134
  2700 |    13 |      658.034662 |        0.000276 |        0.000277 |     0.406610
  2800 |    13 |      665.130361 |        0.000293 |        0.000294 |     0.203285
  2900 |    13 |      670.220916 |        0.000312 |        0.000314 |     0.604253
  3000 |    13 |      678.620627 |        0.000329 |        0.000332 |     0.673328
   500 |    14 |      222.804459 |        0.000028 |        0.000030 |     5.961377
   600 |    14 |      250.895208 |        0.000033 |        0.000038 |    16.532553
   700 |    14 |      309.964826 |        0.000040 |        0.000042 |     4.997025
   800 |    14 |      342.591158 |        0.000049 |        0.000050 |     1.657728
   900 |    14 |      372.956814 |        0.000056 |        0.000058 |     2.451395
  1000 |    14 |      421.545019 |        0.000063 |        0.000064 |     0.831444
  1100 |    14 |      439.103839 |        0.000070 |        0.000071 |     1.870748
  1200 |    14 |      486.923972 |        0.000078 |        0.000079 |     1.158537
  1300 |    14 |      512.431146 |        0.000084 |        0.000088 |     4.609728
  1400 |    14 |      547.969674 |        0.000096 |        0.000097 |     0.872165
  1500 |    14 |      564.397417 |        0.000105 |        0.000107 |     1.425017
  1600 |    14 |      588.619590 |        0.000116 |        0.000117 |     1.025851
  1700 |    14 |      575.077913 |        0.000132 |        0.000133 |     0.776734
  1800 |    14 |      596.379252 |        0.000143 |        0.000144 |     0.648056
  1900 |    14 |      615.130274 |        0.000156 |        0.000157 |     0.643580
  2000 |    14 |      628.472145 |        0.000170 |        0.000171 |     0.462250
  2100 |    14 |      635.008970 |        0.000185 |        0.000186 |     0.592554
  2200 |    14 |      649.245279 |        0.000199 |        0.000201 |     0.609829
  2300 |    14 |      658.764622 |        0.000215 |        0.000216 |     0.698680
  2400 |    14 |      668.127348 |        0.000231 |        0.000232 |     0.651365
  2500 |    14 |      660.977343 |        0.000254 |        0.000255 |     0.272096
  2600 |    14 |      669.583863 |        0.000271 |        0.000272 |     0.519641
  2700 |    14 |      677.601384 |        0.000289 |        0.000290 |     0.412337
  2800 |    14 |      684.786117 |        0.000308 |        0.000309 |     0.387057
  2900 |    14 |      689.424473 |        0.000327 |        0.000329 |     0.699708
  3000 |    14 |      696.512006 |        0.000347 |        0.000349 |     0.549828
   500 |    15 |      229.649293 |        0.000029 |        0.000031 |     8.305921
   600 |    15 |      284.312293 |        0.000035 |        0.000036 |     2.228224
   700 |    15 |      341.342943 |        0.000040 |        0.000041 |     1.957295
   800 |    15 |      365.593981 |        0.000049 |        0.000051 |     2.998066
   900 |    15 |      400.583180 |        0.000057 |        0.000059 |     2.459358
  1000 |    15 |      439.962554 |        0.000065 |        0.000066 |     1.060329
  1100 |    15 |      474.624655 |        0.000073 |        0.000074 |     1.537455
  1200 |    15 |      509.275191 |        0.000081 |        0.000082 |     0.615114
  1300 |    15 |      528.365124 |        0.000091 |        0.000092 |     1.101495
  1400 |    15 |      563.309463 |        0.000099 |        0.000100 |     0.910616
  1500 |    15 |      581.134441 |        0.000110 |        0.000111 |     1.082720
  1600 |    15 |      606.991303 |        0.000121 |        0.000122 |     0.667714
  1700 |    15 |      598.725978 |        0.000138 |        0.000138 |     0.432227
  1800 |    15 |      618.085365 |        0.000150 |        0.000151 |     0.666667
  1900 |    15 |      638.977491 |        0.000162 |        0.000163 |     0.308325
  2000 |    15 |      644.795948 |        0.000178 |        0.000179 |     0.550040
  2100 |    15 |      653.372813 |        0.000194 |        0.000195 |     0.405107
  2200 |    15 |      664.883489 |        0.000209 |        0.000210 |     0.479562
  2300 |    15 |      672.460900 |        0.000226 |        0.000227 |     0.411653
  2400 |    15 |      683.831916 |        0.000242 |        0.000243 |     0.443481
  2500 |    15 |      675.955192 |        0.000267 |        0.000267 |     0.187584
  2600 |    15 |      685.447847 |        0.000285 |        0.000286 |     0.343470
  2700 |    15 |      690.115895 |        0.000304 |        0.000305 |     0.494273
  2800 |    15 |      701.097575 |        0.000323 |        0.000324 |     0.524876
