   m   |   k   |    GFLOPS/S     |   minimum (ms)   |   median (ms)   |   stability (%)
  3000 |     3 |       13.291838 |        3.068113 |        3.443503 |    12.235209
   500 |     4 |        8.846289 |        0.192404 |        0.194502 |     1.090459
   600 |     4 |        7.282485 |        0.343919 |        0.345302 |     0.402080
   700 |     4 |        8.179484 |        0.417089 |        0.418901 |     0.434435
   800 |     4 |        8.591282 |        0.494194 |        0.500298 |     1.235044
   900 |     4 |        8.374441 |        0.652003 |        0.685811 |     5.185212
  1000 |     4 |        7.003308 |        0.978684 |        0.999999 |     2.177885
  1100 |     4 |        8.476851 |        0.981283 |        0.999808 |     1.887847
  1200 |     4 |       10.060855 |        0.928307 |        0.999999 |     7.722930
  1300 |     4 |       11.828821 |        0.979900 |        0.999999 |     2.051095
  1400 |     4 |       12.902763 |        0.997782 |        1.073694 |     7.608124
  1500 |     4 |       13.806669 |        1.120114 |        1.130104 |     0.891850
  1600 |     4 |       13.890611 |        1.247096 |        1.280713 |     2.695624
  1700 |     4 |       15.091323 |        1.316690 |        1.331306 |     1.109984
  1800 |     4 |       14.967584 |        1.490402 |        1.500106 |     0.651075
  1900 |     4 |       15.137996 |        1.648092 |        1.662493 |     0.873767
  2000 |     4 |       15.306071 |        1.775908 |        1.822186 |     2.605824
  2100 |     4 |       15.436381 |        1.957297 |        1.999497 |     2.156039
  2200 |     4 |       16.076864 |        1.983714 |        2.100086 |     5.866375
  2300 |     4 |       16.264273 |        2.147293 |        2.257705 |     5.141899
  2400 |     4 |       15.771263 |        2.534795 |        2.550101 |     0.603855
  2500 |     4 |       17.023761 |        2.504516 |        2.568293 |     2.546479
  2600 |     4 |       16.901388 |        2.776003 |        2.799010 |     0.828796
  2700 |     4 |       16.987606 |        2.979708 |        3.002000 |     0.748132
  2800 |     4 |       16.735524 |        3.082299 |        3.267193 |     5.998561
  2900 |     4 |       18.906526 |        3.018999 |        3.031993 |     0.430401
  3000 |     4 |       17.650410 |        3.433204 |        3.556705 |     3.597247
   500 |     5 |       12.658188 |        0.173497 |        0.173903 |     0.233613
   600 |     5 |        9.554957 |        0.336504 |        0.338197 |     0.503047
   700 |     5 |        9.924514 |        0.443006 |        0.444102 |     0.247565
   800 |     5 |       11.317678 |        0.488400 |        0.500011 |     2.377349
   900 |     5 |       10.526064 |        0.653219 |        0.690794 |     5.752244
  1000 |     5 |        9.001217 |        0.980020 |        0.999999 |     2.038682
  1100 |     5 |       10.890256 |        0.986195 |        0.999904 |     1.390098
  1200 |     5 |       12.969716 |        0.972700 |        0.999999 |     2.806510
  1300 |     5 |       15.230118 |        0.967383 |        0.999808 |     3.351818
  1400 |     5 |       16.372496 |        0.975084 |        1.071405 |     9.878234
  1500 |     5 |       18.568638 |        1.063395 |        1.089215 |     2.428142
  1600 |     5 |       16.873697 |        1.328611 |        1.353621 |     1.882425
  1700 |     5 |       17.309553 |        1.446605 |        1.499796 |     3.676967
  1800 |     5 |       19.761080 |        1.414514 |        1.481605 |     4.743043
  1900 |     5 |       18.446871 |        1.732898 |        1.757312 |     1.408858
  2000 |     5 |       18.103470 |        1.696205 |        1.999903 |    17.904531
  2100 |     5 |       19.769793 |        1.916099 |        2.000117 |     4.384884
  2200 |     5 |       20.321315 |        2.111411 |        2.130413 |     0.899965
  2300 |     5 |       21.583000 |        2.079582 |        2.209115 |     6.228790
  2400 |     5 |       20.284838 |        2.520800 |        2.548599 |     1.102809
  2500 |     5 |       20.590453 |        2.660799 |        2.726007 |     2.450673
  2600 |     5 |       21.264308 |        2.671194 |        2.862787 |     7.172566
  2700 |     5 |       21.841135 |        2.959418 |        3.000498 |     1.388094
  2800 |     5 |       23.087211 |        2.964592 |        3.015995 |     1.733899
  2900 |     5 |       23.679349 |        3.004408 |        3.139901 |     4.509816
  3000 |     5 |       23.689682 |        3.321290 |        3.365898 |     1.343096
   500 |     6 |       16.030805 |        0.167680 |        0.168300 |     0.369686
   600 |     6 |       11.451074 |        0.343919 |        0.345683 |     0.512998
   700 |     6 |       12.817389 |        0.418401 |        0.419998 |     0.381788
   800 |     6 |       13.066178 |        0.487781 |        0.501084 |     2.727406
   900 |     6 |       13.264781 |        0.629497 |        0.658202 |     4.560088
  1000 |     6 |       11.019461 |        0.968194 |        0.999904 |     3.275136
  1100 |     6 |       13.306242 |        0.994682 |        0.999904 |     0.524928
  1200 |     6 |       15.819443 |        0.986695 |        0.999999 |     1.348315
  1300 |     6 |       18.571175 |        0.998807 |        0.999999 |     0.119352
  1400 |     6 |       19.345725 |        1.041293 |        1.074696 |     3.207785
  1500 |     6 |       23.340887 |        1.001716 |        1.048994 |     4.719743
  1600 |     6 |       21.017504 |        1.316500 |        1.328707 |     0.927234
  1700 |     6 |       23.659141 |        1.324201 |        1.333499 |     0.702184
  1800 |     6 |       23.695008 |        1.459813 |        1.499915 |     2.747064
  1900 |     6 |       22.436128 |        1.661491 |        1.755214 |     5.640856
  2000 |     6 |       22.085312 |        1.763296 |        2.000022 |    13.425187
  2100 |     6 |       24.096609 |        1.948118 |        2.000093 |     2.667972
  2200 |     6 |       25.715813 |        1.982713 |        2.072096 |     4.508123
  2300 |     6 |       25.866589 |        2.013493 |        2.253699 |    11.929853
  2400 |     6 |       24.548360 |        2.465796 |        2.578902 |     4.586987
  2500 |     6 |       25.325290 |        2.515292 |        2.701998 |     7.422819
  2600 |     6 |       26.536101 |        2.625799 |        2.801919 |     6.707284
  2700 |     6 |       26.118358 |        2.969909 |        3.032494 |     2.107300
  2800 |     6 |       26.203079 |        3.213787 |        3.275490 |     1.919938
  2900 |     6 |       29.011210 |        2.973914 |        3.179002 |     6.896220
  3000 |     6 |       28.159987 |        3.326392 |        3.514409 |     5.652277
   500 |     7 |       18.933459 |        0.167990 |        0.168395 |     0.241272
   600 |     7 |       13.702773 |        0.339794 |        0.341201 |     0.413977
   700 |     7 |       15.128699 |        0.418377 |        0.420403 |     0.484386
   800 |     7 |       15.911378 |        0.490117 |        0.500321 |     2.082016
   900 |     7 |       15.607807 |        0.651312 |        0.679898 |     4.389048
  1000 |     7 |       12.999869 |        0.987506 |        0.999880 |     1.253048
  1100 |     7 |       15.729751 |        0.992799 |        0.999880 |     0.713239
  1200 |     7 |       18.713867 |        0.965905 |        0.999904 |     3.519858
  1300 |     7 |       21.972585 |        0.994086 |        0.999999 |     0.594796
  1400 |     7 |       25.406491 |        0.986290 |        0.999904 |     1.380294
  1500 |     7 |       27.084019 |        1.048207 |        1.079202 |     2.956897
  1600 |     7 |       24.788062 |        1.324987 |        1.334596 |     0.725159
  1700 |     7 |       25.159013 |        1.363277 |        1.499510 |     9.993005
  1800 |     7 |       27.949745 |        1.462507 |        1.500010 |     2.564312
  1900 |     7 |       26.463815 |        1.739407 |        1.755500 |     0.925215
  2000 |     7 |       29.198613 |        1.739502 |        1.769304 |     1.713268
  2100 |     7 |       28.709112 |        1.899981 |        1.999903 |     5.259063
  2200 |     7 |       29.236320 |        2.009106 |        2.132607 |     6.147055
  2300 |     7 |       30.295247 |        2.090597 |        2.273011 |     8.725452
  2400 |     7 |       28.782494 |        2.401304 |        2.583480 |     7.586529
  2500 |     7 |       29.865759 |        2.459288 |        2.725410 |    10.821135
  2600 |     7 |       30.511086 |        2.635598 |        2.884698 |     9.451355
  2700 |     7 |       31.473883 |        2.979589 |        3.000689 |     0.708153
  2800 |     7 |       31.491601 |        3.131819 |        3.223395 |     2.924070
  2900 |     7 |       34.409233 |        3.074217 |        3.139687 |     2.129640
  3000 |     7 |       33.924317 |        3.305292 |        3.451490 |     4.423157
   500 |     8 |       21.114426 |        0.173521 |        0.174308 |     0.453421
   600 |     8 |       16.056188 |        0.334311 |        0.335503 |     0.356583
   700 |     8 |       16.477955 |        0.434899 |        0.437999 |     0.712680
   800 |     8 |       18.968010 |        0.490093 |        0.499916 |     2.004281
   900 |     8 |       16.993475 |        0.652099 |        0.698519 |     7.118570
  1000 |     8 |       14.995361 |        0.956202 |        0.999999 |     4.580362
  1100 |     8 |       18.176335 |        0.946593 |        0.999904 |     5.631816
  1200 |     8 |       21.572409 |        0.974917 |        0.999999 |     2.572693
  1300 |     8 |       25.338656 |        0.979400 |        0.999999 |     2.103264
  1400 |     8 |       27.767859 |        0.987887 |        1.069617 |     8.273199
  1500 |     8 |       31.167848 |        1.040888 |        1.073408 |     3.124284
  1600 |     8 |       28.568342 |        1.328707 |        1.333594 |     0.367845
  1700 |     8 |       32.256154 |        1.326609 |        1.334190 |     0.571511
  1800 |     8 |       32.066366 |        1.423597 |        1.499796 |     5.352537
  1900 |     8 |       30.266856 |        1.745415 |        1.769900 |     1.402852
  2000 |     8 |       30.163896 |        1.753998 |        1.999903 |    14.019683
  2100 |     8 |       33.165669 |        1.839900 |        1.999903 |     8.696272
  2200 |     8 |       33.876392 |        2.105808 |        2.138615 |     1.557900
  2300 |     8 |       34.972157 |        2.237606 |        2.255201 |     0.786344
  2400 |     8 |       36.496819 |        2.337408 |        2.362704 |     1.082233
  2500 |     8 |       33.968735 |        2.515197 |        2.753901 |     9.490498
  2600 |     8 |       35.154935 |        2.682185 |        2.881479 |     7.430288
  2700 |     8 |       36.355281 |        2.859497 |        3.001785 |     4.975987
  2800 |     8 |       35.462426 |        3.222299 |        3.299999 |     2.411341
  2900 |     8 |       37.945581 |        2.949691 |        3.332019 |    12.961631
  3000 |     8 |       38.608829 |        3.356600 |        3.515506 |     4.734136
   500 |     9 |       24.651688 |        0.168586 |        0.169206 |     0.367699
   600 |     9 |       17.398860 |        0.349903 |        0.351405 |     0.429272
   700 |     9 |       19.011062 |        0.435591 |        0.437903 |     0.530925
   800 |     9 |       21.441637 |        0.494504 |        0.500488 |     1.210163
   900 |     9 |       19.861752 |        0.650787 |        0.690317 |     6.074150
  1000 |     9 |       16.993849 |        0.979900 |        0.999808 |     2.031630
  1100 |     9 |       20.564499 |        0.980091 |        0.999904 |     2.021504
  1200 |     9 |       24.479841 |        0.979996 |        0.999999 |     2.041164
  1300 |     9 |       28.757698 |        0.980711 |        0.999808 |     1.947294
  1400 |     9 |       30.530946 |        1.031709 |        1.076603 |     4.351443
  1500 |     9 |       33.177866 |        1.092196 |        1.138902 |     4.276359
  1600 |     9 |       32.770847 |        1.260090 |        1.325202 |     5.167260
  1700 |     9 |       32.733220 |        1.395202 |        1.500201 |     7.525761
  1800 |     9 |       35.801720 |        1.480484 |        1.501703 |     1.433265
  1900 |     9 |       34.983273 |        1.692200 |        1.751113 |     3.481458
  2000 |     9 |       38.658609 |        1.738000 |        1.752019 |     0.806618
  2100 |     9 |       37.473075 |        1.998591 |        1.999998 |     0.070383
  2200 |     9 |       38.846189 |        2.072310 |        2.105117 |     1.583083
  2300 |     9 |       41.170112 |        2.140188 |        2.180696 |     1.892699
  2400 |     9 |       38.061234 |        2.511597 |        2.572703 |     2.432981
  2500 |     9 |       42.608076 |        2.372003 |        2.489996 |     4.974419
  2600 |     9 |       39.013484 |        2.786279 |        2.941895 |     5.585077
  2700 |     9 |       41.005273 |        2.970910 |        3.001404 |     1.026411
  2800 |     9 |       40.936239 |        3.015399 |        3.260994 |     8.144692
  2900 |     9 |       44.655272 |        2.953887 |        3.183794 |     7.783204
  3000 |     9 |       44.049841 |        3.280711 |        3.507519 |     6.913367
   500 |    10 |       27.383811 |        0.169706 |        0.170183 |     0.280978
   600 |    10 |       20.106573 |        0.337791 |        0.339413 |     0.479955
   700 |    10 |       21.509558 |        0.430703 |        0.432420 |     0.398561
   800 |    10 |       23.908742 |        0.493908 |        0.499988 |     1.230933
   900 |    10 |       22.462989 |        0.653696 |        0.686097 |     4.956598
  1000 |    10 |       19.008925 |        0.976801 |        1.000094 |     2.384672
  1100 |    10 |       23.018231 |        0.980401 |        0.999904 |     1.989251
  1200 |    10 |       27.383532 |        0.978518 |        0.999808 |     2.175820
  1300 |    10 |       32.080976 |        0.996399 |        0.999999 |     0.361313
  1400 |    10 |       36.651476 |        0.988817 |        1.001382 |     1.270676
  1500 |    10 |       36.827136 |        1.127481 |        1.153588 |     2.315500
  1600 |    10 |       36.313453 |        1.326489 |        1.331806 |     0.400812
  1700 |    10 |       36.332641 |        1.337695 |        1.501298 |    12.230203
  1800 |    10 |       41.105108 |        1.438403 |        1.499987 |     4.281381
  1900 |    10 |       38.828357 |        1.662087 |        1.750898 |     5.343336
  2000 |    10 |       37.778944 |        1.983404 |        1.999998 |     0.836639
  2100 |    10 |       41.876194 |        1.958513 |        2.000093 |     2.123049
  2200 |    10 |       46.000488 |        1.981783 |        2.000093 |     0.923943
  2300 |    10 |       44.250282 |        2.166796 |        2.273083 |     4.905262
  2400 |    10 |       41.532631 |        2.528000 |        2.599788 |     2.839709
  2500 |    10 |       43.158569 |        2.708983 |        2.732301 |     0.860741
  2600 |    10 |       44.887531 |        2.775693 |        2.861094 |     3.076765
  2700 |    10 |       46.152889 |        2.848887 |        3.000307 |     5.315045
  2800 |    10 |       46.982050 |        3.127289 |        3.169203 |     1.340266
  2900 |    10 |       51.584466 |        2.970099 |        3.091216 |     4.077865
  3000 |    10 |       48.474844 |        3.317499 |        3.525496 |     6.269673
   500 |    11 |       30.035900 |        0.169683 |        0.171018 |     0.786848
   600 |    11 |       22.051322 |        0.340199 |        0.342107 |     0.560656
   700 |    11 |       23.721642 |        0.431585 |        0.433207 |     0.375649
   800 |    11 |       26.501351 |        0.497699 |        0.500178 |     0.498204
   900 |    11 |       24.601126 |        0.653195 |        0.684881 |     4.850896
  1000 |    11 |       20.999123 |        0.969696 |        0.999904 |     3.115165
  1100 |    11 |       25.403717 |        0.990200 |        0.999904 |     0.979967
  1200 |    11 |       30.233836 |        0.993919 |        0.999784 |     0.590098
  1300 |    11 |       35.472317 |        0.990582 |        0.999880 |     0.938673
  1400 |    11 |       41.062001 |        0.985694 |        0.999689 |     1.419829
  1500 |    11 |       41.207557 |        1.046896 |        1.143622 |     9.239353
  1600 |    11 |       39.917848 |        1.291800 |        1.332998 |     3.189251
  1700 |    11 |       40.665455 |        1.334405 |        1.499820 |    12.396148
  1800 |    11 |       45.366028 |        1.493788 |        1.499891 |     0.408593
  1900 |    11 |       43.076003 |        1.746416 |        1.753187 |     0.387713
  2000 |    11 |       42.004828 |        1.922083 |        1.999998 |     4.053685
  2100 |    11 |       45.850472 |        1.982689 |        1.999116 |     0.828523
  2200 |    11 |       46.402402 |        2.114296 |        2.169704 |     2.620659
  2300 |    11 |       48.379524 |        2.252698 |        2.289104 |     1.616130
  2400 |    11 |       47.120121 |        2.404690 |        2.564001 |     6.625025
  2500 |    11 |       51.651184 |        2.428508 |        2.534795 |     4.376638
  2600 |    11 |       50.874857 |        2.749109 |        2.776313 |     0.989541
  2700 |    11 |       50.536384 |        2.875519 |        3.000593 |     4.349628
  2800 |    11 |       54.081961 |        2.944899 |        3.022099 |     2.621480
  2900 |    11 |       53.161350 |        3.221607 |        3.329802 |     3.358397
  3000 |    11 |       53.683688 |        3.264999 |        3.531981 |     8.177065
   500 |    12 |       33.109603 |        0.168800 |        0.170684 |     1.115819
   600 |    12 |       23.493465 |        0.349808 |        0.352097 |     0.654308
   700 |    12 |       26.068332 |        0.430298 |        0.431585 |     0.299202
   800 |    12 |       29.187139 |        0.493789 |        0.499988 |     1.255372
   900 |    12 |       26.452351 |        0.656295 |        0.684309 |     4.268537
  1000 |    12 |       23.020607 |        0.979209 |        0.999713 |     2.093935
  1100 |    12 |       27.813166 |        0.998116 |        1.000190 |     0.207816
  1200 |    12 |       33.129627 |        0.981212 |        0.999904 |     1.904993
  1300 |    12 |       38.875613 |        0.980616 |        0.999999 |     1.976659
  1400 |    12 |       41.877029 |        1.039004 |        1.076913 |     3.648546
  1500 |    12 |       44.731371 |        1.132488 |        1.159191 |     2.357895
  1600 |    12 |       46.181163 |        1.244211 |        1.255083 |     0.873798
  1700 |    12 |       49.490328 |        1.328301 |        1.333785 |     0.412830
  1800 |    12 |       49.681895 |        1.438498 |        1.500106 |     4.282754
  1900 |    12 |       48.442515 |        1.663589 |        1.671886 |     0.498739
  2000 |    12 |       51.631161 |        1.737905 |        1.761699 |     1.369130
  2100 |    12 |       50.719091 |        1.989913 |        1.999998 |     0.506811
  2200 |    12 |       55.232229 |        1.953602 |        2.000403 |     2.395655
  2300 |    12 |       53.687209 |        2.095008 |        2.252889 |     7.536047
  2400 |    12 |       53.089914 |        2.451611 |        2.499580 |     1.956666
  2500 |    12 |       51.748666 |        2.499604 |        2.756310 |    10.269837
  2600 |    12 |       51.850439 |        2.912593 |        2.999997 |     3.000909
  2700 |    12 |       55.568765 |        2.940297 |        3.001904 |     2.095277
  2800 |    12 |       57.585743 |        2.977896 |        3.183699 |     6.911018
  2900 |    12 |       62.519646 |        2.971387 |        3.089499 |     3.974998
  3000 |    12 |       60.096360 |        3.335905 |        3.476596 |     4.217470
   500 |    13 |       34.297299 |        0.177193 |        0.178289 |     0.618945
   600 |    13 |       25.838006 |        0.346804 |        0.348091 |     0.371236
   700 |    13 |       27.863990 |        0.437784 |        0.439501 |     0.392114
   800 |    13 |       31.284693 |        0.494194 |        0.500107 |     1.196449
   900 |    13 |       28.975205 |        0.653577 |        0.698709 |     6.905483
  1000 |    13 |       25.008919 |        0.989294 |        0.999904 |     1.072444
  1100 |    13 |       30.232115 |        0.997996 |        0.999808 |     0.181562
  1200 |    13 |       36.033261 |        0.980306 |        0.999999 |     2.008901
  1300 |    13 |       42.257925 |        0.989103 |        1.000118 |     1.113629
  1400 |    13 |       45.464981 |        0.997806 |        1.079202 |     8.157511
  1500 |    13 |       48.312555 |        1.132989 |        1.157594 |     2.171671
  1600 |    13 |       47.961172 |        1.323199 |        1.329112 |     0.446855
  1700 |    13 |       48.279934 |        1.420116 |        1.499820 |     5.612451
  1800 |    13 |       54.032323 |        1.478291 |        1.499796 |     1.454745
  1900 |    13 |       50.765163 |        1.744604 |        1.774096 |     1.690491
  2000 |    13 |       54.549261 |        1.789904 |        1.823401 |     1.871487
  2100 |    13 |       54.328014 |        1.982307 |        2.001214 |     0.953767
  2200 |    13 |       56.589890 |        2.077389 |        2.123809 |     2.234541
  2300 |    13 |       58.395940 |        2.201915 |        2.250385 |     2.201288
  2400 |    13 |       59.189773 |        2.379012 |        2.416515 |     1.576421
  2500 |    13 |       57.112816 |        2.515483 |        2.738380 |     8.861024
  2600 |    13 |       56.564540 |        2.700901 |        3.002906 |    11.181632
  2700 |    13 |       59.775598 |        2.994013 |        3.049302 |     1.846661
  2800 |    13 |       60.516772 |        3.035402 |        3.203201 |     5.528064
  2900 |    13 |       62.977746 |        3.086782 |        3.356695 |     8.744178
  3000 |    13 |       65.024152 |        3.286505 |        3.502989 |     6.587061
   500 |    14 |       38.406497 |        0.171423 |        0.172496 |     0.625869
   600 |    14 |       27.955449 |        0.345993 |        0.347495 |     0.434123
   700 |    14 |       30.356653 |        0.433302 |        0.435519 |     0.511720
   800 |    14 |       34.046152 |        0.490594 |        0.500107 |     1.939058
   900 |    14 |       31.424566 |        0.653982 |        0.700498 |     7.112650
  1000 |    14 |       27.006599 |        0.979686 |        1.000190 |     2.092916
  1100 |    14 |       32.685367 |        0.978994 |        0.999904 |     2.135795
  1200 |    14 |       38.877882 |        0.975013 |        0.999904 |     2.552879
  1300 |    14 |       45.686467 |        0.969100 |        0.999618 |     3.149064
  1400 |    14 |       49.325561 |        1.043701 |        1.076293 |     3.122716
  1500 |    14 |       52.308562 |        1.133895 |        1.163197 |     2.584159
  1600 |    14 |       51.473664 |        1.322579 |        1.334095 |     0.870694
  1700 |    14 |       52.044174 |        1.478982 |        1.499915 |     1.415376
  1800 |    14 |       57.962188 |        1.481581 |        1.500988 |     1.309903
  1900 |    14 |       55.030973 |        1.741290 |        1.754498 |     0.758540
  2000 |    14 |       59.404299 |        1.798201 |        1.810193 |     0.666914
  2100 |    14 |       59.491302 |        1.967621 |        1.999998 |     1.645502
  2200 |    14 |       64.413412 |        1.979780 |        2.033997 |     2.738505
  2300 |    14 |       61.684970 |        2.190113 |        2.298903 |     4.967341
  2400 |    14 |       63.383442 |        2.403688 |        2.433515 |     1.240850
  2500 |    14 |       61.297053 |        2.597189 |        2.745414 |     5.707125
  2600 |    14 |       62.238440 |        2.737713 |        2.919483 |     6.639495
  2700 |    14 |       65.706435 |        2.938199 |        2.998281 |     2.044840
  2800 |    14 |       67.219565 |        3.113890 |        3.150487 |     1.175291
  2900 |    14 |       70.065911 |        3.029084 |        3.320003 |     9.604169
  3000 |    14 |       69.718835 |        3.285003 |        3.510118 |     6.852805
   500 |    15 |       41.293455 |        0.171494 |        0.172210 |     0.417072
   600 |    15 |       29.497352 |        0.351810 |        0.353503 |     0.481160
   700 |    15 |       33.206025 |        0.425506 |        0.427508 |     0.470667
   800 |    15 |       36.582274 |        0.487804 |        0.500202 |     2.541544
   900 |    15 |       34.816587 |        0.650716 |        0.678802 |     4.316125
  1000 |    15 |       29.012348 |        0.986099 |        0.999808 |     1.390232
  1100 |    15 |       35.081099 |        0.980306 |        0.999784 |     1.987013
  1200 |    15 |       41.803819 |        0.979996 |        0.999904 |     2.031432
  1300 |    15 |       48.943739 |        0.992203 |        0.999999 |     0.785755
  1400 |    15 |       55.763768 |        0.986099 |        1.018190 |     3.254352
  1500 |    15 |       56.110395 |        1.131296 |        1.154780 |     2.075869
  1600 |    15 |       56.671422 |        1.249909 |        1.321316 |     5.712923
  1700 |    15 |       55.532888 |        1.490712 |        1.500010 |     0.623751
  1800 |    15 |       62.672229 |        1.488590 |        1.499796 |     0.752771
  1900 |    15 |       59.390422 |        1.742506 |        1.753807 |     0.648551
  2000 |    15 |       57.805599 |        1.999187 |        2.000117 |     0.046511
  2100 |    15 |       63.896206 |        1.930809 |        1.999807 |     3.573545
  2200 |    15 |       65.079355 |        2.021885 |        2.136207 |     5.654214
  2300 |    15 |       66.852100 |        2.042103 |        2.299690 |    12.613832
  2400 |    15 |       69.085824 |        2.394009 |        2.407694 |     0.571645
  2500 |    15 |       67.870219 |        2.570295 |        2.666903 |     3.758603
  2600 |    15 |       65.423844 |        2.856493 |        2.999687 |     5.012937
  2700 |    15 |       69.591310 |        2.947497 |        3.006196 |     1.991474
  2800 |    15 |       70.017127 |        3.019404 |        3.236413 |     7.187132
